Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2005,23,1376,PHI,Philadelphia 76Ers,Andre Iguodala,"January 28, 1984",21.0,NBA,SG,82.0,82.0,2686.0,269.0,546.0,0.49,47.0,142.0,0.33,222.0,404.0,0.55,0.54,156.0,210.0,0.74,89.0,375.0,464.0,246.0,138.0,48.0,139.0,204.0,741.0,,1.0
2006,23,1376,PHI,Philadelphia 76Ers,Andre Iguodala,"January 28, 1984",22.0,NBA,SF,82.0,82.0,3086.0,344.0,688.0,0.5,56.0,158.0,0.35,288.0,530.0,0.54,0.54,263.0,349.0,0.75,117.0,364.0,481.0,255.0,135.0,21.0,153.0,198.0,1007.0,,0.0
2007,23,1376,PHI,Philadelphia 76Ers,Andre Iguodala,"January 28, 1984",23.0,NBA,SG,76.0,76.0,3062.0,443.0,991.0,0.45,48.0,155.0,0.31,395.0,836.0,0.47,0.47,452.0,551.0,0.82,77.0,357.0,434.0,432.0,152.0,33.0,261.0,200.0,1386.0,,3.0
2008,23,1376,PHI,Philadelphia 76Ers,Andre Iguodala,"January 28, 1984",24.0,NBA,SF,82.0,82.0,3242.0,582.0,1277.0,0.46,101.0,307.0,0.33,481.0,970.0,0.5,0.5,365.0,506.0,0.72,85.0,361.0,446.0,391.0,171.0,49.0,214.0,187.0,1630.0,,0.0
2009,23,1376,PHI,Philadelphia 76Ers,Andre Iguodala,"January 28, 1984",25.0,NBA,SF,82.0,82.0,3269.0,542.0,1147.0,0.47,80.0,261.0,0.31,462.0,886.0,0.52,0.51,377.0,521.0,0.72,92.0,379.0,471.0,434.0,131.0,36.0,222.0,152.0,1541.0,,0.0
2010,23,1376,PHI,Philadelphia 76Ers,Andre Iguodala,"January 28, 1984",26.0,NBA,SF,82.0,82.0,3193.0,496.0,1120.0,0.44,94.0,303.0,0.31,402.0,817.0,0.49,0.48,315.0,430.0,0.73,82.0,447.0,529.0,472.0,141.0,55.0,218.0,145.0,1401.0,,0.0
2011,23,1376,PHI,Philadelphia 76Ers,Andre Iguodala,"January 28, 1984",27.0,NBA,SF,67.0,67.0,2469.0,338.0,759.0,0.44,61.0,181.0,0.34,277.0,578.0,0.48,0.49,208.0,300.0,0.69,61.0,326.0,387.0,422.0,101.0,38.0,138.0,109.0,945.0,,3.0
2012,23,1376,PHI,Philadelphia 76Ers,Andre Iguodala,"January 28, 1984",28.0,NBA,SF,62.0,62.0,2209.0,287.0,632.0,0.45,76.0,193.0,0.39,211.0,439.0,0.48,0.51,121.0,196.0,0.62,56.0,325.0,381.0,339.0,107.0,30.0,115.0,92.0,771.0,,1.0
2013,8,1376,DEN,Denver Nuggets,Andre Iguodala,"January 28, 1984",29.0,NBA,SG,80.0,80.0,2779.0,396.0,879.0,0.45,91.0,287.0,0.32,305.0,592.0,0.52,0.5,155.0,270.0,0.57,82.0,341.0,423.0,433.0,139.0,52.0,206.0,127.0,1038.0,,1.0
2014,10,1376,GSW,Golden State Warriors,Andre Iguodala,"January 28, 1984",30.0,NBA,SF,63.0,63.0,2040.0,220.0,458.0,0.48,62.0,175.0,0.35,158.0,283.0,0.56,0.55,86.0,132.0,0.65,53.0,240.0,293.0,263.0,95.0,18.0,100.0,103.0,588.0,,0.0
2015,10,1376,GSW,Golden State Warriors,Andre Iguodala,"January 28, 1984",31.0,NBA,SF,77.0,0.0,2069.0,231.0,496.0,0.47,74.0,212.0,0.35,157.0,284.0,0.55,0.54,68.0,114.0,0.6,44.0,213.0,257.0,228.0,89.0,25.0,88.0,100.0,604.0,,0.0
2016,10,1376,GSW,Golden State Warriors,Andre Iguodala,"January 28, 1984",32.0,NBA,SF,65.0,1.0,1732.0,176.0,368.0,0.48,54.0,154.0,0.35,122.0,214.0,0.57,0.55,51.0,83.0,0.61,52.0,211.0,263.0,219.0,73.0,19.0,79.0,102.0,457.0,,0.0
2017,10,1376,GSW,Golden State Warriors,Andre Iguodala,"January 28, 1984",33.0,NBA,SF,76.0,0.0,1998.0,219.0,415.0,0.53,64.0,177.0,0.36,155.0,238.0,0.65,0.6,72.0,102.0,0.71,51.0,253.0,304.0,261.0,76.0,39.0,58.0,97.0,574.0,,0.0
2018,10,1376,GSW,Golden State Warriors,Andre Iguodala,"January 28, 1984",34.0,NBA,SF,64.0,7.0,1622.0,148.0,320.0,0.46,33.0,117.0,0.28,115.0,203.0,0.57,0.51,55.0,87.0,0.63,50.0,196.0,246.0,210.0,54.0,38.0,67.0,99.0,384.0,,0.0
