Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,11,465,HOU,Houston Rockets,22.0,NBA,PG,22.0,0.0,252.0,4.4,12.4,0.36,2.6,7.9,0.33,1.9,4.6,0.41,3.0,4.1,0.72,1.0,2.4,3.4,3.1,1.1,0.6,3.0,3.6,14.4
2015,31,465,TOT,Total After Trade,23.0,NBA,PG,47.0,21.0,938.0,5.6,14.5,0.39,3.5,9.4,0.37,2.1,5.1,0.42,1.9,2.3,0.82,0.7,2.6,3.3,3.8,1.1,0.1,2.4,3.2,16.6
2015,11,465,HOU,Houston Rockets,23.0,NBA,PG,25.0,9.0,369.0,5.2,12.8,0.4,3.1,8.2,0.38,2.0,4.6,0.45,1.6,2.0,0.76,1.1,2.1,3.2,2.8,1.4,0.0,2.2,2.7,15.0
2015,23,465,PHI,Philadelphia 76Ers,23.0,NBA,PG,22.0,12.0,569.0,5.9,15.6,0.38,3.7,10.2,0.36,2.2,5.4,0.4,2.1,2.5,0.85,0.4,3.0,3.4,4.4,0.9,0.2,2.5,3.5,17.6
2016,23,465,PHI,Philadelphia 76Ers,24.0,NBA,SG,77.0,39.0,1966.0,4.8,13.2,0.36,3.2,8.9,0.36,1.5,4.3,0.35,2.7,3.3,0.83,0.4,2.8,3.2,2.5,1.0,0.2,1.7,2.4,15.5
2017,5,465,CHI,Chicago Bulls,25.0,NBA,SG,39.0,0.0,592.0,3.8,10.5,0.36,1.5,5.7,0.27,2.3,4.8,0.48,1.8,2.0,0.91,0.4,2.7,3.0,2.3,1.3,0.1,1.3,2.1,11.0
2018,31,465,TOT,Total After Trade,26.0,NBA,"PG,SG",20.0,1.0,422.0,4.4,11.7,0.38,1.9,5.6,0.33,2.6,6.1,0.42,3.9,4.4,0.9,0.5,3.3,3.8,6.5,1.4,0.1,2.5,3.1,14.7
2018,11,465,HOU,Houston Rockets,26.0,NBA,SG,1.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,24,465,PHO,Phoenix Suns,26.0,NBA,PG,19.0,1.0,418.0,4.5,11.7,0.38,1.9,5.7,0.33,2.6,6.0,0.43,4.0,4.4,0.9,0.5,3.3,3.8,6.5,1.4,0.1,2.5,3.1,14.8
2019,31,465,TOT,Total After Trade,27.0,NBA,PG,30.0,16.0,629.0,3.7,9.4,0.39,1.9,5.5,0.35,1.7,3.9,0.44,1.1,1.4,0.79,0.3,3.0,3.3,4.8,0.8,0.1,2.0,3.0,10.4
2019,24,465,PHO,Phoenix Suns,27.0,NBA,PG,19.0,15.0,503.0,3.7,9.2,0.4,1.8,5.2,0.35,1.9,4.1,0.46,1.1,1.4,0.75,0.4,3.1,3.5,4.4,0.9,0.0,2.1,3.3,10.2
2019,18,465,MIN,Minnesota Timberwolves,27.0,NBA,PG,7.0,1.0,95.0,4.2,11.0,0.38,2.7,7.2,0.37,1.5,3.8,0.4,1.5,1.5,1.0,0.0,1.9,1.9,7.2,0.8,0.4,1.5,1.5,12.5
2019,17,465,MIL,Milwaukee Bucks,27.0,NBA,PG,4.0,0.0,31.0,2.3,7.0,0.33,2.3,5.8,0.4,0.0,1.2,0.0,0.0,0.0,,1.2,3.5,4.6,3.5,0.0,1.2,2.3,2.3,7.0
