Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,28,325,TOR,Toronto Raptors,22.0,NBA,PF,26.0,0.0,118.0,4.0,7.6,0.52,0.0,0.6,0.0,4.0,7.0,0.56,1.2,2.4,0.5,2.1,5.2,7.3,0.9,0.0,1.8,1.8,3.1,9.2
2003,28,325,TOR,Toronto Raptors,23.0,NBA,PF,67.0,11.0,1314.0,4.1,8.6,0.48,0.0,0.2,0.17,4.1,8.4,0.49,1.0,1.8,0.52,4.4,6.8,11.2,1.8,0.4,0.9,2.1,3.4,9.3
2004,31,325,TOT,Total After Trade,24.0,NBA,"C,PF",16.0,1.0,98.0,2.6,5.5,0.47,0.0,0.0,,2.6,5.5,0.47,0.4,0.7,0.5,2.2,6.2,8.4,0.4,1.1,0.0,2.6,5.1,5.5
2004,28,325,TOR,Toronto Raptors,24.0,NBA,PF,5.0,0.0,38.0,0.9,2.8,0.33,0.0,0.0,,0.9,2.8,0.33,0.9,1.9,0.5,0.9,9.5,10.4,0.9,0.9,0.0,2.8,5.7,2.8
2004,1,325,ATL,Atlanta Hawks,24.0,NBA,C,11.0,1.0,60.0,3.6,7.2,0.5,0.0,0.0,,3.6,7.2,0.5,0.0,0.0,,3.0,4.2,7.2,0.0,1.2,0.0,2.4,4.8,7.2
2005,31,325,TOT,Total After Trade,25.0,NBA,PF,18.0,0.0,119.0,4.5,7.3,0.62,0.0,0.3,0.0,4.5,7.0,0.65,0.9,2.4,0.38,2.4,6.1,8.5,1.5,0.3,0.6,1.5,3.6,10.0
2005,22,325,ORL,Orlando Magic,25.0,NBA,PF,8.0,0.0,55.0,2.0,4.6,0.43,0.0,0.0,,2.0,4.6,0.43,0.0,0.0,,2.0,7.2,9.2,1.3,0.7,1.3,0.7,2.6,3.9
2005,26,325,SAC,Sacramento Kings,25.0,NBA,PF,8.0,0.0,48.0,6.0,9.0,0.67,0.0,0.0,,6.0,9.0,0.67,1.5,4.5,0.33,3.7,4.5,8.2,1.5,0.0,0.0,2.3,6.0,13.5
2005,23,325,PHI,Philadelphia 76Ers,25.0,NBA,PF,2.0,0.0,16.0,9.0,11.3,0.8,0.0,2.3,0.0,9.0,9.0,1.0,2.3,4.5,0.5,0.0,6.8,6.8,2.3,0.0,0.0,2.3,0.0,20.3
2006,23,325,PHI,Philadelphia 76Ers,26.0,NBA,PF,46.0,1.0,367.0,3.1,7.7,0.4,0.1,0.5,0.2,3.0,7.3,0.42,0.2,0.3,0.67,3.9,6.6,10.5,1.7,0.5,0.7,1.9,3.8,6.6
