NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
32,Deng Adel,SF,6-7,200,1997-02-01,SS,R,Louisville
4,Jaron Blossomgame,SF,6-8,220,1993-09-16,US,R,Clemson
10,Alec Burks,SG,6-6,214,1991-07-20,US,7,Colorado
3,Marquese Chriss,PF,6-9,240,1997-07-02,US,2,Washington
8,Jordan Clarkson,SG,6-4,194,1992-06-07,US,4,"Tulsa, Missouri"
15,Sam Dekker,PF,6-9,230,1994-05-06,US,3,Wisconsin
18,Matthew Dellavedova,PG,6-3,200,1990-09-08,AU,5,Saint Mary's
9,Channing Frye,C,7-0,255,1983-05-17,US,12,Arizona
55,Andrew Harrison,PG,6-6,213,1994-10-28,US,2,Kentucky
3,George Hill,PG,6-3,188,1986-05-04,US,10,IUPUI
10,John Holland,SF,6-5,205,1988-11-06,US,2,Boston University
1,Rodney Hood,SG,6-8,208,1992-10-20,US,4,"Mississippi State, Duke"
21,Jalen Jones,SF,6-7,220,1993-05-27,US,1,Texas A&M
20,Brandon Knight,PG,6-2,182,1991-12-02,US,6,Kentucky
26,Kyle Korver,PF,6-7,212,1981-03-17,US,15,Creighton
0,Kevin Love,PF,6-8,251,1988-09-07,US,10,UCLA
3,Patrick McCaw,SG,6-7,181,1995-10-25,US,2,UNLV
22,Larry Nance,C,6-7,245,1993-01-01,US,3,Wyoming
12,David Nwaba,SG,6-5,219,1993-01-14,US,2,Cal Poly
16,Cedi Osman,SF,6-7,230,1995-04-08,MK,1,
3,Cameron Payne,PG,6-3,190,1994-08-08,US,3,Murray State
2,Collin Sexton,PG,6-1,190,1999-01-04,US,R,Alabama
3,Kobi Simmons,PG,6-5,166,1997-07-04,US,1,Arizona
5,J.R. Smith,SG,6-6,225,1985-09-09,US,14,
1,Nik Stauskas,SG,6-6,205,1993-10-07,CA,4,Michigan
13,Tristan Thompson,C,6-9,254,1991-03-13,CA,7,Texas
41,Ante Žižić,C,6-10,266,1997-01-04,HR,1,
