SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2019,27,SAS,12,LaMarcus Aldridge,C,6-11,250,1985-07-19,US,12,Texas
2019,27,SAS,18,Marco Belinelli,SG,6-5,220,1986-03-25,IT,11,
2019,27,SAS,42,Davis Bertans,PF,6-10,225,1992-11-12,LV,2,
2019,27,SAS,33,Dante Cunningham,PF,6-8,230,1987-04-22,US,9,Villanova
2019,27,SAS,10,DeMar DeRozan,SG,6-6,220,1989-08-07,US,9,USC
2019,27,SAS,14,Drew Eubanks,PF,6-9,245,1997-02-01,US,R,Oregon State
2019,27,SAS,11,Bryn Forbes,SG,6-2,205,1993-07-23,US,2,Michigan State
2019,27,SAS,16,Pau Gasol,C,7-0,250,1980-07-06,ES,17,
2019,27,SAS,22,Rudy Gay,PF,6-8,250,1986-08-17,US,12,UConn
2019,27,SAS,7,Chimezie Metu,PF,6-9,225,1997-03-22,US,R,USC
2019,27,SAS,8,Patty Mills,PG,6-1,180,1988-08-11,AU,9,Saint Mary's
2019,27,SAS,28,Donatas Motiejunas,PF,7-0,222,1990-09-20,LT,5,
2019,27,SAS,25,Jakob Poeltl,C,7-1,245,1995-10-15,AT,2,Utah
2019,27,SAS,3,Quincy Pondexter,SF,6-7,230,1988-03-10,US,6,Washington
2019,27,SAS,1,Lonnie Walker,SG,6-5,204,1998-12-14,US,R,Miami (FL)
2019,27,SAS,4,Derrick White,PG,6-4,190,1994-07-02,US,1,"Colorado-Colorado Springs, Colorado"
