SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1991,10,GSW,Tim Hardaway,24,9,396,22.8,0.56,0.26,0.2,1.5,8.4,4.9,37.8,3.4,1.1,11.0,24.7,,0.9,0.3,1.2,0.14,,6.8,0.8,7.6,0.9
1991,10,GSW,Mitch Richmond,25,9,372,14.9,0.56,0.14,0.14,3.1,11.8,7.4,8.8,0.6,1.0,8.6,22.8,,0.3,0.1,0.4,0.05,,1.7,-2.4,-0.8,0.1
1991,10,GSW,Chris Mullin,27,8,366,17.5,0.62,0.1,0.38,2.8,15.9,9.2,8.8,2.0,2.1,14.0,20.9,,0.5,0.3,0.8,0.1,,3.0,-0.2,2.8,0.4
1991,10,GSW,Rod Higgins,31,9,214,12.5,0.57,0.43,0.46,4.8,11.1,7.9,10.8,0.4,2.4,8.7,16.2,,0.3,0.1,0.4,0.09,,1.4,-0.7,0.7,0.1
1991,10,GSW,AarAnas MarAiulionis,26,9,206,19.1,0.59,0.01,0.46,4.5,8.6,6.5,18.8,2.6,0.3,12.2,24.1,,0.4,0.1,0.5,0.12,,2.3,0.2,2.4,0.2
1991,10,GSW,Mario Elie,27,9,197,13.5,0.6,0.02,0.57,9.9,9.0,9.5,8.7,1.2,0.3,12.5,17.5,,0.4,0.1,0.4,0.11,,0.5,-1.5,-1.0,0.1
1991,10,GSW,Jim Petersen,28,9,117,8.4,0.71,0.0,0.47,3.9,23.3,13.5,3.2,0.8,2.2,8.9,8.3,,0.2,0.1,0.3,0.12,,-3.3,1.0,-2.3,0.0
1991,10,GSW,Tom Tolbert,25,9,116,4.6,0.42,0.09,0.33,0.0,18.4,9.1,8.8,1.2,2.2,9.6,15.5,,-0.2,0.1,-0.1,-0.04,,-5.6,0.5,-5.1,-0.1
1991,10,GSW,Tyrone Hill,22,9,80,11.6,0.66,0.07,0.43,10.1,23.7,16.8,3.2,1.8,3.1,10.7,10.0,,0.2,0.1,0.2,0.15,,-2.2,2.0,-0.2,0.0
1991,10,GSW,Alton Lister,32,6,72,9.6,0.48,0.0,0.2,11.2,34.5,22.7,3.8,0.0,6.1,22.7,21.1,,-0.2,0.1,-0.1,-0.05,,-5.7,-0.9,-6.6,-0.1
1991,10,GSW,Vincent Askew,24,6,41,12.9,0.42,0.0,0.4,14.0,17.3,15.7,6.5,2.3,0.0,0.0,18.5,,0.0,0.0,0.1,0.06,,-1.7,-2.2,-3.9,0.0
1991,10,GSW,Paul Mokeski,34,3,8,8.3,1.0,0.0,0.0,0.0,29.6,14.6,16.1,6.0,0.0,50.0,10.8,,0.0,0.0,0.0,0.09,,-8.1,8.0,0.0,0.0
