PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Karl Malone,27,9,383,21.4,0.536,0.038,0.435,7.3,27.5,18.0,13.7,1.2,1.9,9.5,31.6,,0.5,0.7,1.2,0.154,,3.9,0.8,4.7,0.7
John Stockton,28,9,373,21.8,0.644,0.25,0.40700000000000003,3.3,9.3,6.5,51.5,2.7,0.4,20.1,18.8,,1.0,0.6,1.6,0.20800000000000002,,6.2,2.5,8.7,1.0
Jeff Malone,29,9,351,16.0,0.563,0.013999999999999999,0.33299999999999996,2.4,8.7,5.7,13.8,1.3,0.2,6.8,22.2,,0.6,0.4,1.0,0.138,,1.2,0.6,1.8,0.3
Mark Eaton,34,9,255,6.5,0.537,0.0,0.387,8.1,16.6,12.6,2.7,0.2,3.3,16.2,7.5,,0.1,0.4,0.5,0.086,,-3.2,1.5,-1.6,0.0
Blue Edwards,25,9,241,8.8,0.53,0.026000000000000002,0.26,3.5,9.5,6.7,10.3,1.7,0.3,14.9,18.4,,-0.1,0.3,0.3,0.05,,-3.0,0.9,-2.1,0.0
Thurl Bailey,29,9,228,6.2,0.45299999999999996,0.0,0.391,5.9,10.0,8.0,5.6,0.7,1.7,13.8,16.8,,-0.2,0.3,0.1,0.017,,-3.6,-0.4,-3.9,-0.1
Mike Brown,27,9,223,12.3,0.591,0.0,0.679,10.9,22.4,17.0,3.3,0.7,0.3,14.2,16.7,,0.3,0.3,0.6,0.139,,-1.5,0.2,-1.2,0.0
Delaney Rudd,28,9,58,17.0,0.527,0.5710000000000001,0.19,4.2,0.0,2.0,45.4,2.6,0.0,11.6,19.5,,0.1,0.1,0.2,0.147,,5.0,1.1,6.0,0.1
Tony Brown,30,4,29,8.2,0.563,0.25,0.0,8.4,3.7,5.9,5.2,0.0,0.0,11.1,13.6,,0.0,0.0,0.0,0.06,,-1.9,-2.3,-4.2,0.0
Darrell Griffith,32,3,9,34.0,0.7140000000000001,0.0,0.0,13.5,12.1,12.7,0.0,0.0,0.0,12.5,39.1,,0.0,0.0,0.0,0.172,,5.7,-1.9,3.8,0.0
Walter Palmer,22,2,6,-19.7,0.25,0.0,0.0,0.0,18.1,9.5,0.0,0.0,0.0,20.0,36.6,,-0.1,0.0,-0.1,-0.486,,-28.3,-6.8,-35.1,-0.1
Andy Toolson,25,2,4,2.9,0.0,0.5,0.0,0.0,0.0,0.0,31.2,12.5,0.0,0.0,22.0,,0.0,0.0,0.0,-0.253,,-7.5,6.2,-1.3,0.0
