Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2012,15,MEM,Memphis Grizzlies,Rudy Gay,25,65,65,37.3,7.5,16.4,0.46,0.8,2.7,0.31,6.6,13.8,0.48,0.48,3.2,4.0,0.79,2.0,4.4,6.4,2.3,1.5,0.8,2.5,2.1,19.0
2012,15,MEM,Memphis Grizzlies,Marc Gasol,27,65,65,36.5,5.5,11.4,0.48,0.0,0.2,0.08,5.5,11.2,0.49,0.48,3.6,4.9,0.75,1.8,7.1,8.9,3.1,1.0,1.9,1.9,3.1,14.6
2012,15,MEM,Memphis Grizzlies,Mike Conley,24,62,61,35.1,4.8,11.0,0.43,1.0,2.6,0.38,3.8,8.5,0.45,0.48,2.2,2.5,0.86,0.4,2.2,2.5,6.5,2.2,0.2,2.0,2.1,12.7
2012,15,MEM,Memphis Grizzlies,O.J. Mayo,24,66,0,26.8,4.5,11.2,0.41,1.5,4.2,0.36,3.0,7.0,0.43,0.48,2.0,2.6,0.77,0.5,2.7,3.2,2.6,1.1,0.3,1.9,2.1,12.6
2012,15,MEM,Memphis Grizzlies,Tony Allen,30,58,57,26.3,3.6,7.7,0.47,0.1,0.4,0.31,3.5,7.3,0.48,0.48,2.4,3.0,0.8,1.7,2.3,4.0,1.4,1.8,0.6,1.6,2.4,9.8
2012,15,MEM,Memphis Grizzlies,Zach Randolph,30,28,8,26.3,4.7,10.2,0.46,0.1,0.3,0.25,4.6,9.9,0.47,0.47,2.1,3.1,0.66,2.8,5.3,8.0,1.7,0.8,0.1,1.4,2.0,11.6
2012,15,MEM,Memphis Grizzlies,Marreese Speights,24,60,54,22.4,3.7,8.1,0.45,0.0,0.1,0.0,3.7,8.1,0.46,0.45,1.4,1.8,0.77,2.2,4.0,6.2,0.8,0.4,0.5,1.2,2.5,8.8
2012,15,MEM,Memphis Grizzlies,Dante Cunningham,24,64,5,17.6,2.3,4.4,0.52,0.0,0.0,0.0,2.3,4.3,0.52,0.52,0.7,1.1,0.65,1.4,2.4,3.8,0.6,0.7,0.5,0.5,1.5,5.2
2012,15,MEM,Memphis Grizzlies,Quincy Pondexter,23,64,8,15.7,1.7,3.7,0.45,0.3,1.1,0.3,1.3,2.6,0.52,0.5,0.5,0.8,0.62,0.9,1.1,2.0,0.4,0.4,0.1,0.5,1.4,4.2
2012,15,MEM,Memphis Grizzlies,Gilbert Arenas,30,17,0,12.4,1.5,3.8,0.41,0.8,2.3,0.33,0.8,1.5,0.52,0.51,0.4,0.6,0.7,0.1,0.9,1.1,1.1,0.6,0.1,0.7,2.1,4.2
2012,15,MEM,Memphis Grizzlies,Sam Young,26,21,2,11.4,1.5,4.0,0.39,0.0,0.4,0.0,1.5,3.5,0.43,0.39,0.5,0.6,0.83,0.7,1.3,2.0,0.4,0.5,0.1,0.4,0.6,3.5
2012,15,MEM,Memphis Grizzlies,Jeremy Pargo,25,44,5,9.6,1.1,3.4,0.33,0.2,0.9,0.26,0.9,2.5,0.36,0.37,0.4,0.6,0.59,0.3,0.6,0.8,1.3,0.3,0.0,1.0,1.0,2.9
2012,15,MEM,Memphis Grizzlies,Josh Davis,31,15,0,8.7,0.7,1.8,0.37,0.3,0.9,0.31,0.4,0.9,0.43,0.44,0.3,0.5,0.5,1.1,0.7,1.8,0.4,0.5,0.1,0.2,1.3,1.9
2012,15,MEM,Memphis Grizzlies,Josh Selby,20,28,0,8.5,0.9,2.6,0.35,0.1,0.5,0.13,0.8,2.0,0.4,0.36,0.4,0.5,0.79,0.1,0.5,0.5,1.1,0.3,0.0,1.0,0.6,2.3
2012,15,MEM,Memphis Grizzlies,Lester Hudson,27,3,0,6.7,1.0,3.7,0.27,0.3,1.0,0.33,0.7,2.7,0.25,0.32,0.7,1.0,0.67,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,3.0
2012,15,MEM,Memphis Grizzlies,Hamed Haddadi,26,35,0,5.9,0.7,1.4,0.54,0.0,0.0,0.0,0.7,1.3,0.55,0.54,0.5,0.7,0.69,0.8,1.2,2.0,0.2,0.0,0.7,0.6,1.2,2.0
2012,15,MEM,Memphis Grizzlies,Brian Skinner,35,1,0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
