Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2012,21,OKC,Oklahoma City Thunder,Kevin Durant,23,66,66,38.6,9.7,19.7,0.5,2.0,5.2,0.39,7.7,14.4,0.54,0.55,6.5,7.6,0.86,0.6,7.4,8.0,3.5,1.3,1.2,3.8,2.0,28.0
2012,21,OKC,Oklahoma City Thunder,Russell Westbrook,23,66,66,35.3,8.8,19.2,0.46,0.9,3.0,0.32,7.8,16.2,0.48,0.48,5.2,6.3,0.82,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2,23.6
2012,21,OKC,Oklahoma City Thunder,James Harden,22,62,2,31.4,5.0,10.1,0.49,1.8,4.7,0.39,3.1,5.4,0.58,0.58,5.0,6.0,0.85,0.5,3.6,4.1,3.7,1.0,0.2,2.2,2.4,16.8
2012,21,OKC,Oklahoma City Thunder,Serge Ibaka,22,66,66,27.2,4.0,7.4,0.54,0.0,0.0,0.33,4.0,7.4,0.54,0.54,1.2,1.8,0.66,2.9,4.6,7.5,0.4,0.5,3.7,1.2,2.7,9.1
2012,21,OKC,Oklahoma City Thunder,Kendrick Perkins,27,65,65,26.8,2.0,4.0,0.49,0.0,0.0,,2.0,4.0,0.49,0.49,1.1,1.7,0.65,1.8,4.7,6.6,1.2,0.4,1.1,1.8,2.9,5.1
2012,21,OKC,Oklahoma City Thunder,Thabo Sefolosha,27,42,42,21.8,1.6,3.7,0.43,0.7,1.7,0.44,0.9,2.0,0.43,0.53,0.9,1.0,0.88,0.5,2.5,3.0,1.1,0.9,0.4,1.0,1.9,4.8
2012,21,OKC,Oklahoma City Thunder,Nick Collison,31,63,0,20.7,1.9,3.2,0.6,0.0,0.0,0.0,1.9,3.2,0.6,0.6,0.7,1.0,0.71,1.9,2.5,4.3,1.3,0.5,0.4,1.0,2.4,4.5
2012,21,OKC,Oklahoma City Thunder,Derek Fisher,37,20,0,20.4,1.9,5.4,0.34,0.6,1.8,0.31,1.3,3.7,0.36,0.39,0.7,0.7,0.93,0.1,1.4,1.5,1.4,0.6,0.1,0.8,1.6,4.9
2012,21,OKC,Oklahoma City Thunder,Daequan Cook,24,57,22,17.4,1.9,5.2,0.37,1.4,4.0,0.35,0.5,1.2,0.44,0.5,0.2,0.4,0.64,0.2,1.9,2.1,0.3,0.4,0.2,0.3,1.2,5.5
2012,21,OKC,Oklahoma City Thunder,Eric Maynor,24,9,0,15.2,1.6,4.3,0.36,0.7,1.9,0.35,0.9,2.4,0.36,0.44,0.4,0.4,1.0,0.3,1.1,1.4,2.4,0.6,0.0,1.2,1.4,4.2
2012,21,OKC,Oklahoma City Thunder,Reggie Jackson,21,45,0,11.1,1.1,3.5,0.32,0.3,1.4,0.21,0.8,2.2,0.39,0.36,0.6,0.6,0.86,0.3,0.9,1.2,1.6,0.6,0.0,0.8,0.7,3.1
2012,21,OKC,Oklahoma City Thunder,Nazr Mohammed,34,63,1,11.0,1.3,2.7,0.47,0.0,0.0,0.0,1.3,2.7,0.47,0.47,0.2,0.4,0.56,0.9,1.8,2.7,0.2,0.3,0.6,0.4,1.6,2.7
2012,21,OKC,Oklahoma City Thunder,Royal Ivey,30,34,0,10.4,0.8,2.1,0.36,0.5,1.6,0.34,0.2,0.6,0.4,0.48,0.0,0.2,0.12,0.0,0.7,0.7,0.3,0.4,0.0,0.3,1.1,2.1
2012,21,OKC,Oklahoma City Thunder,Cole Aldrich,23,26,0,6.7,0.8,1.6,0.52,0.0,0.0,,0.8,1.6,0.52,0.52,0.5,0.5,0.93,0.5,1.3,1.8,0.1,0.3,0.6,0.3,0.8,2.2
2012,21,OKC,Oklahoma City Thunder,Lazar Hayward,25,26,0,5.4,0.5,1.5,0.34,0.2,0.5,0.29,0.3,0.9,0.38,0.4,0.3,0.5,0.58,0.1,0.5,0.6,0.2,0.1,0.0,0.3,0.7,1.4
2012,21,OKC,Oklahoma City Thunder,Ryan Reid,25,5,0,3.4,0.8,1.0,0.8,0.0,0.0,,0.8,1.0,0.8,0.8,0.0,0.0,,0.2,0.2,0.4,0.0,0.0,0.0,0.2,0.2,1.6
