Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,22.0,PHO,NBA,PF,63.0,7.0,1227.0,5.1,12.8,0.399,1.3,3.6,0.347,3.8,9.2,0.42,2.2,3.1,0.717,2.0,6.2,8.2,1.9,1.2,1.2,2.1,5.3,13.7
2013,23.0,PHO,NBA,PF,82.0,32.0,1837.0,5.2,12.8,0.407,0.9,2.6,0.336,4.3,10.2,0.426,1.8,2.5,0.732,2.6,5.2,7.8,2.1,1.5,1.3,2.0,4.1,13.1
2014,24.0,PHO,NBA,PF,81.0,0.0,2153.0,6.9,14.1,0.486,0.6,1.8,0.315,6.3,12.3,0.512,4.3,5.5,0.792,2.3,5.8,8.1,2.4,1.1,0.9,2.5,3.9,18.6
2015,25.0,PHO,NBA,PF,82.0,82.0,2581.0,7.1,15.3,0.465,0.8,2.5,0.318,6.3,12.8,0.494,2.5,3.2,0.763,1.5,5.5,7.1,2.7,1.4,0.5,2.4,3.4,17.5
2016,26.0,TOT,NBA,PF,64.0,45.0,1629.0,6.7,15.9,0.425,1.0,3.4,0.303,5.7,12.4,0.458,2.4,3.2,0.735,1.6,6.2,7.8,2.7,1.3,0.8,3.0,4.1,16.9
2016,26.0,PHO,NBA,PF,37.0,24.0,917.0,6.7,16.9,0.397,0.9,3.0,0.289,5.8,13.9,0.42,2.6,3.6,0.717,1.7,5.9,7.6,3.4,1.3,0.7,3.5,4.1,16.9
2016,26.0,WAS,NBA,PF,27.0,21.0,712.0,6.8,14.5,0.467,1.3,4.0,0.316,5.5,10.5,0.524,2.1,2.8,0.764,1.5,6.5,8.0,1.9,1.3,0.9,2.3,4.0,16.9
2017,27.0,WAS,NBA,PF,76.0,76.0,2374.0,6.2,13.5,0.457,1.1,3.0,0.362,5.1,10.5,0.483,2.7,3.3,0.837,1.6,5.9,7.5,1.9,1.2,0.6,2.0,3.9,16.1
2018,28.0,WAS,NBA,PF,73.0,73.0,1968.0,6.0,12.6,0.48,1.4,3.8,0.367,4.6,8.8,0.529,1.9,2.3,0.82,1.4,6.1,7.5,2.6,1.0,0.7,2.3,4.0,15.4
2019,29.0,TOT,NBA,PF,58.0,16.0,1270.0,5.8,13.7,0.421,1.9,5.8,0.335,3.9,8.0,0.484,2.0,2.6,0.772,1.7,5.8,7.5,2.2,1.0,0.6,1.5,5.0,15.5
2019,29.0,WAS,NBA,PF,34.0,15.0,883.0,5.8,13.4,0.436,2.0,5.9,0.333,3.9,7.5,0.516,2.3,3.0,0.781,1.7,5.4,7.1,2.4,1.0,0.8,1.9,4.8,15.9
2019,29.0,OKC,NBA,PF,24.0,1.0,387.0,5.7,14.5,0.391,1.9,5.5,0.339,3.8,9.0,0.423,1.3,1.8,0.737,1.9,6.6,8.5,1.8,1.0,0.2,0.7,5.4,14.5
2020,30.0,TOT,NBA,PF,58.0,17.0,1187.0,6.2,13.9,0.443,2.7,6.9,0.386,3.5,7.0,0.5,2.0,2.6,0.776,1.2,5.4,6.6,2.3,0.9,0.5,2.3,4.0,17.0
2020,30.0,DET,NBA,PF,44.0,16.0,988.0,6.4,14.2,0.45,2.7,6.9,0.397,3.6,7.3,0.5,2.2,2.9,0.772,0.9,5.4,6.3,2.5,0.9,0.4,2.6,3.8,17.7
2020,30.0,LAL,NBA,PF,14.0,1.0,199.0,5.1,12.5,0.406,2.4,7.1,0.333,2.7,5.4,0.5,0.9,1.1,0.833,2.9,5.2,8.1,1.4,0.9,1.1,1.1,5.2,13.4
2021,31.0,LAL,NBA,PF,13.0,1.0,200.0,4.0,9.4,0.423,2.2,6.3,0.343,1.8,3.1,0.588,0.7,0.9,0.8,1.6,8.3,9.9,2.0,0.2,0.9,1.1,3.8,10.8
