Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,5,2836,CHI,Charlotte Bobcats,22.0,NBA,SG,82.0,,3029.0,8.8,18.2,0.48,0.4,1.6,0.27,8.4,16.6,0.5,7.8,9.3,0.84,2.2,2.9,5.1,8.0,1.8,0.3,5.4,4.1,25.8,,108.0,109.0
1981,5,2836,CHI,Charlotte Bobcats,23.0,NBA,SG,82.0,,2820.0,9.2,18.6,0.5,0.3,1.5,0.2,8.9,17.0,0.52,7.5,9.3,0.81,2.1,2.8,4.9,7.2,2.1,0.3,4.4,4.4,26.2,,115.0,108.0
1982,5,2836,CHI,Charlotte Bobcats,24.0,NBA,SG,82.0,82.0,2838.0,9.6,20.4,0.47,0.4,1.7,0.25,9.1,18.7,0.49,6.2,7.7,0.81,2.0,3.4,5.3,8.1,1.5,0.3,4.7,4.2,25.8,,107.0,111.0
1983,5,2836,CHI,Charlotte Bobcats,25.0,NBA,PG,82.0,81.0,2856.0,11.9,24.8,0.48,0.3,1.4,0.23,11.5,23.4,0.49,6.9,8.6,0.8,1.4,3.3,4.8,7.7,2.3,0.3,5.1,4.4,30.9,,106.0,109.0
1984,31,2836,TOT,Total After Trade,26.0,NBA,PG,61.0,35.0,1498.0,8.3,19.7,0.42,0.2,1.3,0.17,8.0,18.4,0.44,6.7,8.9,0.76,1.6,2.5,4.1,11.1,1.6,0.4,4.9,5.4,23.5,,102.0,110.0
1984,5,2836,CHI,Charlotte Bobcats,26.0,NBA,PG,31.0,5.0,601.0,7.4,19.0,0.39,0.2,1.2,0.2,7.1,17.8,0.4,6.7,8.6,0.78,1.7,2.0,3.7,11.4,1.7,0.2,4.7,6.2,21.7,,100.0,110.0
1984,26,2836,KCK,Kansas City Kings,26.0,NBA,PG,30.0,30.0,897.0,8.8,20.2,0.44,0.2,1.4,0.15,8.6,18.8,0.46,6.8,9.0,0.75,1.5,2.8,4.3,10.9,1.5,0.5,5.0,4.8,24.7,,103.0,110.0
1985,26,2836,KCK,Kansas City Kings,27.0,NBA,SG,82.0,80.0,2543.0,9.1,18.6,0.49,0.1,0.7,0.13,9.0,17.9,0.5,6.0,7.0,0.86,1.9,3.0,4.9,11.9,1.7,0.3,5.5,4.5,24.2,,109.0,114.0
1986,26,2836,SAC,Sacramento Kings,28.0,NBA,SG,82.0,82.0,2919.0,8.8,18.3,0.48,0.1,0.6,0.17,8.7,17.8,0.49,6.5,7.9,0.83,1.2,3.7,4.9,12.7,1.8,0.3,5.3,3.7,24.2,,109.0,110.0
1987,26,2836,SAC,Sacramento Kings,29.0,NBA,PG,79.0,76.0,2872.0,9.5,20.2,0.47,0.3,1.3,0.22,9.2,18.9,0.49,7.1,8.2,0.87,1.4,3.0,4.4,11.4,1.3,0.3,4.8,3.4,26.4,,112.0,115.0
1988,26,2836,SAC,Sacramento Kings,30.0,NBA,SG,73.0,73.0,2653.0,11.1,23.6,0.47,0.3,1.1,0.27,10.8,22.6,0.48,5.7,6.9,0.83,1.3,2.9,4.2,8.3,1.1,0.3,4.2,3.1,28.2,,108.0,116.0
1989,1,2836,ATL,Atlanta Hawks,31.0,NBA,SG,82.0,82.0,2517.0,9.6,20.7,0.47,0.3,1.1,0.29,9.3,19.6,0.48,5.5,6.5,0.85,1.7,3.0,4.7,7.5,2.1,0.3,3.8,4.6,25.1,,111.0,110.0
1990,22,2836,ORL,Orlando Magic,32.0,NBA,SG,76.0,71.0,2350.0,10.1,23.1,0.44,0.5,2.1,0.25,9.6,21.0,0.46,7.4,8.7,0.85,1.5,2.9,4.3,8.0,1.2,0.2,4.4,3.8,28.2,,107.0,117.0
1991,3,2836,NJN,New Jersey Nets,33.0,NBA,SG,81.0,81.0,2955.0,9.5,20.4,0.47,0.9,2.4,0.36,8.7,18.1,0.48,4.8,5.6,0.85,1.1,2.6,3.7,6.2,1.4,0.6,4.1,3.8,24.7,,107.0,112.0
