PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Solomon Hill,23,82,78,2381,5.4,13.7,0.396,1.5,4.5,0.327,4.0,9.2,0.43,3.4,4.2,0.8240000000000001,1.5,5.3,6.8,4.0,1.4,0.4,2.5,3.8,15.8,,101,105
Roy Hibbert,28,76,76,1926,8.5,19.0,0.446,0.0,0.1,0.0,8.5,18.9,0.44799999999999995,4.5,5.5,0.8240000000000001,4.2,10.3,14.4,2.2,0.5,3.3,2.9,5.8,21.5,,101,101
David West,34,66,66,1895,8.8,18.6,0.47100000000000003,0.1,0.5,0.2,8.7,18.1,0.479,3.2,4.4,0.7390000000000001,2.9,9.3,12.2,6.1,1.3,1.3,3.3,4.3,20.9,,103,102
Rodney Stuckey,28,71,36,1874,9.1,20.7,0.44,1.5,3.9,0.39,7.6,16.9,0.452,4.9,5.9,0.8190000000000001,1.0,5.8,6.8,6.0,1.5,0.3,3.2,3.6,24.6,,104,105
C.J. Miles,27,70,40,1841,9.2,23.1,0.39799999999999996,4.3,12.5,0.345,4.9,10.7,0.45899999999999996,3.6,4.5,0.807,0.5,5.5,6.0,2.1,1.7,0.7,2.0,3.7,26.4,,103,104
Luis Scola,34,81,16,1659,9.3,19.9,0.467,0.2,0.6,0.25,9.2,19.3,0.474,4.9,7.0,0.6990000000000001,4.3,12.0,16.3,3.3,1.5,0.6,2.9,6.0,23.7,,104,101
C.J. Watson,30,57,21,1422,6.6,15.1,0.434,2.5,6.3,0.4,4.0,8.8,0.45899999999999996,5.0,6.1,0.826,0.7,5.3,5.9,7.5,2.1,0.3,3.6,3.9,20.6,,110,104
George Hill,28,43,36,1267,10.4,21.8,0.47700000000000004,2.8,7.8,0.358,7.6,13.9,0.544,4.6,5.8,0.79,1.0,6.3,7.3,8.9,1.8,0.6,2.8,4.5,28.1,,117,103
Ian Mahinmi,28,61,6,1146,5.3,9.5,0.552,0.0,0.0,,5.3,9.5,0.552,1.4,4.6,0.304,4.7,11.3,16.0,1.5,1.3,2.1,2.7,7.7,11.9,,98,100
Donald Sloan,27,53,21,1107,6.7,16.5,0.408,1.9,6.1,0.313,4.8,10.4,0.46399999999999997,2.8,3.6,0.779,0.6,6.1,6.7,8.8,1.1,0.0,3.0,2.2,18.2,,104,106
Lavoy Allen,25,63,0,1070,6.8,14.4,0.47200000000000003,0.0,0.0,,6.8,14.4,0.47200000000000003,1.6,2.3,0.7020000000000001,5.9,9.6,15.6,3.5,0.7,2.0,1.9,4.9,15.2,,109,102
Damjan Rudež,28,68,2,1047,5.9,12.9,0.452,3.4,8.4,0.406,2.5,4.6,0.5379999999999999,0.8,1.1,0.696,0.4,1.9,2.3,2.6,0.8,0.2,2.3,3.9,15.9,,105,109
Chris Copeland,30,50,12,828,7.0,19.3,0.361,3.2,10.4,0.311,3.7,8.9,0.42,2.1,2.8,0.733,1.4,5.5,6.9,3.2,0.7,0.7,3.7,4.9,19.2,,88,106
A.J. Price,28,10,0,193,10.4,23.8,0.43799999999999994,4.0,10.4,0.385,6.4,13.3,0.48,3.2,4.8,0.667,0.5,3.2,3.7,7.2,1.1,0.0,2.7,2.4,28.0,,109,108
Shayne Whittington,23,20,0,108,9.1,20.0,0.452,0.5,2.9,0.16699999999999998,8.6,17.2,0.5,8.6,11.0,0.7829999999999999,4.8,9.1,13.8,2.9,2.4,1.0,2.4,8.6,27.2,,114,100
Paul George,24,6,0,91,10.2,27.7,0.36700000000000005,5.1,12.5,0.409,5.1,15.3,0.33299999999999996,4.5,6.2,0.727,2.3,10.2,12.5,3.4,2.8,0.6,6.8,6.2,30.0,,87,99
