Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018,22.0,HOU,NBA,C,18,0,124,6,32,0.188,2,19,0.105,4,13,0.308,0.219,8,12,0.667,6,16,22,2,2,14,10,14,22
2019,23.0,HOU,NBA,PF,1,0,1,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,0,0,0,0,0,0,0,0,2
