PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Rony Seikaly,31.0,74,68.0,2615,460,907,0.507,0,3,0.0,460,904,0.509,0.507,357,500,0.7140000000000001,274,427,701,92,49,107,218,275,1277
Horace Grant,31.0,67,67.0,2496,358,695,0.515,1,6,0.16699999999999998,357,689,0.518,0.516,128,179,0.715,206,394,600,163,101,65,99,157,845
Anfernee Hardaway,25.0,59,59.0,2221,421,941,0.447,85,267,0.318,336,674,0.499,0.493,283,345,0.82,82,181,263,332,93,35,145,123,1210
Gerald Wilkins,33.0,80,26.0,2202,323,759,0.426,66,203,0.325,257,556,0.462,0.469,136,190,0.716,59,114,173,173,54,12,123,144,848
Dennis Scott,28.0,66,62.0,2166,298,749,0.39799999999999996,147,373,0.39399999999999996,151,376,0.402,0.496,80,101,0.792,40,163,203,139,74,19,81,138,823
Nick Anderson,29.0,63,61.0,2163,288,725,0.397,143,405,0.353,145,320,0.45299999999999996,0.496,38,94,0.40399999999999997,66,238,304,182,120,32,86,160,757
Derek Strong,28.0,82,21.0,2004,262,586,0.447,0,13,0.0,262,573,0.457,0.447,175,218,0.8029999999999999,174,345,519,73,47,20,102,196,699
Brian Shaw,30.0,77,31.0,1867,189,516,0.366,63,194,0.325,126,322,0.391,0.42700000000000005,111,140,0.7929999999999999,47,147,194,319,67,26,170,197,552
Darrell Armstrong,28.0,67,0.0,1010,132,345,0.38299999999999995,55,181,0.304,77,164,0.47,0.462,92,106,0.868,35,41,76,175,61,9,99,114,411
Danny Schayes,37.0,45,6.0,540,47,120,0.392,0,1,0.0,47,119,0.395,0.392,39,52,0.75,41,84,125,14,15,16,27,74,133
David Vaughn,23.0,35,6.0,298,31,72,0.431,0,0,,31,72,0.431,0.431,19,30,0.633,35,60,95,7,8,15,29,43,81
Amal McCaskill,23.0,17,1.0,109,10,32,0.313,0,2,0.0,10,30,0.33299999999999996,0.313,8,12,0.667,4,18,22,7,3,5,11,7,28
Brian Evans,23.0,14,0.0,59,8,22,0.364,4,8,0.5,4,14,0.28600000000000003,0.455,0,0,,1,7,8,7,1,2,2,6,20
Kenny Smith,31.0,6,0.0,47,6,13,0.462,3,5,0.6,3,8,0.375,0.5770000000000001,2,2,1.0,1,1,2,4,0,0,6,3,17
Donald Royal,30.0,1,1.0,29,4,10,0.4,0,0,,4,10,0.4,0.4,4,4,1.0,1,0,1,1,0,0,3,3,12
Felton Spencer,29.0,1,1.0,19,2,2,1.0,0,0,,2,2,1.0,1.0,0,0,,5,1,6,1,0,0,1,2,4
Dell Demps,26.0,2,0.0,10,0,3,0.0,0,1,0.0,0,2,0.0,0.0,2,2,1.0,0,0,0,0,1,0,0,1,2
Team Totals,,82,,19855,2839,6497,0.43700000000000006,567,1662,0.341,2272,4835,0.47,0.48100000000000004,1474,1975,0.746,1071,2221,3292,1689,694,363,1250,1643,7719
