PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shareef Abdur-Rahim,20.0,80,71.0,2802,550,1214,0.45299999999999996,7,27,0.259,543,1187,0.457,0.456,387,519,0.746,216,339,555,175,79,79,225,199,1494
Bryant Reeves,23.0,75,75.0,2777,498,1025,0.486,1,11,0.091,497,1014,0.49,0.486,216,307,0.7040000000000001,174,436,610,160,29,67,175,270,1213
Anthony Peeler,27.0,72,57.0,2291,402,1011,0.39799999999999996,128,343,0.373,274,668,0.41,0.461,109,133,0.82,54,193,247,256,105,17,157,168,1041
Lee Mayberry,26.0,80,38.0,1952,149,370,0.40299999999999997,83,221,0.376,66,149,0.44299999999999995,0.515,29,46,0.63,29,105,134,329,60,8,90,159,410
Greg Anthony,29.0,65,44.0,1863,199,507,0.39299999999999996,88,238,0.37,111,269,0.413,0.479,130,178,0.73,25,159,184,407,129,4,129,122,616
Roy Rogers,23.0,82,50.0,1848,244,483,0.505,1,1,1.0,243,482,0.504,0.506,54,94,0.574,139,247,386,46,21,163,86,214,543
Blue Edwards,31.0,61,12.0,1439,182,458,0.397,25,89,0.281,157,369,0.425,0.425,89,109,0.8170000000000001,49,140,189,114,38,20,81,135,478
Lawrence Moten,24.0,67,18.0,1214,171,441,0.38799999999999996,41,141,0.29100000000000004,130,300,0.433,0.434,64,99,0.6459999999999999,43,76,119,129,48,24,81,83,447
George Lynch,26.0,41,27.0,1059,137,291,0.47100000000000003,8,31,0.258,129,260,0.496,0.485,60,97,0.619,98,163,261,76,63,17,64,97,342
Chris Robinson,22.0,41,6.0,681,69,182,0.379,34,89,0.382,35,93,0.376,0.473,16,26,0.615,23,48,71,65,28,9,34,85,188
Pete Chilcutt,28.0,54,1.0,662,72,165,0.436,25,69,0.36200000000000004,47,96,0.49,0.512,13,22,0.591,67,89,156,47,26,17,28,52,182
Aaron Williams,25.0,32,1.0,553,82,143,0.573,0,1,0.0,82,142,0.5770000000000001,0.573,33,49,0.6729999999999999,60,78,138,15,16,26,28,72,197
Eric Mobley,26.0,28,8.0,307,28,63,0.444,0,0,,28,63,0.444,0.444,16,30,0.5329999999999999,30,28,58,14,5,10,29,44,72
Rich Manning,26.0,16,1.0,128,18,48,0.375,2,3,0.667,16,45,0.35600000000000004,0.396,6,8,0.75,8,15,23,2,3,1,5,18,44
Eric Leckner,30.0,19,1.0,115,14,30,0.467,0,0,,14,30,0.467,0.467,6,12,0.5,5,30,35,4,3,2,10,32,34
Moochie Norris,23.0,8,0.0,89,4,22,0.182,2,10,0.2,2,12,0.16699999999999998,0.22699999999999998,2,5,0.4,3,9,12,23,4,0,5,5,12
Team Totals,,82,,19780,2819,6453,0.43700000000000006,445,1274,0.349,2374,5179,0.45799999999999996,0.47100000000000003,1230,1734,0.7090000000000001,1023,2155,3178,1862,657,464,1301,1755,7313
