Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1997,17,54,MIL,Milwaukee Bucks,Ray Allen,"July 20, 1975",21.0,NBA,SG,82.0,81.0,2532.0,390.0,908.0,0.43,117.0,298.0,0.39,273.0,610.0,0.45,0.49,205.0,249.0,0.82,97.0,229.0,326.0,210.0,75.0,10.0,149.0,218.0,1102.0,,0.0
1998,17,54,MIL,Milwaukee Bucks,Ray Allen,"July 20, 1975",22.0,NBA,SG,82.0,82.0,3287.0,563.0,1315.0,0.43,134.0,368.0,0.36,429.0,947.0,0.45,0.48,342.0,391.0,0.88,127.0,278.0,405.0,356.0,111.0,12.0,263.0,244.0,1602.0,,0.0
1999,17,54,MIL,Milwaukee Bucks,Ray Allen,"July 20, 1975",23.0,NBA,SG,50.0,50.0,1719.0,303.0,673.0,0.45,74.0,208.0,0.36,229.0,465.0,0.49,0.5,176.0,195.0,0.9,57.0,155.0,212.0,178.0,53.0,7.0,122.0,117.0,856.0,,0.0
2000,17,54,MIL,Milwaukee Bucks,Ray Allen,"July 20, 1975",24.0,NBA,SG,82.0,82.0,3070.0,642.0,1411.0,0.46,172.0,407.0,0.42,470.0,1004.0,0.47,0.52,353.0,398.0,0.89,83.0,276.0,359.0,308.0,110.0,19.0,183.0,187.0,1809.0,,0.0
2001,17,54,MIL,Milwaukee Bucks,Ray Allen,"July 20, 1975",25.0,NBA,SG,82.0,82.0,3129.0,628.0,1309.0,0.48,202.0,467.0,0.43,426.0,842.0,0.51,0.56,348.0,392.0,0.89,101.0,327.0,428.0,374.0,124.0,20.0,204.0,192.0,1806.0,,1.0
2002,17,54,MIL,Milwaukee Bucks,Ray Allen,"July 20, 1975",26.0,NBA,SG,69.0,67.0,2525.0,530.0,1148.0,0.46,229.0,528.0,0.43,301.0,620.0,0.48,0.56,214.0,245.0,0.87,81.0,231.0,312.0,271.0,88.0,18.0,159.0,157.0,1503.0,,0.0
2003,31,54,TOT,Total After Trade,Ray Allen,"July 20, 1975",27.0,NBA,SG,76.0,75.0,2880.0,598.0,1363.0,0.44,201.0,533.0,0.38,397.0,830.0,0.48,0.51,316.0,345.0,0.92,94.0,287.0,381.0,334.0,103.0,14.0,198.0,220.0,1713.0,,1.0
2003,17,54,MIL,Milwaukee Bucks,Ray Allen,"July 20, 1975",27.0,NBA,SG,47.0,46.0,1683.0,351.0,803.0,0.44,123.0,311.0,0.4,228.0,492.0,0.46,0.51,178.0,195.0,0.91,45.0,173.0,218.0,164.0,57.0,11.0,117.0,149.0,1003.0,,0.0
2003,21,54,SEA,Seattle Supersonics,Ray Allen,"July 20, 1975",27.0,NBA,SG,29.0,29.0,1197.0,247.0,560.0,0.44,78.0,222.0,0.35,169.0,338.0,0.5,0.51,138.0,150.0,0.92,49.0,114.0,163.0,170.0,46.0,3.0,81.0,71.0,710.0,,1.0
2004,21,54,SEA,Seattle Supersonics,Ray Allen,"July 20, 1975",28.0,NBA,SG,56.0,56.0,2152.0,447.0,1017.0,0.44,148.0,378.0,0.39,299.0,639.0,0.47,0.51,245.0,271.0,0.9,69.0,217.0,286.0,268.0,71.0,11.0,156.0,132.0,1287.0,,1.0
2005,21,54,SEA,Seattle Supersonics,Ray Allen,"July 20, 1975",29.0,NBA,SG,78.0,78.0,3064.0,640.0,1494.0,0.43,209.0,556.0,0.38,431.0,938.0,0.46,0.5,378.0,428.0,0.88,79.0,268.0,347.0,289.0,84.0,5.0,171.0,167.0,1867.0,,0.0
2006,21,54,SEA,Seattle Supersonics,Ray Allen,"July 20, 1975",30.0,NBA,SG,78.0,78.0,3022.0,681.0,1500.0,0.45,269.0,653.0,0.41,412.0,847.0,0.49,0.54,324.0,359.0,0.9,71.0,261.0,332.0,286.0,105.0,16.0,188.0,151.0,1955.0,,0.0
2007,21,54,SEA,Seattle Supersonics,Ray Allen,"July 20, 1975",31.0,NBA,SG,55.0,55.0,2219.0,505.0,1153.0,0.44,165.0,443.0,0.37,340.0,710.0,0.48,0.51,279.0,309.0,0.9,57.0,190.0,247.0,228.0,82.0,11.0,154.0,113.0,1454.0,,0.0
2008,2,54,BOS,Boston Celtics,Ray Allen,"July 20, 1975",32.0,NBA,SG,73.0,73.0,2624.0,439.0,986.0,0.44,180.0,452.0,0.4,259.0,534.0,0.48,0.54,215.0,237.0,0.91,75.0,193.0,268.0,225.0,65.0,16.0,127.0,147.0,1273.0,,0.0
2009,2,54,BOS,Boston Celtics,Ray Allen,"July 20, 1975",33.0,NBA,SG,79.0,79.0,2876.0,499.0,1040.0,0.48,199.0,486.0,0.41,300.0,554.0,0.54,0.57,237.0,249.0,0.95,66.0,212.0,278.0,218.0,69.0,13.0,134.0,157.0,1434.0,,0.0
2010,2,54,BOS,Boston Celtics,Ray Allen,"July 20, 1975",34.0,NBA,SG,80.0,80.0,2819.0,464.0,973.0,0.48,145.0,399.0,0.36,319.0,574.0,0.56,0.55,231.0,253.0,0.91,45.0,208.0,253.0,210.0,64.0,25.0,129.0,182.0,1304.0,,0.0
2011,2,54,BOS,Boston Celtics,Ray Allen,"July 20, 1975",35.0,NBA,SG,80.0,80.0,2890.0,480.0,978.0,0.49,168.0,378.0,0.44,312.0,600.0,0.52,0.58,193.0,219.0,0.88,51.0,223.0,274.0,219.0,77.0,16.0,117.0,147.0,1321.0,,0.0
2012,2,54,BOS,Boston Celtics,Ray Allen,"July 20, 1975",36.0,NBA,SG,46.0,42.0,1565.0,226.0,493.0,0.46,106.0,234.0,0.45,120.0,259.0,0.46,0.57,97.0,106.0,0.92,14.0,128.0,142.0,109.0,49.0,8.0,68.0,83.0,655.0,,0.0
2013,16,54,MIA,Miami Heat,Ray Allen,"July 20, 1975",37.0,NBA,SG,79.0,0.0,2035.0,292.0,651.0,0.45,139.0,332.0,0.42,153.0,319.0,0.48,0.56,140.0,158.0,0.89,40.0,177.0,217.0,135.0,67.0,15.0,103.0,129.0,863.0,,0.0
2014,16,54,MIA,Miami Heat,Ray Allen,"July 20, 1975",38.0,NBA,SG,73.0,9.0,1936.0,240.0,543.0,0.44,116.0,309.0,0.38,124.0,234.0,0.53,0.55,105.0,116.0,0.9,23.0,182.0,205.0,143.0,54.0,8.0,84.0,115.0,701.0,,0.0
