SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,6,CLE,Brad Daugherty,26,17,17,687,6.5,12.3,0.53,0.0,0.1,0.0,6.5,12.3,0.53,6.2,7.6,0.81,1.9,7.2,9.1,3.0,0.6,0.9,1.9,2.5,19.2
1992,6,CLE,Larry Nance,32,17,17,681,6.6,13.3,0.49,0.0,0.1,0.0,6.6,13.2,0.5,3.1,3.7,0.83,2.4,5.9,8.3,2.3,0.7,2.4,1.4,3.0,16.2
1992,6,CLE,Mark Price,27,17,17,603,7.0,14.2,0.5,1.5,4.1,0.36,5.6,10.1,0.55,3.9,4.4,0.9,0.6,1.9,2.5,7.6,1.4,0.2,3.3,2.0,19.5
1992,6,CLE,Hot Rod Williams,29,17,0,567,5.3,9.8,0.55,0.0,0.0,,5.3,9.8,0.55,5.5,6.9,0.8,3.2,5.1,8.3,2.7,1.5,1.1,2.0,3.7,16.2
1992,6,CLE,Craig Ehlo,30,17,14,552,4.1,9.9,0.41,1.4,3.3,0.41,2.7,6.6,0.42,1.0,1.4,0.76,1.4,3.6,5.0,5.0,1.4,0.3,1.2,2.6,10.6
1992,6,CLE,Mike Sanders,31,17,17,418,4.8,9.9,0.49,0.1,0.3,0.33,4.7,9.6,0.49,1.5,1.8,0.81,1.7,3.0,4.7,3.2,1.3,1.0,2.0,5.3,11.2
1992,6,CLE,John Battle,29,15,0,202,6.1,14.6,0.42,0.0,0.4,0.0,6.1,14.3,0.42,3.7,4.1,0.91,0.7,1.4,2.1,2.7,0.9,0.2,3.2,2.0,15.9
1992,6,CLE,Terrell Brandon,21,12,0,157,5.0,12.6,0.4,0.0,0.7,0.0,5.0,11.9,0.42,0.7,0.9,0.75,0.9,4.1,5.0,6.9,0.7,0.2,2.5,3.9,10.8
1992,6,CLE,Steve Kerr,26,12,3,149,4.3,9.9,0.44,0.7,2.7,0.27,3.6,7.2,0.5,1.2,1.2,1.0,0.2,1.2,1.4,2.4,1.2,0.0,1.0,2.9,10.6
1992,6,CLE,Danny Ferry,25,9,0,55,4.6,9.8,0.47,0.7,2.0,0.33,3.9,7.9,0.5,2.6,2.6,1.0,4.6,5.9,10.5,0.7,0.7,0.7,1.3,4.6,12.4
1992,6,CLE,Henry James,26,8,0,22,1.6,16.4,0.1,0.0,4.9,0.0,1.6,11.5,0.14,3.3,6.5,0.5,1.6,1.6,3.3,3.3,1.6,0.0,1.6,3.3,6.5
1992,6,CLE,Bobby Phills,22,5,0,12,12.0,27.0,0.44,0.0,3.0,0.0,12.0,24.0,0.5,9.0,12.0,0.75,6.0,12.0,18.0,15.0,3.0,0.0,6.0,3.0,33.0
