Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1986,,282,WSB,None,23.0,NBA,C,80.0,60.0,2090.0,128.0,278.0,0.46,0.0,1.0,0.0,128.0,277.0,0.46,0.46,42.0,86.0,0.49,123.0,354.0,477.0,23.0,28.0,397.0,65.0,255.0,298.0,,0.0
1987,,282,WSB,None,24.0,NBA,C,82.0,12.0,1552.0,103.0,231.0,0.45,0.0,1.0,0.0,103.0,230.0,0.45,0.45,45.0,67.0,0.67,84.0,278.0,362.0,11.0,20.0,302.0,61.0,189.0,251.0,,1.0
1988,,282,WSB,None,25.0,NBA,C,77.0,4.0,1136.0,75.0,165.0,0.46,0.0,1.0,0.0,75.0,164.0,0.46,0.46,26.0,49.0,0.53,72.0,203.0,275.0,13.0,11.0,208.0,35.0,160.0,176.0,,0.0
1989,10.0,282,GSW,Golden State Warriors,26.0,NBA,C,80.0,4.0,1769.0,127.0,344.0,0.37,20.0,91.0,0.22,107.0,253.0,0.42,0.4,40.0,66.0,0.61,116.0,346.0,462.0,27.0,11.0,345.0,79.0,226.0,314.0,,0.0
1990,10.0,282,GSW,Golden State Warriors,27.0,NBA,C,75.0,20.0,1310.0,56.0,169.0,0.33,9.0,48.0,0.19,47.0,121.0,0.39,0.36,25.0,49.0,0.51,33.0,243.0,276.0,36.0,13.0,238.0,51.0,194.0,146.0,,0.0
1991,23.0,282,PHI,Philadelphia 76Ers,28.0,NBA,C,82.0,6.0,1522.0,65.0,164.0,0.4,1.0,14.0,0.07,64.0,150.0,0.43,0.4,24.0,41.0,0.58,66.0,284.0,350.0,20.0,16.0,247.0,63.0,184.0,155.0,,0.0
1992,23.0,282,PHI,Philadelphia 76Ers,29.0,NBA,C,71.0,2.0,1267.0,49.0,128.0,0.38,0.0,9.0,0.0,49.0,119.0,0.41,0.38,12.0,26.0,0.46,54.0,168.0,222.0,22.0,11.0,205.0,41.0,139.0,110.0,,0.0
1993,23.0,282,PHI,Philadelphia 76Ers,30.0,NBA,C,58.0,23.0,855.0,52.0,127.0,0.41,10.0,32.0,0.31,42.0,95.0,0.44,0.45,12.0,19.0,0.63,44.0,149.0,193.0,18.0,14.0,119.0,50.0,87.0,126.0,,0.0
1994,31.0,282,TOT,Total After Trade,31.0,NBA,C,14.0,0.0,116.0,4.0,19.0,0.21,0.0,3.0,0.0,4.0,16.0,0.25,0.21,0.0,0.0,,3.0,15.0,18.0,1.0,2.0,16.0,5.0,13.0,8.0,,0.0
1994,16.0,282,MIA,Miami Heat,31.0,NBA,C,8.0,0.0,61.0,1.0,12.0,0.08,0.0,3.0,0.0,1.0,9.0,0.11,0.08,0.0,0.0,,1.0,10.0,11.0,0.0,0.0,6.0,5.0,4.0,2.0,,0.0
1994,,282,WSB,None,31.0,NBA,C,2.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0
1994,23.0,282,PHI,Philadelphia 76Ers,31.0,NBA,C,4.0,0.0,49.0,3.0,7.0,0.43,0.0,0.0,,3.0,7.0,0.43,0.43,0.0,0.0,,2.0,4.0,6.0,0.0,2.0,9.0,0.0,8.0,6.0,,0.0
1995,10.0,282,GSW,Golden State Warriors,32.0,NBA,C,5.0,2.0,81.0,6.0,10.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,0.75,0.0,0.0,,1.0,11.0,12.0,0.0,0.0,9.0,1.0,10.0,15.0,,0.0
