Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1980,21,141,SEA,Seattle Supersonics,20,James Bailey,PF,6-9,220,"May 21, 1957",US,R,Rutgers University
1980,21,379,SEA,Seattle Supersonics,32,Fred Brown,SG,6-3,182,"August 7, 1948",US,8,Iowa
1980,21,1482,SEA,Seattle Supersonics,24,Dennis Johnson,SG,6-4,185,"September 18, 1954",US,3,Pepperdine
1980,21,1495,SEA,Seattle Supersonics,27,John Johnson,SF,6-7,200,"October 18, 1947",US,9,Iowa
1980,21,1517,SEA,Seattle Supersonics,15,Vinnie Johnson,SG,6-2,200,"September 1, 1956",US,R,Baylor
1980,21,1672,SEA,Seattle Supersonics,23,Tom LaGarde,C,6-10,220,"February 10, 1955",US,2,UNC
1980,21,2615,SEA,Seattle Supersonics,8,Lonnie Shelton,PF,6-8,240,"October 19, 1955",US,3,Oregon State
1980,21,2628,SEA,Seattle Supersonics,43,Jack Sikma,C,6-11,230,"November 14, 1955",US,2,Illinois Wesleyan University
1980,21,2630,SEA,Seattle Supersonics,36,Paul Silas,PF,6-7,220,"July 12, 1943",US,15,Creighton
1980,21,3009,SEA,Seattle Supersonics,42,Wally Walker,SF,6-7,190,"July 18, 1954",US,3,Virginia
1980,21,3143,SEA,Seattle Supersonics,1,Gus Williams,PG,6-2,175,"October 10, 1953",US,4,USC
