Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2006,4,903,CHA,Charlotte Bobcats,21.0,NBA,PG,80.0,2406.0,14.2,0.48,0.31,0.25,3.5,9.7,6.4,30.9,2.2,0.3,15.7,21.4,,0.8,1.8,2.6,0.05,,0.2,-0.8,-0.6,0.8
2007,4,903,CHA,Charlotte Bobcats,22.0,NBA,PG,78.0,2832.0,13.5,0.48,0.3,0.25,2.1,9.3,5.6,32.0,2.2,0.3,16.8,21.9,,0.2,2.1,2.3,0.04,,0.0,-0.7,-0.8,0.9
2008,4,903,CHA,Charlotte Bobcats,23.0,NBA,PG,79.0,2972.0,13.8,0.5,0.2,0.33,1.4,7.7,4.6,32.4,1.7,0.3,15.7,20.8,,2.0,1.4,3.4,0.05,,-0.6,-1.5,-2.1,-0.1
2009,4,903,CHA,Charlotte Bobcats,24.0,NBA,PG,82.0,3086.0,13.7,0.48,0.19,0.25,2.2,10.2,6.2,31.1,2.2,0.8,15.9,21.9,,0.6,3.7,4.3,0.07,,-0.6,0.4,-0.1,1.4
2010,4,903,CHA,Charlotte Bobcats,25.0,NBA,PG,80.0,2643.0,15.2,0.52,0.18,0.2,2.5,10.5,6.6,29.5,2.5,0.7,15.4,19.2,,2.5,4.0,6.5,0.12,,0.1,1.5,1.6,2.3
2011,31,903,TOT,Total After Trade,26.0,NBA,"PG,SG",75.0,2737.0,16.6,0.52,0.33,0.24,2.0,9.2,5.6,35.8,2.3,0.3,16.6,21.6,,3.6,1.8,5.4,0.09,,1.6,-1.0,0.6,1.8
2011,20,903,NYK,New York Knicks,26.0,NBA,PG,54.0,2074.0,17.3,0.52,0.34,0.23,2.2,8.6,5.3,37.3,2.3,0.4,16.7,22.6,,2.9,1.2,4.0,0.09,,1.9,-1.5,0.4,1.3
2011,8,903,DEN,Denver Nuggets,26.0,NBA,SG,21.0,663.0,14.7,0.52,0.3,0.29,1.4,11.3,6.5,31.1,2.1,0.0,16.3,18.5,,0.7,0.6,1.3,0.1,,0.4,0.6,1.0,0.5
2012,25,903,POR,Portland Trail Blazers,27.0,NBA,PG,60.0,1906.0,13.4,0.49,0.32,0.19,1.6,7.6,4.6,33.3,2.2,0.4,19.6,20.8,,0.7,1.0,1.7,0.04,,-0.3,-1.2,-1.5,0.2
2013,20,903,NYK,New York Knicks,28.0,NBA,PG,68.0,2313.0,15.2,0.5,0.29,0.14,2.5,7.5,4.9,27.0,2.2,0.5,14.2,22.1,,2.5,1.7,4.2,0.09,,0.9,-0.8,0.1,1.2
2014,20,903,NYK,New York Knicks,29.0,NBA,PG,65.0,2017.0,12.9,0.48,0.32,0.2,3.1,8.6,5.7,28.1,2.1,1.2,16.3,18.2,,1.1,1.1,2.2,0.05,,-0.5,-0.7,-1.2,0.4
2015,7,903,DAL,Dallas Mavericks,30.0,NBA,PG,29.0,281.0,12.4,0.48,0.32,0.14,0.8,9.4,5.1,21.9,2.0,1.2,13.8,20.7,,0.0,0.2,0.2,0.04,,-1.3,-0.2,-1.4,0.0
2016,7,903,DAL,Dallas Mavericks,31.0,NBA,PG,80.0,2192.0,11.9,0.5,0.31,0.26,1.8,11.1,6.5,20.3,1.6,0.6,13.7,18.4,,1.0,1.7,2.7,0.06,,-1.7,0.1,-1.6,0.2
2017,13,903,LAC,Los Angeles Clippers,32.0,NBA,PG,80.0,1700.0,10.9,0.5,0.28,0.12,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,,0.2,1.8,1.9,0.06,,-2.0,0.7,-1.3,0.3
2018,21,903,OKC,Oklahoma City Thunder,33.0,NBA,PG,82.0,1365.0,13.0,0.49,0.42,0.08,2.0,11.0,6.3,22.5,1.8,1.1,11.7,20.4,,0.9,1.3,2.2,0.08,,-0.3,-0.3,-0.6,0.5
2019,21,903,OKC,Oklahoma City Thunder,34.0,NBA,PG,33.0,379.0,11.2,0.5,0.45,0.1,1.1,8.4,4.6,18.7,1.2,1.3,9.0,16.6,,0.3,0.4,0.7,0.09,,-1.7,0.4,-1.3,0.1
