Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2007,21.0,TOR,NBA,PF,6.0,3.0,181.0,6.5,13.6,0.478,2.1,5.0,0.412,4.4,8.6,0.517,4.4,5.6,0.789,0.9,6.2,7.1,1.8,1.5,0.9,2.1,4.7,19.5,,113.0,108.0
2008,22.0,TOR,NBA,PF,5.0,5.0,104.0,6.6,19.9,0.333,2.0,8.2,0.25,4.6,11.8,0.391,1.0,1.0,1.0,0.5,3.1,3.6,1.0,2.0,1.5,1.0,7.7,16.4,,82.0,116.0
