Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2000,29,2234,UTA,Utah Jazz,Scott Padgett,"April 19, 1976",23.0,NBA,PF,47.0,9.0,432.0,5.5,17.4,0.31,1.6,5.5,0.3,3.8,11.9,0.32,2.4,3.3,0.7,3.0,7.9,10.9,3.1,1.7,1.0,2.7,6.8,14.9,86.0,102.0
2001,29,2234,UTA,Utah Jazz,Scott Padgett,"April 19, 1976",24.0,NBA,PF,27.0,0.0,127.0,7.6,18.1,0.42,2.1,3.8,0.56,5.5,14.3,0.38,6.3,8.4,0.75,8.0,8.4,16.4,2.1,2.5,1.3,4.2,8.8,23.6,107.0,99.0
2002,29,2234,UTA,Utah Jazz,Scott Padgett,"April 19, 1976",25.0,NBA,PF,75.0,1.0,1295.0,7.7,16.2,0.48,2.0,4.6,0.43,5.7,11.6,0.49,3.1,4.2,0.74,4.6,7.1,11.7,3.4,1.8,0.5,2.8,5.7,20.5,113.0,105.0
2003,29,2234,UTA,Utah Jazz,Scott Padgett,"April 19, 1976",26.0,NBA,PF,82.0,2.0,1321.0,6.9,17.2,0.4,1.8,5.4,0.34,5.1,11.8,0.43,3.3,4.4,0.76,3.4,7.7,11.1,3.5,1.7,1.0,2.8,6.0,19.0,102.0,103.0
2004,11,2234,HOU,Houston Rockets,Scott Padgett,"April 19, 1976",27.0,NBA,PF,58.0,5.0,547.0,7.4,16.7,0.44,2.8,6.5,0.43,4.6,10.2,0.45,2.4,3.2,0.75,4.6,9.3,13.9,2.3,1.2,1.3,2.2,7.3,20.0,112.0,98.0
2005,11,2234,HOU,Houston Rockets,Scott Padgett,"April 19, 1976",28.0,NBA,PF,66.0,0.0,942.0,5.6,13.4,0.42,2.9,7.2,0.4,2.8,6.1,0.45,1.7,2.3,0.72,2.7,7.9,10.6,3.2,1.9,0.6,1.7,6.8,15.8,112.0,101.0
2006,3,2234,NJN,New Jersey Nets,Scott Padgett,"April 19, 1976",29.0,NBA,PF,62.0,1.0,718.0,5.3,15.0,0.35,3.1,9.0,0.35,2.2,6.0,0.36,2.0,2.5,0.79,4.2,8.1,12.3,3.1,2.1,0.9,1.6,6.7,15.7,106.0,100.0
2007,31,2234,TOT,Total After Trade,Scott Padgett,"April 19, 1976",30.0,NBA,PF,31.0,0.0,231.0,3.6,12.8,0.29,1.8,7.5,0.24,1.8,5.2,0.35,1.4,3.0,0.46,3.6,8.7,12.3,1.8,1.1,0.7,2.1,8.0,10.5,85.0,102.0
2007,11,2234,HOU,Houston Rockets,Scott Padgett,"April 19, 1976",30.0,NBA,PF,24.0,0.0,198.0,4.0,13.1,0.31,2.1,7.8,0.28,1.9,5.3,0.35,1.6,2.9,0.55,2.9,9.1,12.0,2.1,1.1,0.8,2.1,8.8,11.8,89.0,100.0
2007,15,2234,MEM,Memphis Grizzlies,Scott Padgett,"April 19, 1976",30.0,NBA,PF,7.0,0.0,33.0,1.6,10.9,0.14,0.0,6.2,0.0,1.6,4.7,0.33,0.0,3.1,0.0,7.8,6.2,14.0,0.0,1.6,0.0,1.6,3.1,3.1,59.0,113.0
