Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
246,Larry Bird,1956-12-07,897,870,34443,8591,17334,0.5,649,1727,0.38,7942,15607,0.51,0.51,3960,4471,0.89,1757,7217,8974,5695,1556,755,2816,2279,21791,59
