SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1990,6,CLE,Craig Ehlo,28,5,5,39.2,5.2,12.4,0.42,1.0,3.0,0.33,4.2,9.4,0.45,0.46,2.4,3.8,0.63,1.4,5.0,6.4,6.4,1.2,0.0,2.4,3.6,13.8
1990,6,CLE,Mark Price,25,5,5,38.4,6.4,12.2,0.52,1.2,3.4,0.35,5.2,8.8,0.59,0.57,6.0,6.0,1.0,0.0,2.8,2.8,8.8,1.8,0.2,3.0,1.8,20.0
1990,6,CLE,Brad Daugherty,24,5,5,37.2,8.2,14.0,0.59,0.0,0.0,,8.2,14.0,0.59,0.59,6.4,9.2,0.7,0.8,8.8,9.6,4.0,0.4,0.8,2.6,2.4,22.8
1990,6,CLE,Hot Rod Williams,27,5,0,34.8,7.8,14.0,0.56,0.0,0.0,,7.8,14.0,0.56,0.56,3.4,4.4,0.77,2.8,6.4,9.2,2.2,0.4,1.0,1.4,4.6,19.0
1990,6,CLE,Larry Nance,30,5,5,31.8,5.2,9.0,0.58,0.0,0.0,,5.2,9.0,0.58,0.58,1.8,2.4,0.75,0.8,4.0,4.8,2.4,0.6,2.0,0.8,4.0,12.2
1990,6,CLE,Winston Bennett,24,5,5,27.0,4.6,9.4,0.49,0.0,0.0,,4.6,9.4,0.49,0.49,0.8,1.2,0.67,2.8,1.4,4.2,1.0,0.6,0.2,0.8,2.2,10.0
1990,6,CLE,Steve Kerr,24,5,0,14.6,0.8,2.8,0.29,0.0,0.6,0.0,0.8,2.2,0.36,0.29,0.0,0.0,,0.2,1.0,1.2,2.0,0.8,0.0,0.4,1.2,1.6
1990,6,CLE,Tree Rollins,34,3,0,12.7,0.3,1.0,0.33,0.0,0.0,,0.3,1.0,0.33,0.33,2.0,2.7,0.75,0.0,2.7,2.7,0.3,0.7,0.3,1.0,2.3,2.7
1990,6,CLE,Derrick Chievous,22,3,0,9.3,2.0,3.3,0.6,0.0,0.0,,2.0,3.3,0.6,0.6,2.3,3.0,0.78,0.7,0.3,1.0,0.7,0.3,0.0,1.0,0.7,6.3
1990,6,CLE,John Morton,22,2,0,4.5,1.0,2.5,0.4,0.0,0.0,,1.0,2.5,0.4,0.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0
1990,6,CLE,Paul Mokeski,33,3,0,3.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.7,0.7,1.0,0.0,0.7,0.7,0.0,0.3,0.3,0.0,0.7,1.3
