SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1990,5,CHI,Michael Jordan,26,16,16,42.1,13.7,26.6,0.51,1.0,3.1,0.32,12.7,23.5,0.54,0.53,8.3,9.9,0.84,1.5,5.7,7.2,6.8,2.8,0.9,3.5,3.4,36.7
1990,5,CHI,Scottie Pippen,24,15,14,40.8,6.9,14.0,0.5,0.7,2.1,0.32,6.3,11.9,0.52,0.52,4.7,6.7,0.71,2.2,5.0,7.2,5.5,2.1,1.3,3.3,4.1,19.3
1990,5,CHI,Horace Grant,24,16,16,38.5,5.1,9.9,0.51,0.0,0.1,0.0,5.1,9.8,0.52,0.51,2.1,3.3,0.62,4.6,5.4,9.9,2.5,1.1,1.1,1.6,3.2,12.2
1990,5,CHI,Bill Cartwright,32,16,16,28.9,3.1,7.6,0.41,0.0,0.0,,3.1,7.6,0.41,0.41,1.8,2.7,0.67,1.6,3.1,4.7,1.0,0.3,0.3,1.6,3.3,8.1
1990,5,CHI,John Paxson,29,15,15,26.3,2.5,5.8,0.42,0.3,0.6,0.44,2.2,5.2,0.42,0.45,0.9,0.9,1.0,0.1,1.3,1.5,3.6,0.6,0.0,1.0,2.8,6.1
1990,5,CHI,Stacey King,23,16,2,17.6,2.3,5.7,0.41,0.0,0.1,0.0,2.3,5.6,0.41,0.41,2.3,2.9,0.77,1.1,2.1,3.2,0.6,0.4,0.5,1.1,2.0,6.9
1990,5,CHI,Craig Hodges,29,16,1,15.9,1.8,4.6,0.38,0.8,2.6,0.29,1.0,2.1,0.48,0.46,0.2,0.3,0.75,0.4,0.8,1.1,1.1,0.3,0.0,0.9,1.9,4.4
1990,5,CHI,Ed Nealy,29,15,0,15.2,1.1,2.4,0.47,0.0,0.1,0.0,1.1,2.3,0.49,0.47,0.9,1.4,0.62,1.1,2.4,3.5,0.3,0.7,0.1,0.5,3.0,3.1
1990,5,CHI,B.J. Armstrong,22,16,0,13.6,1.3,3.9,0.34,0.0,0.3,0.0,1.3,3.6,0.36,0.34,1.4,1.5,0.92,0.2,1.1,1.3,1.8,0.6,0.0,0.8,1.4,4.0
1990,5,CHI,Will Perdue,24,13,0,6.0,1.0,2.2,0.46,0.1,0.2,0.5,0.9,2.0,0.46,0.48,1.0,1.4,0.72,0.5,0.9,1.5,0.2,0.0,0.4,0.3,1.0,3.1
1990,5,CHI,Charles Davis,31,6,0,3.3,0.3,1.2,0.29,0.0,0.2,0.0,0.3,1.0,0.33,0.29,0.0,0.0,,0.5,0.0,0.5,0.2,0.0,0.0,0.2,0.8,0.7
1990,5,CHI,Jeff Sanders,24,3,0,1.0,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
