Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980,11,1712,HOU,Houston Rockets,22.0,NBA,PG,77,2123,15.1,0.56,0.03,0.34,2.9,6.8,4.8,26.3,2.8,0.7,21.4,17.8,2.6,1.4,4.0,0.09,0.6,0.5,1.1,1.7
1981,11,1712,HOU,Houston Rockets,23.0,NBA,PG,79,1686,13.9,0.52,0.03,0.27,2.0,6.9,4.4,30.4,2.7,0.5,23.5,19.3,0.5,1.4,1.9,0.06,-0.5,-0.2,-0.7,0.6
1982,11,1712,HOU,Houston Rockets,24.0,NBA,PG,79,2150,16.4,0.51,0.04,0.17,2.4,6.3,4.3,29.8,3.4,0.4,15.2,19.1,2.7,2.1,4.8,0.11,0.9,1.2,2.1,2.2
1983,11,1712,HOU,Houston Rockets,25.0,NBA,PG,79,2602,15.8,0.49,0.16,0.28,2.5,5.7,4.0,30.1,3.0,0.3,14.3,21.3,2.3,1.5,3.8,0.07,0.9,-0.1,0.8,1.8
1984,11,1712,HOU,Houston Rockets,26.0,NBA,PG,82,2009,15.9,0.55,0.1,0.39,1.7,4.6,3.1,29.7,2.4,0.3,17.7,20.4,2.8,1.6,4.3,0.1,0.8,-0.2,0.6,1.3
1985,11,1712,HOU,Houston Rockets,27.0,NBA,PG,42,536,11.4,0.49,0.18,0.27,1.7,6.0,3.9,24.4,2.0,0.4,17.9,21.0,0.1,0.5,0.6,0.05,-2.2,-0.5,-2.7,-0.1
1986,11,1712,HOU,Houston Rockets,28.0,NBA,PG,74,1190,15.6,0.55,0.15,0.34,0.5,5.6,3.0,25.4,2.3,0.4,14.3,20.2,2.1,0.9,3.0,0.12,0.5,-0.3,0.2,0.7
1987,11,1712,HOU,Houston Rockets,29.0,NBA,PG,53,1175,12.0,0.5,0.16,0.33,1.3,4.3,2.9,25.4,2.2,0.5,13.5,16.5,1.1,1.2,2.4,0.1,-1.4,0.6,-0.7,0.4
1988,11,1712,HOU,Houston Rockets,30.0,NBA,SG,80,2150,14.3,0.53,0.13,0.38,1.1,6.1,3.6,25.3,2.7,0.2,14.3,16.9,2.6,2.5,5.1,0.12,-0.3,1.1,0.8,1.5
1989,11,1712,HOU,Houston Rockets,31.0,NBA,SG,55,627,7.7,0.42,0.22,0.32,2.3,6.8,4.6,26.8,1.9,0.5,22.4,17.7,-0.8,0.7,-0.1,-0.01,-3.4,-0.4,-3.8,-0.3
