Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,14,1503,LAL,Los Angeles Lakers,20.0,NBA,SG,16,,658,7.4,14.2,0.52,0.1,0.6,0.25,7.2,13.6,0.53,6.1,7.6,0.8,3.7,8.3,12.0,10.8,3.5,0.4,4.6,3.4,20.9,,117,100
1981,14,1503,LAL,Los Angeles Lakers,21.0,NBA,SG,3,,127,7.4,19.0,0.39,0.0,0.0,,7.4,19.0,0.39,5.0,7.8,0.65,3.1,12.8,15.9,8.1,3.1,1.2,4.3,5.4,19.8,,94,97
1982,14,1503,LAL,Los Angeles Lakers,22.0,NBA,SG,14,,562,6.9,13.0,0.53,0.0,0.3,0.0,6.9,12.7,0.54,6.4,7.7,0.83,4.5,8.6,13.1,10.8,3.3,0.2,3.6,4.1,20.1,,126,102
1983,14,1503,LAL,Los Angeles Lakers,23.0,NBA,SG,15,,643,7.4,15.3,0.48,0.0,0.8,0.0,7.4,14.4,0.51,5.0,6.0,0.84,3.8,5.7,9.5,14.2,2.5,0.9,4.7,3.6,19.9,,114,107
1984,14,1503,LAL,Los Angeles Lakers,24.0,NBA,PG,21,,837,8.6,15.7,0.55,0.0,0.4,0.0,8.6,15.3,0.57,4.6,5.7,0.8,1.5,6.5,8.0,16.3,2.4,1.1,4.5,4.1,21.9,,121,106
1985,14,1503,LAL,Los Angeles Lakers,25.0,NBA,PG,19,19.0,687,7.5,14.6,0.51,0.1,0.5,0.14,7.4,14.2,0.52,6.5,7.6,0.85,1.2,7.4,8.7,18.7,2.1,0.3,4.9,3.1,21.5,,122,107
1986,14,1503,LAL,Los Angeles Lakers,26.0,NBA,PG,14,14.0,541,9.8,18.2,0.54,0.0,1.0,0.0,9.8,17.2,0.57,7.3,9.5,0.77,1.9,7.0,8.9,18.7,2.4,0.1,4.0,3.8,26.8,,128,107
1987,14,1503,LAL,Los Angeles Lakers,27.0,NBA,PG,18,18.0,666,10.5,19.4,0.54,0.1,0.7,0.2,10.3,18.7,0.55,7.0,8.5,0.83,2.0,8.0,10.0,15.7,2.2,0.5,3.7,2.7,28.1,,129,107
1988,14,1503,LAL,Los Angeles Lakers,28.0,NBA,PG,24,24.0,965,9.1,17.7,0.51,0.4,0.8,0.5,8.7,16.9,0.51,7.1,8.3,0.85,1.7,5.3,7.0,16.3,1.8,0.2,4.5,3.3,25.6,,124,112
1989,14,1503,LAL,Los Angeles Lakers,29.0,NBA,PG,14,14.0,518,8.3,16.9,0.49,1.0,3.4,0.29,7.3,13.5,0.54,7.6,8.4,0.91,1.5,6.6,8.1,16.0,2.6,0.3,5.2,2.9,25.1,,122,109
1990,14,1503,LAL,Los Angeles Lakers,30.0,NBA,PG,9,9.0,376,10.3,21.0,0.49,0.7,3.4,0.2,9.6,17.6,0.55,9.5,10.7,0.89,1.6,6.1,7.7,15.6,1.5,0.1,4.9,3.8,30.8,,123,112
1991,14,1503,LAL,Los Angeles Lakers,31.0,NBA,PG,19,19.0,823,7.5,17.0,0.44,1.3,4.5,0.3,6.2,12.5,0.49,10.0,11.3,0.88,1.5,8.3,9.8,15.2,1.5,0.0,4.9,2.7,26.3,,121,110
1996,14,1503,LAL,Los Angeles Lakers,36.0,NBA,PF,4,0.0,135,5.7,14.8,0.38,1.1,3.4,0.33,4.6,11.4,0.4,10.7,12.6,0.85,3.0,9.9,12.9,9.9,0.0,0.0,4.6,1.1,23.2,,115,107
