Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2009,12,1275,IND,Indiana Pacers,22.0,NBA,C,70.0,42.0,1009.0,9.8,20.7,0.47,0.0,0.0,,9.8,20.7,0.47,4.8,7.2,0.67,5.7,6.3,12.0,2.4,1.0,3.7,2.7,10.6,24.4,,107.0,107.0
2010,12,1275,IND,Indiana Pacers,23.0,NBA,C,81.0,69.0,2035.0,9.4,19.0,0.5,0.1,0.1,0.5,9.3,18.9,0.5,4.1,5.4,0.75,4.3,7.0,11.3,3.8,0.7,3.2,3.5,6.9,23.0,,105.0,106.0
2011,12,1275,IND,Indiana Pacers,24.0,NBA,C,81.0,80.0,2244.0,9.3,20.1,0.46,0.0,0.1,0.0,9.3,20.0,0.46,4.6,6.2,0.74,4.1,9.7,13.8,3.7,0.7,3.2,4.2,5.8,23.1,,100.0,104.0
2012,12,1275,IND,Indiana Pacers,25.0,NBA,C,65.0,65.0,1937.0,9.1,18.2,0.5,0.0,0.0,0.0,9.1,18.2,0.5,4.6,6.5,0.71,5.8,9.8,15.6,2.9,0.9,3.5,3.5,5.3,22.8,,109.0,101.0
2013,12,1275,IND,Indiana Pacers,26.0,NBA,C,79.0,79.0,2269.0,9.0,20.2,0.45,0.0,0.1,0.25,9.0,20.1,0.45,3.9,5.3,0.74,6.9,8.4,15.4,2.7,0.9,4.8,3.8,6.5,22.0,,101.0,97.0
2014,12,1275,IND,Indiana Pacers,27.0,NBA,C,81.0,81.0,2409.0,7.1,16.2,0.44,0.0,0.1,0.4,7.1,16.1,0.44,4.5,5.8,0.77,4.4,7.2,11.6,2.0,0.6,3.9,3.2,5.8,18.8,,100.0,98.0
2015,12,1275,IND,Indiana Pacers,28.0,NBA,C,76.0,76.0,1926.0,8.5,19.0,0.45,0.0,0.1,0.0,8.5,18.9,0.45,4.5,5.5,0.82,4.2,10.3,14.4,2.2,0.5,3.3,2.9,5.8,21.5,,101.0,101.0
2016,14,1275,LAL,Los Angeles Lakers,29.0,NBA,C,81.0,81.0,1878.0,4.9,11.0,0.44,0.0,0.1,0.0,4.9,10.9,0.44,3.1,3.9,0.81,3.5,7.1,10.6,2.5,0.9,2.9,2.0,6.7,12.9,,105.0,110.0
2017,31,1275,TOT,Total After Trade,30.0,NBA,C,48.0,13.0,682.0,5.9,10.8,0.54,0.0,0.0,,5.9,10.8,0.54,4.5,5.5,0.81,4.0,7.2,11.2,1.5,0.6,3.4,2.4,7.4,16.2,,117.0,107.0
2017,4,1275,CHO,Charlotte Hornets,30.0,NBA,C,42.0,13.0,671.0,5.8,10.8,0.54,0.0,0.0,,5.8,10.8,0.54,4.6,5.6,0.81,4.0,7.3,11.2,1.5,0.6,3.3,2.3,7.3,16.2,,117.0,107.0
2017,8,1275,DEN,Denver Nuggets,30.0,NBA,C,6.0,0.0,11.0,8.9,13.3,0.67,0.0,0.0,,8.9,13.3,0.67,0.0,0.0,,4.4,4.4,8.9,4.4,0.0,8.9,4.4,13.3,17.8,,112.0,106.0
