SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2001,15,VAN,1,Mahmoud Abdul-Rauf,PG,6-1,162,1969-03-09,US,8,LSU
2001,15,VAN,3,Shareef Abdur-Rahim,SF,6-9,225,1976-12-11,US,4,California
2001,15,VAN,9,Isaac Austin,C,6-10,255,1969-08-18,US,7,Arizona State
2001,15,VAN,10,Mike Bibby,PG,6-1,190,1978-05-13,US,2,Arizona
2001,15,VAN,8,Michael Dickerson,SG,6-5,190,1975-06-25,US,2,Arizona
2001,15,VAN,21,Kevin Edwards,SG,6-3,190,1965-10-30,US,10,DePaul
2001,15,VAN,24,Othella Harrington,C,6-9,235,1974-01-31,US,4,Georgetown
2001,15,VAN,11,Damon Jones,PG,6-3,185,1976-08-25,US,2,Houston
2001,15,VAN,43,Grant Long,PF,6-8,225,1966-03-12,US,12,Eastern Michigan
2001,15,VAN,44,Tony Massenburg,PF,6-9,220,1967-07-31,US,8,Maryland
2001,15,VAN,20,Brent Price,PG,6-1,165,1968-12-09,US,7,"South Carolina, Oklahoma"
2001,15,VAN,50,Bryant Reeves,C,7-0,275,1973-06-08,US,5,Oklahoma State
2001,15,VAN,25,Erick Strickland,PG,6-3,210,1973-11-25,US,4,Nebraska
2001,15,VAN,4,Stromile Swift,PF,6-9,225,1979-11-21,US,R,LSU
2001,15,VAN,2,Doug West,SG,6-6,200,1967-05-27,US,11,Villanova
