SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2001,28,TOR,14,Muggsy Bogues,PG,5-3,136,1965-01-09,US,13,Wake Forest
2001,28,TOR,15,Vince Carter,SF,6-6,220,1977-01-26,US,2,UNC
2001,28,TOR,1,Chris Childs,PG,6-3,195,1967-11-20,US,6,Boise State
2001,28,TOR,7,Keon Clark,PF,6-11,220,1975-04-16,US,2,UNLV
2001,28,TOR,23,Tyrone Corbin,SF,6-6,210,1962-12-31,US,15,DePaul
2001,28,TOR,30,Dell Curry,SG,6-4,190,1964-06-25,US,14,Virginia Tech
2001,28,TOR,9,Kornel David,SF,6-9,235,1971-10-22,HU,2,
2001,28,TOR,33,Antonio Davis,C,6-9,215,1968-10-31,US,7,Texas-El Paso
2001,28,TOR,13,Mark Jackson,PG,6-1,180,1965-04-01,US,13,St. John's
2001,28,TOR,32,Garth Joseph,C,7-2,315,1973-08-08,DM,R,College of Saint Rose
2001,28,TOR,0,Eric Montross,C,7-0,270,1971-09-23,US,6,UNC
2001,28,TOR,3,Tracy Murray,SF,6-7,225,1971-07-25,US,8,UCLA
2001,28,TOR,32,Mamadou N'Diaye,C,7-0,255,1975-06-16,SN,R,Auburn
2001,28,TOR,34,Charles Oakley,PF,6-8,225,1963-12-18,US,15,Virginia Union University
2001,28,TOR,24,Morris Peterson,SG,6-7,218,1977-08-26,US,R,Michigan State
2001,28,TOR,4,Michael Stewart,C,6-10,230,1975-04-25,FR,3,California
2001,28,TOR,20,Alvin Williams,SG,6-5,185,1974-08-06,US,3,Villanova
2001,28,TOR,13,Jerome Williams,PF,6-9,206,1973-05-10,US,4,Georgetown
2001,28,TOR,35,Corliss Williamson,SF,6-7,245,1973-12-04,US,5,Arkansas
2001,28,TOR,42,Kevin Willis,C,7-0,220,1962-09-06,US,15,Michigan State
