NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
12,Bruce Bowen,SF,6-7,185,1971-06-14,US,4,Cal State Fullerton
25,Anthony Carter,PG,6-1,190,1975-06-16,US,1,Hawaii
4,Duane Causwell,C,7-0,240,1968-05-31,US,10,Temple
23,Cedric Ceballos,SF,6-6,190,1969-08-02,US,10,Cal State Fullerton
21,Ricky Davis,SG,6-6,195,1979-09-23,US,2,Iowa
35,Todd Fuller,C,6-11,255,1974-07-25,US,4,NC State
44,Brian Grant,C,6-9,254,1972-03-05,US,6,Xavier
45,A.C. Green,PF,6-9,220,1963-10-04,US,15,Oregon State
10,Tim Hardaway,PG,6-0,175,1966-09-01,US,10,Texas-El Paso
5,Eddie House,PG,6-1,180,1978-05-14,US,R,Arizona State
6,Eddie Jones,SG,6-6,190,1971-10-20,US,6,Temple
7,Don MacLean,SF,6-10,235,1970-01-16,US,8,UCLA
9,Dan Majerle,SG,6-6,215,1965-09-09,US,12,Central Michigan University
14,Anthony Mason,PF,6-7,250,1966-12-14,US,10,Tennessee State
33,Alonzo Mourning,C,6-10,240,1970-02-08,US,8,Georgetown
13,Jamal Robinson,SF,6-7,212,1973-12-27,US,R,Virginia
