SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2001,24,PHO,40,Corie Blount,PF,6-9,240,1969-01-04,US,7,Cincinnati
2001,24,PHO,8,Vinny Del Negro,PG,6-4,185,1966-08-09,US,10,NC State
2001,24,PHO,0,Tony Delk,SG,6-1,189,1974-01-28,US,4,Kentucky
2001,24,PHO,14,Chris Dudley,C,6-11,235,1965-02-22,US,13,Yale
2001,24,PHO,17,Mario Elie,SG,6-5,210,1963-11-26,US,10,American International College
2001,24,PHO,21,Ruben Garces,PF,6-9,245,1973-10-17,PA,R,Providence
2001,24,PHO,24,Tom Gugliotta,PF,6-10,240,1969-12-19,US,8,NC State
2001,24,PHO,1,Anfernee Hardaway,SG,6-7,195,1971-07-18,US,7,Memphis
2001,24,PHO,32,Jason Kidd,PG,6-4,205,1973-03-23,US,6,California
2001,24,PHO,31,Shawn Marion,SF,6-7,220,1978-05-07,US,1,UNLV
2001,24,PHO,23,Paul McPherson,PG,6-4,210,1978-07-03,US,R,DePaul
2001,24,PHO,2,Elliot Perry,PG,6-0,150,1969-03-28,US,8,Memphis
2001,24,PHO,30,Clifford Robinson,PF,6-10,225,1966-12-16,US,11,UConn
2001,24,PHO,54,Rodney Rogers,SF,6-7,235,1971-06-20,US,7,Wake Forest
2001,24,PHO,15,Daniel Santiago,C,7-1,256,1976-06-24,US,R,"New Mexico, Saint Vincent College"
2001,24,PHO,25,Jake Tsakalidis,C,7-2,285,1979-06-10,GE,R,
