NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
8,Kobe Bryant,SG,6-6,212,1978-08-23,US,4,
2,Derek Fisher,PG,6-1,200,1974-08-09,US,4,Little Rock
40,Greg Foster,C,6-11,240,1968-10-03,US,10,"UCLA, Texas-El Paso"
17,Rick Fox,SF,6-7,230,1969-07-24,CA,9,UNC
3,Devean George,SF,6-8,220,1977-08-29,US,1,Augsburg College
54,Horace Grant,PF,6-10,215,1965-07-04,US,13,Clemson
4,Ron Harper,PG,6-6,185,1964-01-20,US,14,Miami University
5,Robert Horry,PF,6-10,240,1970-08-25,US,8,Alabama
10,Tyronn Lue,PG,6-0,175,1977-05-03,US,2,Nebraska
35,Mark Madsen,PF,6-9,240,1976-01-28,US,R,Stanford
14,Stanislav Medvedenko,PF,6-10,250,1979-04-04,UA,R,
34,Shaquille O'Neal,C,7-1,325,1972-03-06,US,8,LSU
12,Mike Penberthy,PG,6-3,185,1974-11-29,US,R,Master's College
7,Isaiah Rider,SG,6-5,215,1971-03-12,US,7,UNLV
20,Brian Shaw,SG,6-6,190,1966-03-22,US,11,"Saint Mary's, UC Santa Barbara"
