Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2004,16,1221,MIA,Miami Heat,Udonis Haslem,"June 9, 1980",23.0,NBA,PF,13,0,199,3.6,9.2,0.39,0.0,0.0,,3.6,9.2,0.39,5.9,8.7,0.68,5.0,7.3,12.3,0.8,1.4,0.8,0.8,6.1,13.1,,116,98
2005,16,1221,MIA,Miami Heat,Udonis Haslem,"June 9, 1980",24.0,NBA,PF,15,15,543,5.1,10.4,0.49,0.0,0.0,,5.1,10.4,0.49,3.3,4.5,0.74,3.7,11.0,14.7,1.5,0.8,0.6,1.8,4.7,13.5,,112,102
2006,16,1221,MIA,Miami Heat,Udonis Haslem,"June 9, 1980",25.0,NBA,PF,22,22,650,6.1,12.3,0.49,0.0,0.1,0.0,6.1,12.2,0.5,3.4,4.9,0.68,4.0,9.2,13.3,1.4,1.1,0.6,2.5,6.5,15.5,,106,102
2007,16,1221,MIA,Miami Heat,Udonis Haslem,"June 9, 1980",26.0,NBA,PF,4,4,103,6.1,12.7,0.48,0.0,0.0,,6.1,12.7,0.48,3.1,4.1,0.75,2.0,8.6,10.7,2.0,0.5,1.0,1.0,7.1,15.3,,109,110
2009,16,1221,MIA,Miami Heat,Udonis Haslem,"June 9, 1980",28.0,NBA,PF,7,7,204,7.1,13.1,0.54,0.0,0.0,,7.1,13.1,0.54,2.6,2.8,0.9,3.7,13.7,17.4,0.9,0.9,0.9,1.7,5.4,16.8,,118,103
2010,16,1221,MIA,Miami Heat,Udonis Haslem,"June 9, 1980",29.0,NBA,PF,5,0,142,4.8,13.7,0.35,0.0,0.0,,4.8,13.7,0.35,1.5,2.2,0.67,3.3,10.4,13.7,1.5,0.4,0.4,1.9,6.7,11.1,,83,107
2011,16,1221,MIA,Miami Heat,Udonis Haslem,"June 9, 1980",30.0,NBA,PF,12,0,290,5.2,13.0,0.4,0.0,0.0,,5.2,13.0,0.4,1.7,1.9,0.9,2.5,7.9,10.4,1.7,1.2,0.8,2.1,5.9,12.1,,91,105
2012,16,1221,MIA,Miami Heat,Udonis Haslem,"June 9, 1980",31.0,NBA,PF,22,11,452,4.8,10.6,0.46,0.0,0.0,,4.8,10.6,0.46,3.1,4.2,0.74,4.5,12.5,17.0,1.6,0.6,0.7,2.4,7.2,12.8,,105,100
2013,16,1221,MIA,Miami Heat,Udonis Haslem,"June 9, 1980",32.0,NBA,PF,22,19,357,7.9,13.2,0.59,0.0,0.0,,7.9,13.2,0.59,1.2,2.2,0.57,4.0,8.3,12.3,0.9,2.3,0.8,2.2,8.3,16.9,,113,101
2014,16,1221,MIA,Miami Heat,Udonis Haslem,"June 9, 1980",33.0,NBA,PF,16,6,169,5.6,12.2,0.46,0.0,0.0,,5.6,12.2,0.46,2.0,3.3,0.6,4.0,9.6,13.5,1.3,0.3,1.0,0.3,9.2,13.2,,113,112
2016,16,1221,MIA,Miami Heat,Udonis Haslem,"June 9, 1980",35.0,NBA,PF,9,0,85,5.0,9.4,0.53,0.0,0.0,,5.0,9.4,0.53,3.1,4.4,0.71,6.9,12.5,19.4,2.5,0.0,0.6,4.4,8.1,13.2,,106,102
