Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,27,348,SAS,San Antonio Spurs,Frank Brickowski,1959-08-14,28.0,NBA,C,3.0,3.0,113.0,7.0,14.0,0.5,0.3,0.3,1.0,6.7,13.7,0.49,4.1,6.1,0.68,2.2,4.8,7.0,4.5,1.9,0.6,2.9,3.8,18.5
1990,27,348,SAS,San Antonio Spurs,Frank Brickowski,1959-08-14,30.0,NBA,C,10.0,0.0,161.0,6.9,12.1,0.57,0.0,0.0,,6.9,12.1,0.57,3.8,5.8,0.65,3.6,6.3,9.8,2.5,1.8,0.2,3.4,6.9,17.7
1991,17,348,MIL,Milwaukee Bucks,Frank Brickowski,1959-08-14,31.0,NBA,PF,3.0,3.0,110.0,7.9,14.7,0.53,0.0,0.7,0.0,7.9,14.1,0.56,2.3,4.6,0.5,1.6,6.9,8.5,1.0,0.3,0.7,2.0,5.2,18.0
1996,21,348,SEA,Seattle Supersonics,Frank Brickowski,1959-08-14,36.0,NBA,C,21.0,3.0,206.0,2.8,6.6,0.42,1.0,3.8,0.27,1.7,2.8,0.62,0.5,0.7,0.75,0.3,4.9,5.2,1.9,1.2,0.9,3.5,9.6,7.2
