Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,23.0,SAC,NBA,PG,18.0,0.0,139.0,4.1,11.4,0.364,0.0,0.8,0.0,4.1,10.6,0.39,2.1,3.1,0.667,0.5,1.0,1.6,5.7,2.3,0.3,2.8,2.3,10.4
1987,24.0,WSB,NBA,PG,63.0,0.0,1303.0,4.4,10.9,0.407,0.8,2.8,0.275,3.6,8.0,0.454,2.9,3.4,0.847,1.0,2.3,3.4,6.7,2.3,0.2,2.2,2.4,12.5
1988,25.0,DEN,NBA,PG,82.0,75.0,2778.0,5.4,12.0,0.449,1.8,4.9,0.367,3.6,7.1,0.505,2.2,2.6,0.834,0.5,2.4,2.9,6.5,2.2,0.2,1.9,1.8,14.7
1989,26.0,DEN,NBA,PG,77.0,77.0,2787.0,6.0,14.0,0.433,2.1,6.0,0.356,3.9,8.0,0.49,4.2,5.1,0.819,0.9,2.7,3.7,6.3,2.1,0.1,2.3,1.9,18.4
1990,27.0,DEN,NBA,PG,79.0,74.0,2690.0,5.3,13.2,0.402,2.1,5.8,0.366,3.2,7.5,0.431,3.6,4.2,0.85,0.7,2.4,3.0,6.6,1.6,0.0,1.9,1.8,16.3
1991,28.0,DEN,NBA,PG,66.0,66.0,2346.0,8.6,21.8,0.394,2.6,8.7,0.296,6.0,13.2,0.459,7.1,8.1,0.879,0.9,3.0,3.9,10.6,2.3,0.1,3.7,2.5,26.9
1992,29.0,WSB,NBA,PG,78.0,78.0,2795.0,6.2,15.9,0.393,1.6,5.0,0.324,4.6,10.9,0.425,4.0,4.6,0.869,0.7,3.2,4.0,7.7,1.9,0.1,2.7,2.1,18.1
1993,30.0,WSB,NBA,PG,70.0,70.0,2499.0,5.3,12.0,0.439,1.0,3.1,0.321,4.3,8.9,0.48,3.4,4.0,0.856,0.7,2.7,3.5,7.6,1.4,0.1,2.5,2.1,14.9
1994,31.0,WSB,NBA,PG,70.0,67.0,2337.0,4.4,10.8,0.408,0.8,2.9,0.288,3.5,7.8,0.454,3.5,4.2,0.83,0.6,2.2,2.8,7.4,1.5,0.1,2.6,2.2,13.1
1995,32.0,CHH,NBA,PG,29.0,0.0,443.0,5.4,12.0,0.453,2.4,6.6,0.358,3.1,5.4,0.567,2.0,2.4,0.833,0.5,1.9,2.4,7.7,1.9,0.1,2.1,3.3,15.3
1996,33.0,CHH,NBA,PG,21.0,3.0,329.0,4.0,9.1,0.446,1.5,4.5,0.341,2.5,4.6,0.548,2.8,3.8,0.743,0.5,1.9,2.4,7.3,2.3,0.4,2.7,2.7,12.5
