Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2009,18,1779,MIN,Minnesota Timberwolves,20.0,NBA,C,81.0,37.0,2048.0,316.0,688.0,0.46,2.0,19.0,0.1,314.0,669.0,0.47,0.46,265.0,336.0,0.79,274.0,460.0,734.0,84.0,35.0,50.0,118.0,205.0,899.0,,0.0
2010,18,1779,MIN,Minnesota Timberwolves,21.0,NBA,PF,60.0,22.0,1714.0,291.0,646.0,0.45,35.0,106.0,0.33,256.0,540.0,0.47,0.48,225.0,276.0,0.82,227.0,431.0,658.0,136.0,43.0,23.0,117.0,136.0,842.0,,0.0
2011,18,1779,MIN,Minnesota Timberwolves,22.0,NBA,PF,73.0,73.0,2611.0,482.0,1026.0,0.47,88.0,211.0,0.42,394.0,815.0,0.48,0.51,424.0,499.0,0.85,330.0,782.0,1112.0,184.0,45.0,28.0,155.0,148.0,1476.0,,0.0
2012,18,1779,MIN,Minnesota Timberwolves,23.0,NBA,PF,55.0,55.0,2145.0,474.0,1059.0,0.45,105.0,282.0,0.37,369.0,777.0,0.48,0.5,379.0,460.0,0.82,226.0,508.0,734.0,111.0,47.0,28.0,128.0,152.0,1432.0,,0.0
2013,18,1779,MIN,Minnesota Timberwolves,24.0,NBA,PF,18.0,18.0,618.0,105.0,298.0,0.35,20.0,92.0,0.22,85.0,206.0,0.41,0.39,100.0,142.0,0.7,64.0,188.0,252.0,42.0,13.0,9.0,39.0,34.0,330.0,,0.0
2014,18,1779,MIN,Minnesota Timberwolves,25.0,NBA,PF,77.0,77.0,2797.0,650.0,1421.0,0.46,190.0,505.0,0.38,460.0,916.0,0.5,0.52,520.0,633.0,0.82,224.0,739.0,963.0,341.0,59.0,35.0,196.0,136.0,2010.0,,3.0
2015,6,1779,CLE,Cleveland Cavaliers,26.0,NBA,PF,75.0,75.0,2532.0,413.0,952.0,0.43,144.0,392.0,0.37,269.0,560.0,0.48,0.51,258.0,321.0,0.8,142.0,589.0,731.0,168.0,51.0,39.0,122.0,140.0,1228.0,,0.0
2016,6,1779,CLE,Cleveland Cavaliers,27.0,NBA,PF,77.0,77.0,2424.0,409.0,977.0,0.42,158.0,439.0,0.36,251.0,538.0,0.47,0.5,258.0,314.0,0.82,149.0,613.0,762.0,186.0,58.0,41.0,142.0,159.0,1234.0,,0.0
2017,6,1779,CLE,Cleveland Cavaliers,28.0,NBA,PF,60.0,60.0,1885.0,370.0,867.0,0.43,145.0,389.0,0.37,225.0,478.0,0.47,0.51,257.0,295.0,0.87,148.0,518.0,666.0,116.0,53.0,21.0,122.0,125.0,1142.0,,0.0
2018,6,1779,CLE,Cleveland Cavaliers,29.0,NBA,C,59.0,59.0,1651.0,334.0,729.0,0.46,137.0,330.0,0.42,197.0,399.0,0.49,0.55,234.0,266.0,0.88,101.0,445.0,546.0,103.0,43.0,24.0,90.0,120.0,1039.0,,0.0
2019,6,1779,CLE,Cleveland Cavaliers,30.0,NBA,PF,22.0,21.0,598.0,109.0,283.0,0.38,53.0,147.0,0.36,56.0,136.0,0.41,0.48,103.0,114.0,0.9,33.0,206.0,239.0,48.0,6.0,5.0,42.0,54.0,374.0,,0.0
2020,6,1779,CLE,Cleveland Cavaliers,31.0,NBA,PF,56.0,56.0,1780.0,327.0,727.0,0.45,146.0,390.0,0.37,181.0,337.0,0.54,0.55,187.0,219.0,0.85,54.0,493.0,547.0,178.0,33.0,19.0,140.0,90.0,987.0,,0.0
2021,6,1779,CLE,Cleveland Cavaliers,32.0,NBA,PF,2.0,2.0,46.0,6.0,18.0,0.33,3.0,9.0,0.33,3.0,9.0,0.33,0.42,4.0,5.0,0.8,2.0,10.0,12.0,5.0,1.0,0.0,3.0,1.0,19.0,,0.0
