Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1975,,2987,DNA,None,23.0,ABA,SF,84,,19.5,1.8,4.1,0.453,0.0,0.0,0.0,1.8,4.0,0.457,0.453,2.1,2.5,0.839,1.4,2.8,4.3,2.2,0.6,0.5,1.5,2.0,5.8
1976,31.0,2987,TOT,Total After Trade,24.0,ABA,SF,80,,24.7,2.8,6.1,0.457,0.0,0.1,0.333,2.8,6.0,0.459,0.459,2.1,2.5,0.833,1.8,3.7,5.5,2.3,0.8,1.2,1.8,2.1,7.7
1976,,2987,VIR,None,24.0,ABA,SF,37,,30.2,3.5,8.0,0.432,0.0,0.1,0.25,3.4,7.9,0.435,0.434,2.9,3.5,0.838,2.2,4.3,6.5,2.7,1.0,1.5,2.2,2.1,9.9
1976,,2987,KEN,None,24.0,ABA,SF,43,,20.0,2.2,4.5,0.495,0.0,0.0,0.5,2.2,4.4,0.495,0.497,1.3,1.6,0.824,1.5,3.1,4.5,1.9,0.7,1.0,1.5,2.0,5.7
1977,,2987,NYN,None,25.0,NBA,SF,72,,33.3,3.8,8.5,0.445,,,,3.8,8.5,0.445,0.445,2.7,3.2,0.855,2.2,4.2,6.4,1.6,1.0,0.9,,2.8,10.2
1978,3.0,2987,NJN,New Jersey Nets,26.0,NBA,SF,68,,20.9,1.6,4.3,0.366,,,,1.6,4.3,0.366,0.366,1.3,1.8,0.707,1.0,2.6,3.6,1.5,0.8,0.7,1.1,2.8,4.4
1979,3.0,2987,NJN,New Jersey Nets,27.0,NBA,SF,80,,25.0,2.5,5.3,0.463,,,,2.5,5.3,0.463,0.463,1.8,2.3,0.798,1.4,3.4,4.8,2.3,1.1,0.9,1.7,2.9,6.7
1980,3.0,2987,NJN,New Jersey Nets,28.0,NBA,SF,82,,29.3,2.6,5.6,0.463,0.1,0.2,0.35,2.5,5.3,0.468,0.471,1.6,1.9,0.839,1.3,4.0,5.2,3.0,1.2,0.9,1.9,3.7,6.8
1981,3.0,2987,NJN,New Jersey Nets,29.0,NBA,SF,78,,18.3,1.3,3.1,0.408,0.0,0.1,0.25,1.3,3.0,0.414,0.412,1.3,1.5,0.838,0.6,2.0,2.6,1.7,0.5,0.6,1.4,2.7,3.8
1982,3.0,2987,NJN,New Jersey Nets,30.0,NBA,SF,41,0.0,11.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.513,0.5,1.5,1.9,0.816,0.4,0.8,1.2,0.8,0.3,0.3,0.7,1.5,3.5
1983,3.0,2987,NJN,New Jersey Nets,31.0,NBA,SF,13,0.0,4.8,0.4,1.1,0.357,0.0,0.0,,0.4,1.1,0.357,0.357,0.4,0.5,0.833,0.2,0.8,1.0,0.4,0.2,0.2,0.2,0.7,1.2
