Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2016,27,1839,SAS,San Antonio Spurs,Boban Marjanovic,"August 15, 1988",27.0,NBA,C,54.0,4.0,508.0,10.6,17.5,0.6,0.0,0.0,,10.6,17.5,0.6,8.8,11.5,0.76,7.4,12.2,19.6,2.1,1.2,2.3,2.9,5.4,29.9,130.0,96.0
2017,9,1839,DET,Detroit Pistons,Boban Marjanovic,"August 15, 1988",28.0,NBA,C,35.0,0.0,293.0,12.4,22.8,0.55,0.0,0.0,,12.4,22.8,0.55,8.1,10.0,0.81,7.9,14.5,22.4,1.6,1.0,2.1,1.7,4.3,32.9,128.0,103.0
2018,31,1839,TOT,Total After Trade,Boban Marjanovic,"August 15, 1988",29.0,NBA,C,39.0,1.0,337.0,11.5,21.6,0.53,0.0,0.0,,11.5,21.6,0.53,11.3,14.2,0.79,7.0,14.0,21.0,3.2,1.5,1.6,5.3,7.5,34.3,116.0,104.0
2018,9,1839,DET,Detroit Pistons,Boban Marjanovic,"August 15, 1988",29.0,NBA,C,19.0,1.0,171.0,12.0,23.0,0.52,0.0,0.0,,12.0,23.0,0.52,10.5,13.1,0.8,4.4,12.3,16.6,4.1,1.2,1.8,6.4,8.2,34.4,107.0,104.0
2018,13,1839,LAC,Los Angeles Clippers,Boban Marjanovic,"August 15, 1988",29.0,NBA,C,20.0,0.0,166.0,11.1,20.2,0.55,0.0,0.0,,11.1,20.2,0.55,12.0,15.2,0.79,9.7,15.8,25.5,2.3,1.8,1.5,4.1,6.7,34.3,126.0,104.0
2019,31,1839,TOT,Total After Trade,Boban Marjanovic,"August 15, 1988",30.0,NBA,C,58.0,12.0,681.0,11.1,18.0,0.62,0.3,0.7,0.4,10.8,17.3,0.62,6.8,9.1,0.75,6.0,12.3,18.4,3.7,1.1,1.9,4.1,6.2,29.3,123.0,107.0
2019,13,1839,LAC,Los Angeles Clippers,Boban Marjanovic,"August 15, 1988",30.0,NBA,C,36.0,9.0,376.0,10.7,17.6,0.61,0.0,0.3,0.0,10.7,17.3,0.62,9.0,11.9,0.76,6.9,12.2,19.1,2.8,1.4,2.1,4.6,7.2,30.4,122.0,107.0
2019,23,1839,PHI,Philadelphia 76Ers,Boban Marjanovic,"August 15, 1988",30.0,NBA,C,22.0,3.0,305.0,11.6,18.6,0.62,0.6,1.2,0.5,11.0,17.3,0.63,4.0,5.6,0.72,5.0,12.5,17.5,5.0,0.8,1.5,3.4,5.1,27.9,125.0,108.0
2020,7,1839,DAL,Dallas Mavericks,Boban Marjanovic,"August 15, 1988",31.0,NBA,C,44.0,5.0,422.0,13.9,24.2,0.57,0.5,1.9,0.24,13.4,22.2,0.6,4.9,6.5,0.75,7.6,15.0,22.6,2.3,0.9,1.1,3.4,6.4,33.1,120.0,108.0
2021,7,1839,DAL,Dallas Mavericks,Boban Marjanovic,"August 15, 1988",32.0,NBA,C,18.0,1.0,141.0,12.4,24.8,0.5,0.0,1.4,0.0,12.4,23.4,0.53,3.4,4.8,0.71,9.3,15.2,24.5,1.0,0.3,0.3,2.8,5.5,28.3,110.0,112.0
