Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,3.0,2469,NJN,New Jersey Nets,19.0,NBA,PF,70.0,,1661.0,8.5,18.1,0.47,0.0,0.1,0.25,8.5,18.0,0.47,3.6,5.2,0.69,3.8,7.2,11.0,2.1,1.3,0.7,3.0,3.9,20.6
1981,3.0,2469,NJN,New Jersey Nets,20.0,NBA,PF,63.0,,1822.0,10.4,21.1,0.49,0.0,0.0,1.0,10.4,21.1,0.49,3.5,4.9,0.72,2.4,7.1,9.5,2.1,1.1,1.0,3.6,4.3,24.3
1982,31.0,2469,TOT,Total After Trade,21.0,NBA,PF,68.0,59.0,2175.0,8.6,18.9,0.45,0.0,0.1,0.0,8.6,18.9,0.46,3.7,5.2,0.71,2.9,7.2,10.1,2.0,1.5,1.7,2.5,3.7,20.8
1982,26.0,2469,KCK,Kansas City Kings,21.0,NBA,PF,38.0,30.0,1229.0,9.4,20.7,0.46,0.0,0.1,0.0,9.4,20.7,0.46,3.7,5.3,0.69,2.4,7.0,9.4,2.1,1.3,1.8,2.5,3.5,22.5
1982,6.0,2469,CLE,Cleveland Cavaliers,21.0,NBA,PF,30.0,29.0,946.0,7.5,16.6,0.45,0.0,0.0,0.0,7.5,16.5,0.45,3.7,5.1,0.73,3.5,7.5,10.9,1.9,1.6,1.6,2.4,3.9,18.6
1983,6.0,2469,CLE,Cleveland Cavaliers,22.0,NBA,PF,77.0,75.0,2601.0,8.1,17.0,0.48,0.0,0.1,0.0,8.1,17.0,0.48,2.9,4.2,0.71,2.6,9.2,11.8,2.0,0.8,0.8,3.1,3.8,19.2
1984,6.0,2469,CLE,Cleveland Cavaliers,23.0,NBA,C,73.0,70.0,2402.0,8.0,17.8,0.45,0.0,0.0,0.5,8.0,17.7,0.45,3.5,5.0,0.7,2.3,8.9,11.3,2.8,0.8,0.5,2.8,2.9,19.5
1985,,2469,WSB,None,24.0,NBA,PF,60.0,37.0,1870.0,8.1,17.2,0.47,0.0,0.1,0.33,8.1,17.2,0.47,3.0,4.1,0.74,2.7,7.8,10.5,2.9,1.0,0.9,3.1,3.6,19.3
1986,,2469,WSB,None,25.0,NBA,SF,78.0,78.0,2563.0,8.4,17.6,0.47,0.0,0.1,0.25,8.3,17.6,0.48,3.8,5.0,0.76,2.5,7.0,9.6,2.6,1.4,0.6,2.9,3.0,20.5
1987,23.0,2469,PHI,Philadelphia 76Ers,26.0,NBA,PF,55.0,30.0,1586.0,7.7,16.5,0.46,0.0,0.1,0.0,7.7,16.5,0.47,3.2,4.2,0.76,2.0,5.0,7.0,2.0,2.0,0.7,2.8,3.4,18.5
1988,23.0,2469,PHI,Philadelphia 76Ers,27.0,NBA,SF,62.0,51.0,2110.0,8.2,17.8,0.46,0.0,0.2,0.22,8.2,17.6,0.47,3.6,5.0,0.72,2.0,4.9,6.9,2.2,1.3,0.7,2.7,3.3,20.1
1989,23.0,2469,PHI,Philadelphia 76Ers,28.0,NBA,SF,14.0,13.0,416.0,7.8,16.2,0.48,0.0,0.1,0.0,7.8,16.1,0.48,2.8,3.8,0.73,1.6,4.8,6.5,2.8,1.5,0.2,2.9,3.2,18.3
1992,14.0,2469,LAL,Los Angeles Lakers,31.0,NBA,PF,9.0,0.0,78.0,5.1,12.5,0.41,0.0,0.5,0.0,5.1,12.0,0.42,3.2,3.7,0.88,3.2,5.5,8.8,4.2,2.3,0.0,3.2,1.8,13.4
