Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,6,1982,CLE,Cleveland Cavaliers,Chris Mihm,"July 16, 1979",21.0,NBA,C,59.0,43.0,1166.0,5.3,12.1,0.44,0.0,0.0,0.0,5.3,12.0,0.44,3.1,3.9,0.79,3.3,5.4,8.6,0.5,0.6,1.6,2.5,4.8,13.8
2002,6,1982,CLE,Cleveland Cavaliers,Chris Mihm,"July 16, 1979",22.0,NBA,C,74.0,60.0,1659.0,4.8,11.4,0.42,0.1,0.2,0.43,4.7,11.3,0.42,2.7,3.9,0.69,2.9,5.6,8.5,0.5,0.4,1.9,2.1,5.6,12.3
2003,6,1982,CLE,Cleveland Cavaliers,Chris Mihm,"July 16, 1979",23.0,NBA,C,52.0,0.0,809.0,5.2,12.8,0.4,0.0,0.1,0.0,5.2,12.6,0.41,3.4,4.7,0.72,4.1,6.1,10.3,1.2,0.8,1.7,2.1,5.5,13.7
2004,31,1982,TOT,Total After Trade,Chris Mihm,"July 16, 1979",24.0,NBA,"C,PF",76.0,17.0,1330.0,5.0,10.3,0.49,0.0,0.0,,5.0,10.3,0.49,3.0,4.5,0.66,4.2,7.0,11.2,0.6,1.0,1.7,2.4,5.6,13.0
2004,6,1982,CLE,Cleveland Cavaliers,Chris Mihm,"July 16, 1979",24.0,NBA,PF,22.0,1.0,391.0,5.4,11.7,0.46,0.0,0.0,,5.4,11.7,0.46,3.1,4.4,0.71,4.3,8.6,12.9,0.9,0.8,2.0,2.3,5.3,14.0
2004,2,1982,BOS,Boston Celtics,Chris Mihm,"July 16, 1979",24.0,NBA,C,54.0,16.0,939.0,4.9,9.7,0.5,0.0,0.0,,4.9,9.7,0.5,2.9,4.5,0.64,4.2,6.3,10.5,0.4,1.1,1.6,2.5,5.8,12.7
2005,14,1982,LAL,Los Angeles Lakers,Chris Mihm,"July 16, 1979",25.0,NBA,C,75.0,75.0,1870.0,5.4,10.6,0.51,0.0,0.0,0.0,5.4,10.6,0.51,3.4,5.0,0.68,3.8,5.9,9.7,1.0,0.3,2.1,2.1,4.6,14.1
2006,14,1982,LAL,Los Angeles Lakers,Chris Mihm,"July 16, 1979",26.0,NBA,C,59.0,56.0,1541.0,5.4,10.7,0.5,0.0,0.0,,5.4,10.7,0.5,3.4,4.7,0.72,3.2,5.5,8.7,1.4,0.4,1.7,1.9,5.0,14.1
2008,14,1982,LAL,Los Angeles Lakers,Chris Mihm,"July 16, 1979",28.0,NBA,C,23.0,5.0,278.0,4.1,12.3,0.34,0.0,0.0,,4.1,12.3,0.34,2.3,3.5,0.67,3.6,6.3,10.0,1.7,0.5,1.8,2.2,5.4,10.6
2009,14,1982,LAL,Los Angeles Lakers,Chris Mihm,"July 16, 1979",29.0,NBA,C,18.0,0.0,105.0,5.1,13.7,0.38,0.0,0.0,,5.1,13.7,0.38,2.1,2.4,0.86,5.1,6.5,11.7,3.4,0.3,2.1,3.4,7.9,12.3
