Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1996,21,2716,SEA,Seattle Supersonics,Eric Snow,"April 24, 1973",22.0,NBA,PG,43.0,1.0,389.0,42.0,100.0,0.42,2.0,10.0,0.2,40.0,90.0,0.44,0.43,29.0,49.0,0.59,9.0,34.0,43.0,73.0,28.0,0.0,38.0,53.0,115.0,0.0
1997,21,2716,SEA,Seattle Supersonics,Eric Snow,"April 24, 1973",23.0,NBA,PG,67.0,0.0,775.0,74.0,164.0,0.45,4.0,15.0,0.27,70.0,149.0,0.47,0.46,47.0,66.0,0.71,17.0,53.0,70.0,159.0,37.0,3.0,48.0,94.0,199.0,0.0
1998,31,2716,TOT,Total After Trade,Eric Snow,"April 24, 1973",24.0,NBA,PG,64.0,0.0,918.0,79.0,184.0,0.43,2.0,17.0,0.12,77.0,167.0,0.46,0.44,49.0,71.0,0.69,19.0,62.0,81.0,177.0,60.0,5.0,63.0,114.0,209.0,0.0
1998,21,2716,SEA,Seattle Supersonics,Eric Snow,"April 24, 1973",24.0,NBA,PG,17.0,0.0,74.0,10.0,23.0,0.44,0.0,1.0,0.0,10.0,22.0,0.46,0.44,5.0,10.0,0.5,0.0,4.0,4.0,13.0,0.0,1.0,12.0,15.0,25.0,0.0
1998,23,2716,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",24.0,NBA,PG,47.0,0.0,844.0,69.0,161.0,0.43,2.0,16.0,0.12,67.0,145.0,0.46,0.44,44.0,61.0,0.72,19.0,58.0,77.0,164.0,60.0,4.0,51.0,99.0,184.0,0.0
1999,23,2716,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",25.0,NBA,PG,48.0,48.0,1716.0,149.0,348.0,0.43,5.0,21.0,0.24,144.0,327.0,0.44,0.44,110.0,150.0,0.73,25.0,137.0,162.0,301.0,100.0,1.0,111.0,149.0,413.0,0.0
2000,23,2716,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",26.0,NBA,PG,82.0,80.0,2866.0,257.0,597.0,0.43,11.0,45.0,0.24,246.0,552.0,0.45,0.44,126.0,177.0,0.71,42.0,219.0,261.0,624.0,140.0,8.0,162.0,243.0,651.0,0.0
2001,23,2716,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",27.0,NBA,PG,50.0,50.0,1740.0,182.0,435.0,0.42,5.0,19.0,0.26,177.0,416.0,0.42,0.42,122.0,154.0,0.79,27.0,139.0,166.0,369.0,77.0,7.0,124.0,123.0,491.0,0.0
2002,23,2716,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",28.0,NBA,PG,61.0,61.0,2225.0,276.0,624.0,0.44,3.0,27.0,0.11,273.0,597.0,0.46,0.44,183.0,227.0,0.81,33.0,182.0,215.0,400.0,95.0,9.0,138.0,167.0,738.0,0.0
2003,23,2716,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",29.0,NBA,PG,82.0,82.0,3108.0,361.0,799.0,0.45,7.0,32.0,0.22,354.0,767.0,0.46,0.46,325.0,379.0,0.86,71.0,230.0,301.0,544.0,133.0,11.0,194.0,235.0,1054.0,1.0
2004,23,2716,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",30.0,NBA,PG,82.0,82.0,2966.0,295.0,715.0,0.41,2.0,18.0,0.11,293.0,697.0,0.42,0.41,252.0,316.0,0.8,62.0,219.0,281.0,563.0,97.0,6.0,187.0,213.0,844.0,0.0
2005,6,2716,CLE,Cleveland Cavaliers,Eric Snow,"April 24, 1973",31.0,NBA,SG,81.0,15.0,1844.0,125.0,327.0,0.38,13.0,45.0,0.29,112.0,282.0,0.4,0.4,59.0,80.0,0.74,37.0,118.0,155.0,317.0,67.0,16.0,89.0,189.0,322.0,0.0
2006,6,2716,CLE,Cleveland Cavaliers,Eric Snow,"April 24, 1973",32.0,NBA,PG,82.0,82.0,2351.0,163.0,399.0,0.41,1.0,10.0,0.1,162.0,389.0,0.42,0.41,64.0,93.0,0.69,38.0,160.0,198.0,346.0,76.0,19.0,116.0,218.0,391.0,0.0
2007,6,2716,CLE,Cleveland Cavaliers,Eric Snow,"April 24, 1973",33.0,NBA,PG,82.0,45.0,1929.0,135.0,324.0,0.42,0.0,4.0,0.0,135.0,320.0,0.42,0.42,72.0,113.0,0.64,35.0,153.0,188.0,330.0,55.0,16.0,111.0,185.0,342.0,0.0
2008,6,2716,CLE,Cleveland Cavaliers,Eric Snow,"April 24, 1973",34.0,NBA,PG,22.0,5.0,305.0,6.0,38.0,0.16,0.0,2.0,0.0,6.0,36.0,0.17,0.16,10.0,22.0,0.46,4.0,16.0,20.0,42.0,10.0,4.0,10.0,30.0,22.0,0.0
