Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2017,30,1793,WAS,Washington Wizards,24.0,NBA,SG,30,287,10.1,0.52,0.4,0.36,1.6,11.7,6.7,7.0,1.4,0.6,5.4,14.0,,0.3,0.2,0.5,0.08,,-2.2,-0.1,-2.3,0.0
