Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,17,2605,MIL,Milwaukee Bucks,Ramon Sessions,1986-04-11,21.0,NBA,PG,17.0,7.0,450.0,4.1,9.4,0.44,0.2,0.6,0.43,3.8,8.8,0.44,2.6,3.3,0.78,0.6,4.0,4.6,10.2,1.4,0.2,2.9,2.1,11.0
2009,17,2605,MIL,Milwaukee Bucks,Ramon Sessions,1986-04-11,22.0,NBA,PG,79.0,39.0,2173.0,5.7,12.8,0.44,0.1,0.6,0.18,5.6,12.3,0.46,4.7,5.9,0.79,1.1,3.4,4.5,7.5,1.4,0.1,2.5,2.6,16.2
2010,18,2605,MIN,Minnesota Timberwolves,Ramon Sessions,1986-04-11,23.0,NBA,PG,82.0,1.0,1732.0,5.3,11.5,0.46,0.0,0.3,0.07,5.2,11.2,0.47,3.5,4.8,0.72,1.2,3.2,4.4,5.4,1.1,0.1,2.8,2.8,14.0
2011,6,2605,CLE,Cleveland Cavaliers,Ramon Sessions,1986-04-11,24.0,NBA,PG,81.0,38.0,2133.0,6.1,13.1,0.47,0.1,0.3,0.2,6.1,12.8,0.47,5.9,7.1,0.82,0.8,3.5,4.3,7.1,1.0,0.1,3.0,1.6,18.1
2012,31,2605,TOT,Total After Trade,Ramon Sessions,1986-04-11,25.0,NBA,PG,64.0,23.0,1707.0,5.1,11.9,0.43,0.9,2.0,0.44,4.2,9.9,0.42,4.1,5.2,0.78,0.7,3.8,4.5,7.5,0.9,0.1,3.0,2.1,15.2
2012,6,2605,CLE,Cleveland Cavaliers,Ramon Sessions,1986-04-11,25.0,NBA,PG,41.0,4.0,1006.0,5.0,12.7,0.4,0.9,2.2,0.42,4.1,10.4,0.39,4.4,5.3,0.83,0.7,3.9,4.5,7.6,1.0,0.0,2.9,2.3,15.4
2012,14,2605,LAL,Los Angeles Lakers,Ramon Sessions,1986-04-11,25.0,NBA,PG,23.0,19.0,701.0,5.2,10.8,0.48,0.9,1.8,0.49,4.3,9.0,0.48,3.7,5.2,0.71,0.7,3.7,4.5,7.3,0.9,0.1,3.0,1.9,14.9
2013,4,2605,CHA,Charlotte Bobcats,Ramon Sessions,1986-04-11,26.0,NBA,SG,61.0,0.0,1652.0,6.0,14.7,0.41,0.7,2.3,0.31,5.3,12.4,0.43,6.3,7.6,0.84,0.6,3.1,3.7,5.0,1.0,0.2,2.3,2.0,19.1
2014,31,2605,TOT,Total After Trade,Ramon Sessions,1986-04-11,27.0,NBA,PG,83.0,19.0,2214.0,5.4,12.5,0.43,0.6,2.0,0.28,4.8,10.5,0.46,5.3,6.6,0.81,0.6,2.7,3.3,5.5,0.8,0.1,2.4,1.5,16.6
2014,4,2605,CHA,Charlotte Bobcats,Ramon Sessions,1986-04-11,27.0,NBA,PG,55.0,7.0,1305.0,5.2,12.8,0.41,0.4,1.9,0.22,4.8,11.0,0.44,5.0,6.5,0.78,0.6,2.6,3.2,5.7,0.9,0.2,2.6,1.4,15.9
2014,17,2605,MIL,Milwaukee Bucks,Ramon Sessions,1986-04-11,27.0,NBA,PG,28.0,12.0,909.0,5.5,12.0,0.46,0.8,2.2,0.36,4.8,9.8,0.48,5.7,6.7,0.84,0.6,2.8,3.4,5.3,0.6,0.1,2.2,1.6,17.5
2015,31,2605,TOT,Total After Trade,Ramon Sessions,1986-04-11,28.0,NBA,PG,64.0,10.0,1188.0,3.8,10.1,0.37,0.6,1.8,0.32,3.2,8.3,0.39,4.0,5.2,0.77,0.7,3.7,4.4,5.5,0.9,0.0,2.6,2.2,12.2
2015,26,2605,SAC,Sacramento Kings,Ramon Sessions,1986-04-11,28.0,NBA,PG,36.0,7.0,642.0,3.5,10.3,0.34,0.3,1.6,0.21,3.2,8.7,0.37,3.6,4.9,0.73,0.7,3.1,3.9,5.4,0.7,0.0,2.9,2.5,11.0
2015,30,2605,WAS,Washington Wizards,Ramon Sessions,1986-04-11,28.0,NBA,PG,28.0,3.0,546.0,4.1,10.0,0.41,0.9,2.1,0.41,3.2,7.8,0.41,4.5,5.6,0.81,0.7,4.3,4.9,5.7,1.1,0.0,2.3,1.8,13.6
2016,30,2605,WAS,Washington Wizards,Ramon Sessions,1986-04-11,29.0,NBA,PG,82.0,5.0,1667.0,6.0,12.8,0.47,0.8,2.4,0.32,5.3,10.4,0.51,4.6,6.1,0.76,0.5,3.8,4.4,5.2,1.0,0.1,2.5,2.2,17.5
2017,4,2605,CHO,Charlotte Hornets,Ramon Sessions,1986-04-11,30.0,NBA,PG,50.0,1.0,811.0,4.4,11.7,0.38,0.9,2.8,0.34,3.5,8.9,0.39,4.0,5.2,0.77,0.5,2.8,3.2,5.7,1.2,0.1,2.0,1.9,13.8
2018,31,2605,TOT,Total After Trade,Ramon Sessions,1986-04-11,31.0,NBA,PG,28.0,3.0,392.0,3.9,10.7,0.36,0.7,2.4,0.31,3.1,8.4,0.37,4.0,5.2,0.77,0.6,2.9,3.5,7.1,1.3,0.2,2.8,2.7,12.5
2018,20,2605,NYK,New York Knicks,Ramon Sessions,1986-04-11,31.0,NBA,PG,13.0,3.0,167.0,3.7,11.4,0.32,0.4,2.4,0.18,3.2,9.1,0.36,2.6,3.2,0.8,0.2,3.7,3.9,5.8,1.5,0.2,3.2,3.0,10.3
2018,30,2605,WAS,Washington Wizards,Ramon Sessions,1986-04-11,31.0,NBA,PG,15.0,0.0,225.0,4.0,10.2,0.39,1.0,2.4,0.4,3.0,7.8,0.39,5.1,6.7,0.76,0.8,2.4,3.2,8.0,1.1,0.2,2.4,2.4,14.1
