Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1986,29,1826,UTA,Utah Jazz,Karl Malone,1963-07-24,22.0,NBA,PF,81.0,76.0,2475.0,504.0,1016.0,0.5,0.0,2.0,0.0,504.0,1014.0,0.5,0.5,195.0,405.0,0.48,174.0,544.0,718.0,236.0,105.0,44.0,279.0,295.0,1203.0,0.0
1987,29,1826,UTA,Utah Jazz,Karl Malone,1963-07-24,23.0,NBA,PF,82.0,82.0,2857.0,728.0,1422.0,0.51,0.0,7.0,0.0,728.0,1415.0,0.51,0.51,323.0,540.0,0.6,278.0,577.0,855.0,158.0,104.0,60.0,237.0,323.0,1779.0,0.0
1988,29,1826,UTA,Utah Jazz,Karl Malone,1963-07-24,24.0,NBA,PF,82.0,82.0,3198.0,858.0,1650.0,0.52,0.0,5.0,0.0,858.0,1645.0,0.52,0.52,552.0,789.0,0.7,277.0,709.0,986.0,199.0,117.0,50.0,325.0,296.0,2268.0,0.0
1989,29,1826,UTA,Utah Jazz,Karl Malone,1963-07-24,25.0,NBA,PF,80.0,80.0,3126.0,809.0,1559.0,0.52,5.0,16.0,0.31,804.0,1543.0,0.52,0.52,703.0,918.0,0.77,259.0,594.0,853.0,219.0,144.0,70.0,285.0,286.0,2326.0,0.0
1990,29,1826,UTA,Utah Jazz,Karl Malone,1963-07-24,26.0,NBA,PF,82.0,82.0,3122.0,914.0,1627.0,0.56,16.0,43.0,0.37,898.0,1584.0,0.57,0.57,696.0,913.0,0.76,232.0,679.0,911.0,226.0,121.0,50.0,304.0,259.0,2540.0,0.0
1991,29,1826,UTA,Utah Jazz,Karl Malone,1963-07-24,27.0,NBA,PF,82.0,82.0,3302.0,847.0,1608.0,0.53,4.0,14.0,0.29,843.0,1594.0,0.53,0.53,684.0,888.0,0.77,236.0,731.0,967.0,270.0,89.0,79.0,244.0,268.0,2382.0,0.0
1992,29,1826,UTA,Utah Jazz,Karl Malone,1963-07-24,28.0,NBA,PF,81.0,81.0,3054.0,798.0,1516.0,0.53,3.0,17.0,0.18,795.0,1499.0,0.53,0.53,673.0,865.0,0.78,225.0,684.0,909.0,241.0,108.0,51.0,248.0,226.0,2272.0,0.0
1993,29,1826,UTA,Utah Jazz,Karl Malone,1963-07-24,29.0,NBA,PF,82.0,82.0,3099.0,797.0,1443.0,0.55,4.0,20.0,0.2,793.0,1423.0,0.56,0.55,619.0,836.0,0.74,227.0,692.0,919.0,308.0,124.0,85.0,240.0,261.0,2217.0,0.0
1994,29,1826,UTA,Utah Jazz,Karl Malone,1963-07-24,30.0,NBA,PF,82.0,82.0,3329.0,772.0,1552.0,0.5,8.0,32.0,0.25,764.0,1520.0,0.5,0.5,511.0,736.0,0.69,235.0,705.0,940.0,328.0,125.0,126.0,234.0,268.0,2063.0,0.0
1995,29,1826,UTA,Utah Jazz,Karl Malone,1963-07-24,31.0,NBA,PF,82.0,82.0,3126.0,830.0,1548.0,0.54,11.0,41.0,0.27,819.0,1507.0,0.54,0.54,516.0,695.0,0.74,156.0,715.0,871.0,285.0,129.0,85.0,236.0,269.0,2187.0,0.0
