Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1984,1,3214,ATL,Atlanta Hawks,Randy Wittman,"October 28, 1959",24.0,NBA,SG,78.0,1.0,1071.0,7.5,15.0,0.5,0.1,0.2,0.4,7.4,14.7,0.5,1.3,2.2,0.61,0.7,2.7,3.3,3.3,0.8,0.0,1.5,3.9,16.5,,106.0,112.0
1985,1,3214,ATL,Atlanta Hawks,Randy Wittman,"October 28, 1959",25.0,NBA,SG,41.0,22.0,1168.0,7.7,14.5,0.53,0.1,0.3,0.29,7.6,14.2,0.54,1.2,1.7,0.73,0.7,2.3,3.0,5.1,1.2,0.3,2.3,2.4,16.7,,108.0,112.0
1986,1,3214,ATL,Atlanta Hawks,Randy Wittman,"October 28, 1959",26.0,NBA,SG,81.0,79.0,2760.0,8.1,15.3,0.53,0.1,0.3,0.31,8.0,15.0,0.53,1.8,2.3,0.77,0.9,2.1,3.0,5.3,1.4,0.2,2.0,2.1,18.1,,114.0,110.0
1987,1,3214,ATL,Atlanta Hawks,Randy Wittman,"October 28, 1959",27.0,NBA,SG,71.0,65.0,2049.0,9.6,19.0,0.5,0.1,0.3,0.33,9.5,18.8,0.5,2.4,3.1,0.79,0.7,2.3,3.0,5.1,0.9,0.4,2.1,2.6,21.6,,112.0,111.0
1988,1,3214,ATL,Atlanta Hawks,Randy Wittman,"October 28, 1959",28.0,NBA,SG,82.0,82.0,2412.0,7.8,16.3,0.48,0.0,0.0,,7.8,16.3,0.48,1.5,1.8,0.8,0.8,2.7,3.5,6.2,1.0,0.4,1.7,2.4,17.0,,109.0,112.0
1989,31,3214,TOT,Total After Trade,Randy Wittman,"October 28, 1959",29.0,NBA,SF,64.0,13.0,1120.0,5.6,12.3,0.46,0.1,0.3,0.5,5.5,12.0,0.45,1.2,1.8,0.68,1.1,2.3,3.4,4.8,1.0,0.1,1.4,1.8,12.5,,106.0,115.0
1989,26,3214,SAC,Sacramento Kings,Randy Wittman,"October 28, 1959",29.0,NBA,SF,31.0,2.0,416.0,5.7,13.4,0.43,0.2,0.5,0.5,5.5,13.0,0.42,1.8,2.5,0.73,0.7,2.3,3.0,3.7,1.1,0.0,1.4,1.4,13.6,,101.0,114.0
1989,12,3214,IND,Indiana Pacers,Randy Wittman,"October 28, 1959",29.0,NBA,SF,33.0,11.0,704.0,5.5,11.6,0.47,0.1,0.1,0.5,5.4,11.5,0.47,0.8,1.3,0.63,1.4,2.3,3.7,5.4,0.9,0.1,1.4,2.1,11.9,,109.0,116.0
1990,12,3214,IND,Indiana Pacers,Randy Wittman,"October 28, 1959",30.0,NBA,SF,61.0,0.0,544.0,5.6,11.1,0.51,0.1,0.2,0.5,5.5,10.9,0.51,0.5,0.5,0.83,0.4,2.4,2.7,3.5,0.6,0.4,2.1,1.9,11.8,,99.0,116.0
1991,12,3214,IND,Indiana Pacers,Randy Wittman,"October 28, 1959",31.0,NBA,SF,41.0,0.0,355.0,4.8,10.8,0.44,0.0,0.7,0.0,4.8,10.1,0.47,0.5,0.8,0.67,0.8,3.7,4.5,3.4,1.4,0.5,1.4,1.2,10.1,,98.0,115.0
1992,12,3214,IND,Indiana Pacers,Randy Wittman,"October 28, 1959",32.0,NBA,SG,24.0,0.0,115.0,3.4,8.0,0.42,0.0,0.0,,3.4,8.0,0.42,0.4,0.8,0.5,0.4,3.4,3.8,4.6,0.8,0.0,1.3,1.7,7.2,,98.0,115.0
