PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Terrell Brandon,25,3,3,41.7,7.0,15.7,0.447,1.0,3.0,0.33299999999999996,6.0,12.7,0.474,0.479,4.3,5.0,0.867,0.3,2.7,3.0,8.0,1.3,0.3,3.7,3.3,19.3
Danny Ferry,29,3,3,39.0,4.7,13.7,0.341,0.3,5.3,0.063,4.3,8.3,0.52,0.354,0.0,0.0,,0.3,4.7,5.0,3.0,1.0,0.7,1.3,4.3,9.7
Chris Mills,26,3,3,35.0,3.7,11.0,0.33299999999999996,0.0,1.7,0.0,3.7,9.3,0.39299999999999996,0.33299999999999996,0.3,0.3,1.0,1.7,3.7,5.3,1.7,0.7,0.7,1.0,3.3,7.7
Michael Cage,34,3,3,33.7,2.7,4.7,0.5710000000000001,0.0,0.0,,2.7,4.7,0.5710000000000001,0.5710000000000001,1.0,1.7,0.6,4.3,5.0,9.3,0.7,0.7,1.7,0.0,1.7,6.3
Bobby Phills,26,3,3,32.0,4.3,11.7,0.371,0.7,3.3,0.2,3.7,8.3,0.44,0.4,0.3,1.3,0.25,1.7,3.0,4.7,2.0,0.7,0.3,1.7,1.3,9.7
Dan Majerle,30,3,0,30.3,5.3,12.0,0.444,3.3,7.7,0.435,2.0,4.3,0.462,0.583,2.7,3.0,0.889,0.7,3.3,4.0,3.0,1.3,0.7,1.0,2.0,16.7
Tyrone Hill,27,3,0,17.7,3.0,4.0,0.75,0.0,0.0,,3.0,4.0,0.75,0.75,2.3,3.0,0.778,2.3,2.7,5.0,0.0,0.0,0.0,1.0,3.7,8.3
Bob Sura,22,3,0,6.0,0.7,1.0,0.667,0.0,0.0,,0.7,1.0,0.667,0.667,0.0,0.0,,0.0,0.3,0.3,1.0,0.3,0.0,1.3,1.3,1.3
John Crotty,26,2,0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0
John Amaechi,25,1,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Lang,23,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donny Marshall,23,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
