PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Karl Malone,32,18,18,40.3,10.4,22.3,0.469,0.0,0.2,0.0,10.4,22.1,0.47200000000000003,0.469,5.6,9.8,0.574,2.6,7.7,10.3,4.4,1.9,0.6,2.5,3.4,26.5
John Stockton,33,18,18,37.7,3.9,8.7,0.446,0.6,2.1,0.289,3.3,6.6,0.496,0.48100000000000004,2.7,3.3,0.8140000000000001,0.8,2.4,3.2,10.8,1.6,0.4,3.2,2.8,11.1
Jeff Hornacek,32,18,18,35.8,5.8,11.5,0.502,1.9,3.2,0.586,3.9,8.3,0.47,0.585,4.1,4.6,0.89,1.2,2.4,3.6,3.3,1.1,0.2,1.5,2.3,17.5
Bryon Russell,25,18,0,25.5,3.2,6.9,0.46799999999999997,1.4,2.9,0.47200000000000003,1.8,3.9,0.465,0.569,1.7,2.1,0.816,0.9,3.2,4.2,1.2,1.3,0.5,0.6,2.3,9.6
Antoine Carr,34,18,0,18.8,2.6,5.4,0.474,0.0,0.0,,2.6,5.4,0.474,0.474,0.9,1.4,0.68,0.6,1.3,1.9,1.2,0.2,0.8,0.9,3.7,6.1
David Benoit,27,14,5,18.5,2.4,5.0,0.47100000000000003,1.0,2.0,0.5,1.4,3.0,0.452,0.5710000000000001,0.5,0.6,0.778,0.4,2.2,2.6,0.5,0.1,0.2,1.0,1.2,6.2
Chris Morris,30,18,13,17.8,2.5,5.9,0.425,0.6,2.1,0.27,1.9,3.8,0.507,0.47200000000000003,0.7,0.9,0.75,1.3,2.6,3.9,1.1,0.7,0.4,0.8,1.4,6.2
Felton Spencer,28,18,18,15.3,1.3,2.9,0.434,0.0,0.1,0.0,1.3,2.9,0.442,0.434,0.3,0.5,0.556,1.4,1.6,3.0,0.1,0.3,1.2,1.1,3.2,2.8
Greg Ostertag,22,15,0,14.1,1.3,3.0,0.444,0.0,0.0,,1.3,3.0,0.444,0.444,0.9,1.4,0.619,1.2,2.1,3.3,0.1,0.1,1.4,0.3,1.9,3.5
Howard Eisley,23,18,0,11.2,0.9,2.3,0.381,0.2,0.5,0.33299999999999996,0.7,1.8,0.39399999999999996,0.41700000000000004,1.0,1.2,0.818,0.2,1.0,1.2,2.4,0.2,0.1,0.6,1.6,2.9
Adam Keefe,25,17,0,10.5,1.4,2.0,0.6759999999999999,0.1,0.1,0.5,1.3,1.9,0.688,0.691,0.6,1.0,0.647,0.5,1.4,1.9,0.1,0.2,0.1,0.5,1.4,3.4
Greg Foster,27,12,0,6.3,0.9,1.8,0.5,0.0,0.0,,0.9,1.8,0.5,0.5,0.5,0.8,0.6,0.5,0.5,1.0,0.2,0.1,0.2,0.4,1.3,2.3
