PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Avery Johnson,30,10,10,40.7,5.2,12.1,0.43,0.0,0.2,0.0,5.2,11.9,0.43700000000000006,0.43,1.9,2.7,0.7040000000000001,0.6,3.0,3.6,9.4,2.0,0.1,2.4,2.1,12.3
Sean Elliott,27,10,10,38.9,4.7,11.7,0.402,1.0,3.4,0.294,3.7,8.3,0.446,0.444,5.1,6.4,0.797,1.1,2.8,3.9,2.5,1.1,0.4,3.0,2.4,15.5
Vinny Del Negro,29,10,10,37.9,5.7,12.4,0.46,1.6,2.7,0.593,4.1,9.7,0.423,0.524,1.3,1.9,0.684,0.4,2.2,2.6,2.9,1.3,0.3,0.6,1.9,14.3
David Robinson,30,10,10,35.3,8.3,16.1,0.516,0.0,0.0,,8.3,16.1,0.516,0.516,7.0,10.5,0.667,3.7,6.4,10.1,2.4,1.5,2.5,2.4,3.8,23.6
Chuck Person,31,10,0,28.4,4.1,7.7,0.532,2.5,4.7,0.532,1.6,3.0,0.5329999999999999,0.695,1.4,1.7,0.8240000000000001,0.5,3.5,4.0,1.6,0.2,0.3,1.1,3.2,12.1
Will Perdue,30,10,2,24.2,2.9,4.2,0.69,0.0,0.0,,2.9,4.2,0.69,0.69,1.6,2.0,0.8,2.6,5.3,7.9,0.5,0.2,0.4,1.1,2.4,7.4
Charles Smith,30,10,8,16.5,2.4,4.8,0.5,0.0,0.0,,2.4,4.8,0.5,0.5,0.3,0.8,0.375,1.1,2.6,3.7,1.0,0.7,1.0,0.8,2.8,5.1
Doc Rivers,34,2,0,10.0,0.5,1.5,0.33299999999999996,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.5,1.5
Cory Alexander,22,9,0,7.8,1.1,2.7,0.41700000000000004,0.1,0.6,0.2,1.0,2.1,0.474,0.43799999999999994,0.6,0.8,0.7140000000000001,0.4,0.6,1.0,1.0,0.2,0.0,0.7,0.9,2.9
Greg Anderson,31,6,0,5.7,0.0,0.8,0.0,0.0,0.0,,0.0,0.8,0.0,0.0,0.2,0.3,0.5,0.3,1.2,1.5,0.0,0.3,0.2,0.7,0.8,0.2
Monty Williams,24,7,0,4.1,0.3,1.3,0.222,0.0,0.0,,0.3,1.3,0.222,0.222,0.4,0.9,0.5,0.4,0.6,1.0,0.0,0.0,0.0,0.6,0.6,1.0
Carl Herrera,29,7,0,4.0,0.0,0.4,0.0,0.0,0.0,,0.0,0.4,0.0,0.0,0.3,0.3,1.0,0.3,0.3,0.6,0.1,0.3,0.1,0.4,1.0,0.3
