SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1996,26,SAC,Mitch Richmond,30,4,4,36.5,6.0,13.5,0.44,2.0,5.8,0.35,4.0,7.8,0.52,0.52,7.0,8.8,0.8,0.8,3.5,4.3,3.0,0.8,0.0,3.8,2.8,21.0
1996,26,SAC,Olden Polynice,31,4,4,35.3,6.0,11.5,0.52,0.3,0.3,1.0,5.8,11.3,0.51,0.53,1.5,2.3,0.67,4.0,8.0,12.0,0.8,0.3,1.8,0.8,3.8,13.8
1996,26,SAC,Billy Owens,26,4,4,32.8,3.8,8.5,0.44,0.0,1.0,0.0,3.8,7.5,0.5,0.44,0.8,1.5,0.5,1.3,5.3,6.5,3.5,1.0,0.3,2.8,4.3,8.3
1996,26,SAC,Brian Grant,23,4,4,31.0,4.0,10.5,0.38,0.0,0.0,,4.0,10.5,0.38,0.38,1.8,3.5,0.5,1.8,3.3,5.0,1.0,0.5,1.8,3.3,3.5,9.8
1996,26,SAC,Tyus Edney,22,4,4,30.3,4.5,10.5,0.43,0.5,2.0,0.25,4.0,8.5,0.47,0.45,2.5,3.0,0.83,0.5,2.5,3.0,2.8,2.0,0.0,2.3,2.8,12.0
1996,26,SAC,AarAnas MarAiulionis,31,4,0,25.3,2.0,7.3,0.28,1.0,4.5,0.22,1.0,2.8,0.36,0.34,2.3,3.8,0.6,1.0,0.8,1.8,3.5,2.5,0.0,2.5,1.0,7.3
1996,26,SAC,Michael Smith,23,4,0,21.8,1.8,3.0,0.58,0.0,0.0,,1.8,3.0,0.58,0.58,1.3,2.8,0.46,1.8,3.8,5.5,2.0,0.3,0.5,0.5,3.5,4.8
1996,26,SAC,Lionel Simmons,27,4,0,19.3,3.8,8.3,0.46,0.8,2.3,0.33,3.0,6.0,0.5,0.5,1.3,1.8,0.71,1.0,2.0,3.0,2.0,1.5,0.5,1.5,3.0,9.5
1996,26,SAC,Duane Causwell,27,2,0,12.5,0.5,1.5,0.33,0.0,0.5,0.0,0.5,1.0,0.5,0.33,1.5,2.0,0.75,0.5,2.0,2.5,0.5,0.0,0.0,1.0,1.5,2.5
1996,26,SAC,Bobby Hurley,24,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,26,SAC,Corliss Williamson,22,1,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1996,26,SAC,Kevin Gamble,30,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
