PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Allan Houston,24,3,3,45.3,8.3,19.3,0.431,2.3,7.0,0.33299999999999996,6.0,12.3,0.486,0.491,6.0,6.7,0.9,0.3,2.3,2.7,2.0,0.0,0.3,3.7,3.7,25.0
Joe Dumars,32,3,3,41.0,5.3,11.7,0.457,1.7,4.7,0.35700000000000004,3.7,7.0,0.524,0.529,1.3,1.3,1.0,1.7,2.7,4.3,3.7,0.0,0.0,2.3,1.7,13.7
Grant Hill,23,3,3,38.3,7.3,13.0,0.564,0.3,0.7,0.5,7.0,12.3,0.568,0.5770000000000001,4.0,4.7,0.857,1.3,6.0,7.3,3.7,1.0,0.0,2.7,4.3,19.0
Otis Thorpe,33,3,3,33.7,4.3,8.0,0.542,0.0,0.0,,4.3,8.0,0.542,0.542,3.0,4.0,0.75,4.7,7.0,11.7,2.3,0.0,0.0,2.3,3.0,11.7
Mark West,35,3,3,26.0,3.7,7.0,0.524,0.0,0.0,,3.7,7.0,0.524,0.524,2.0,4.3,0.462,2.0,3.3,5.3,0.3,0.3,0.3,0.7,4.0,9.3
Lindsey Hunter,25,2,0,18.0,1.0,4.0,0.25,0.5,2.0,0.25,0.5,2.0,0.25,0.313,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,3.0
Terry Mills,28,3,0,16.0,1.7,6.7,0.25,0.3,2.7,0.125,1.3,4.0,0.33299999999999996,0.275,1.7,2.0,0.833,1.0,0.7,1.7,1.3,0.3,0.0,0.3,2.0,5.3
Michael Curry,27,3,0,14.3,1.0,2.3,0.429,0.0,0.3,0.0,1.0,2.0,0.5,0.429,0.0,0.0,,0.3,0.7,1.0,0.3,0.3,0.3,0.0,1.7,2.0
Don Reid,22,3,0,8.7,0.3,1.0,0.33299999999999996,0.0,0.0,,0.3,1.0,0.33299999999999996,0.33299999999999996,0.3,1.0,0.33299999999999996,0.0,0.3,0.3,0.3,0.0,0.7,0.3,2.7,1.0
Theo Ratliff,22,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lou Roe,23,2,0,3.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0
Eric Leckner,29,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
