PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Scottie Pippen,30,18,18,41.2,6.2,15.9,0.39,1.7,5.8,0.28600000000000003,4.6,10.1,0.451,0.44299999999999995,2.8,4.4,0.638,3.4,5.1,8.5,5.9,2.6,0.9,2.3,2.8,16.9
Michael Jordan,32,18,18,40.7,10.4,22.6,0.45899999999999996,1.4,3.4,0.40299999999999997,9.0,19.2,0.47,0.49,8.5,10.4,0.818,1.7,3.2,4.9,4.1,1.8,0.3,2.3,2.7,30.7
Dennis Rodman,34,18,15,34.4,2.8,5.7,0.485,0.0,0.0,,2.8,5.7,0.485,0.485,1.9,3.3,0.593,5.4,8.3,13.7,2.1,0.8,0.4,2.3,4.2,7.5
Toni Kukoč,27,15,5,29.3,3.9,10.1,0.391,0.9,4.5,0.191,3.1,5.5,0.5539999999999999,0.434,2.1,2.5,0.838,1.3,2.9,4.2,3.9,0.9,0.3,1.7,2.2,10.8
Ron Harper,32,18,16,27.4,3.2,7.4,0.425,0.8,2.6,0.319,2.3,4.8,0.483,0.48100000000000004,1.6,2.3,0.69,1.4,2.3,3.7,2.5,1.4,0.4,1.0,2.1,8.8
Luc Longley,27,18,18,24.4,3.4,7.2,0.469,0.0,0.0,,3.4,7.2,0.469,0.469,1.6,2.1,0.757,1.9,2.7,4.6,1.6,0.4,1.4,2.1,4.6,8.3
Steve Kerr,30,18,0,19.8,2.2,4.8,0.44799999999999995,0.9,2.9,0.321,1.2,1.9,0.647,0.546,1.5,1.7,0.871,0.2,0.8,1.0,1.7,0.8,0.0,0.7,1.2,6.8
Bill Wennington,32,18,0,9.4,1.4,2.8,0.52,0.0,0.1,0.0,1.4,2.7,0.531,0.52,0.1,0.2,0.5,0.6,1.1,1.7,0.5,0.2,0.1,0.3,1.7,3.0
Jud Buechler,27,17,0,7.5,1.1,2.2,0.474,0.5,1.2,0.381,0.6,1.0,0.588,0.579,0.1,0.2,0.5,0.1,0.5,0.6,0.4,0.4,0.0,0.5,0.8,2.7
Randy Brown,27,16,0,7.0,1.0,1.8,0.5710000000000001,0.2,0.4,0.5,0.8,1.4,0.591,0.625,0.6,0.8,0.75,0.2,0.4,0.6,0.4,0.3,0.1,0.4,1.1,2.8
John Salley,31,16,0,5.3,0.4,0.7,0.545,0.0,0.0,,0.4,0.7,0.545,0.545,0.1,0.4,0.28600000000000003,0.3,0.4,0.7,0.4,0.1,0.1,0.3,1.6,0.9
James Edwards,40,6,0,4.7,0.7,1.5,0.444,0.0,0.0,,0.7,1.5,0.444,0.444,0.5,0.7,0.75,0.0,0.7,0.7,0.0,0.0,0.0,0.2,1.7,1.8
