PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Anthony Mason,29,8,8,43.8,5.1,9.8,0.526,0.0,0.0,,5.1,9.8,0.526,0.526,2.4,3.5,0.679,2.1,5.6,7.8,3.3,0.5,0.1,2.5,2.5,12.6
Patrick Ewing,33,8,8,41.0,8.1,17.1,0.474,0.1,0.3,0.5,8.0,16.9,0.474,0.478,5.1,7.9,0.6509999999999999,1.4,9.3,10.6,1.9,0.1,3.1,3.8,2.8,21.5
John Starks,30,8,8,39.3,4.9,10.9,0.44799999999999995,2.6,5.6,0.467,2.3,5.3,0.429,0.569,3.6,4.9,0.7440000000000001,0.4,3.3,3.6,4.1,1.6,0.1,3.1,3.3,16.0
Charles Oakley,32,8,8,38.5,4.9,9.8,0.5,0.3,0.8,0.33299999999999996,4.6,9.0,0.514,0.513,3.1,4.5,0.6940000000000001,3.5,5.1,8.6,1.8,1.0,0.0,3.5,4.1,13.1
Derek Harper,34,8,8,36.6,3.6,10.3,0.354,1.4,4.4,0.314,2.3,5.9,0.38299999999999995,0.42100000000000004,1.4,1.9,0.733,0.0,2.1,2.1,4.8,1.3,0.1,1.8,3.0,10.0
Hubert Davis,25,8,0,18.1,2.1,3.9,0.5479999999999999,1.3,2.4,0.526,0.9,1.5,0.583,0.71,1.1,1.4,0.818,0.5,1.0,1.5,0.5,0.0,0.0,0.9,1.5,6.6
Willie Anderson,29,4,0,16.0,1.8,5.5,0.318,0.3,1.5,0.16699999999999998,1.5,4.0,0.375,0.341,1.5,1.8,0.857,0.5,1.8,2.3,0.3,1.0,0.0,1.5,2.5,5.3
Charlie Ward,25,7,0,13.1,1.9,3.9,0.48100000000000004,0.4,1.7,0.25,1.4,2.1,0.667,0.537,0.4,1.0,0.429,0.3,1.0,1.3,2.4,1.6,0.0,0.9,1.3,4.6
Gary Grant,30,1,0,8.0,2.0,5.0,0.4,2.0,3.0,0.667,0.0,2.0,0.0,0.6,0.0,0.0,,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,6.0
J.R. Reid,27,1,0,7.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0
Herb Williams,37,5,0,6.6,0.6,1.0,0.6,0.0,0.0,,0.6,1.0,0.6,0.6,0.6,0.8,0.75,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,1.8
Ron Grandison,31,2,0,1.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
