PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Anfernee Hardaway,24,12,12,39.4,8.4,18.1,0.465,1.7,4.6,0.364,6.8,13.5,0.5,0.512,4.8,6.5,0.7440000000000001,1.7,3.0,4.7,6.0,1.7,0.3,2.2,2.3,23.3
Shaquille O'Neal,23,12,12,38.3,10.9,18.0,0.606,0.0,0.0,,10.9,18.0,0.606,0.606,4.0,10.2,0.39299999999999996,4.1,5.9,10.0,4.6,0.8,1.3,3.7,3.3,25.8
Nick Anderson,28,11,11,38.0,5.0,11.5,0.433,1.6,5.7,0.28600000000000003,3.4,5.8,0.578,0.504,2.5,4.1,0.622,1.5,3.5,5.0,1.9,1.9,0.5,1.9,2.0,14.2
Dennis Scott,27,12,12,37.2,4.0,9.7,0.414,2.2,5.8,0.377,1.8,3.9,0.46799999999999997,0.526,1.2,1.8,0.636,0.8,2.8,3.6,1.9,0.8,0.1,1.3,3.1,11.3
Horace Grant,30,9,9,37.1,6.8,10.4,0.649,0.0,0.0,,6.8,10.4,0.649,0.649,1.4,1.7,0.867,3.4,7.0,10.4,1.4,0.8,0.7,0.7,2.6,15.0
Brian Shaw,29,10,0,21.7,1.8,5.2,0.34600000000000003,0.8,2.2,0.364,1.0,3.0,0.33299999999999996,0.423,0.3,0.4,0.75,0.6,1.5,2.1,4.6,0.5,0.0,1.9,2.7,4.7
Donald Royal,29,7,0,13.1,1.0,1.7,0.583,0.0,0.0,,1.0,1.7,0.583,0.583,1.6,2.3,0.688,0.6,1.0,1.6,0.1,0.0,0.1,0.3,1.0,3.6
Anthony Bowie,32,12,1,12.7,1.1,2.3,0.48100000000000004,0.0,0.0,,1.1,2.3,0.48100000000000004,0.48100000000000004,0.3,0.3,1.0,0.3,1.2,1.4,1.2,0.3,0.2,0.4,1.3,2.5
Jon Koncak,32,12,3,11.7,0.3,0.6,0.5710000000000001,0.0,0.0,,0.3,0.6,0.5710000000000001,0.5710000000000001,0.3,0.6,0.429,0.7,1.3,1.9,0.3,0.4,0.3,0.3,3.3,0.9
Brooks Thompson,25,5,0,9.6,2.0,4.2,0.47600000000000003,0.2,1.2,0.16699999999999998,1.8,3.0,0.6,0.5,1.0,1.4,0.7140000000000001,0.6,0.4,1.0,1.4,0.0,0.2,1.8,1.4,5.2
Joe Wolf,31,11,0,7.7,0.7,2.1,0.348,0.1,0.3,0.33299999999999996,0.6,1.8,0.35,0.37,0.3,0.4,0.75,0.1,0.5,0.5,0.2,0.1,0.0,0.4,1.7,1.8
Anthony Bonner,27,4,0,4.0,0.3,0.8,0.33299999999999996,0.0,0.0,,0.3,0.8,0.33299999999999996,0.33299999999999996,0.3,0.5,0.5,0.5,0.0,0.5,0.3,0.0,0.0,0.0,0.8,0.8
