SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1996,11,HOU,Hakeem Olajuwon,33,8,8,41.1,9.4,18.4,0.51,0.0,0.1,0.0,9.4,18.3,0.51,0.51,3.6,5.0,0.72,2.1,7.0,9.1,3.9,1.9,2.1,3.6,3.5,22.4
1996,11,HOU,Robert Horry,25,8,8,38.5,4.6,11.4,0.41,2.6,6.6,0.4,2.0,4.8,0.42,0.52,1.3,2.9,0.44,1.9,5.3,7.1,3.0,2.6,1.6,1.9,3.6,13.1
1996,11,HOU,Clyde Drexler,33,8,8,36.5,6.1,14.8,0.42,1.1,4.3,0.26,5.0,10.5,0.48,0.45,3.3,4.3,0.76,1.9,5.9,7.8,5.0,2.6,0.5,2.5,2.8,16.6
1996,11,HOU,Mario Elie,32,8,0,29.1,3.6,8.3,0.44,1.1,3.0,0.38,2.5,5.3,0.48,0.51,1.4,1.5,0.92,0.8,2.0,2.8,1.8,0.9,0.4,0.6,2.1,9.8
1996,11,HOU,Sam Cassell,26,8,0,25.8,3.3,10.1,0.32,1.0,3.6,0.28,2.3,6.5,0.35,0.37,2.9,3.6,0.79,0.1,2.0,2.1,4.3,0.8,0.1,2.3,2.5,10.4
1996,11,HOU,Kenny Smith,30,8,8,23.9,2.9,6.6,0.43,1.5,3.9,0.39,1.4,2.8,0.5,0.55,1.6,1.6,1.0,0.5,1.0,1.5,4.8,0.6,0.0,1.0,1.8,8.9
1996,11,HOU,Chucky Brown,27,8,8,21.0,3.1,5.6,0.56,0.0,0.0,,3.1,5.6,0.56,0.56,1.9,2.3,0.83,0.8,2.3,3.0,0.6,0.4,0.0,0.5,2.1,8.1
1996,11,HOU,Mark Bryant,30,8,0,18.1,2.6,4.4,0.6,0.0,0.0,,2.6,4.4,0.6,0.6,1.5,1.9,0.8,0.9,2.5,3.4,0.5,0.1,0.3,0.4,2.6,6.8
1996,11,HOU,Pete Chilcutt,27,1,0,10.0,1.0,4.0,0.25,0.0,1.0,0.0,1.0,3.0,0.33,0.25,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0
1996,11,HOU,Eldridge Recasner,28,1,0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
1996,11,HOU,Sam Mack,25,6,0,7.8,0.8,2.5,0.33,0.3,1.5,0.22,0.5,1.0,0.5,0.4,0.0,0.5,0.0,0.0,1.5,1.5,0.2,0.2,0.0,0.3,0.2,2.0
1996,11,HOU,Charles Jones,38,3,0,2.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
