Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1989,3,2053,NJN,New Jersey Nets,Chris Morris,1966-01-20,23.0,NBA,SF,76.0,48.0,2096.0,414.0,905.0,0.46,64.0,175.0,0.37,350.0,730.0,0.48,0.49,182.0,254.0,0.72,188.0,209.0,397.0,119.0,102.0,60.0,190.0,250.0,1074.0,0.0
1990,3,2053,NJN,New Jersey Nets,Chris Morris,1966-01-20,24.0,NBA,SF,80.0,76.0,2449.0,449.0,1065.0,0.42,61.0,193.0,0.32,388.0,872.0,0.44,0.45,228.0,316.0,0.72,194.0,228.0,422.0,143.0,130.0,79.0,185.0,219.0,1187.0,0.0
1991,3,2053,NJN,New Jersey Nets,Chris Morris,1966-01-20,25.0,NBA,SF,79.0,68.0,2553.0,409.0,962.0,0.42,45.0,179.0,0.25,364.0,783.0,0.46,0.45,179.0,244.0,0.73,210.0,311.0,521.0,220.0,138.0,96.0,167.0,248.0,1042.0,1.0
1992,3,2053,NJN,New Jersey Nets,Chris Morris,1966-01-20,26.0,NBA,SF,77.0,74.0,2394.0,346.0,726.0,0.48,22.0,110.0,0.2,324.0,616.0,0.53,0.49,165.0,231.0,0.71,199.0,295.0,494.0,197.0,129.0,81.0,171.0,211.0,879.0,0.0
1993,3,2053,NJN,New Jersey Nets,Chris Morris,1966-01-20,27.0,NBA,SF,77.0,57.0,2302.0,436.0,907.0,0.48,17.0,76.0,0.22,419.0,831.0,0.5,0.49,197.0,248.0,0.79,227.0,227.0,454.0,106.0,144.0,52.0,119.0,171.0,1086.0,0.0
1994,3,2053,NJN,New Jersey Nets,Chris Morris,1966-01-20,28.0,NBA,SF,50.0,27.0,1349.0,203.0,454.0,0.45,53.0,147.0,0.36,150.0,307.0,0.49,0.51,85.0,118.0,0.72,91.0,137.0,228.0,83.0,55.0,49.0,52.0,120.0,544.0,0.0
1995,3,2053,NJN,New Jersey Nets,Chris Morris,1966-01-20,29.0,NBA,SF,71.0,49.0,2131.0,351.0,856.0,0.41,106.0,317.0,0.33,245.0,539.0,0.46,0.47,142.0,195.0,0.73,181.0,221.0,402.0,147.0,86.0,51.0,117.0,155.0,950.0,0.0
1996,29,2053,UTA,Utah Jazz,Chris Morris,1966-01-20,30.0,NBA,SG,66.0,33.0,1424.0,265.0,606.0,0.44,63.0,197.0,0.32,202.0,409.0,0.49,0.49,98.0,127.0,0.77,100.0,129.0,229.0,77.0,63.0,20.0,71.0,140.0,691.0,0.0
1997,29,2053,UTA,Utah Jazz,Chris Morris,1966-01-20,31.0,NBA,SF,73.0,1.0,977.0,122.0,299.0,0.41,31.0,113.0,0.27,91.0,186.0,0.49,0.46,39.0,54.0,0.72,37.0,125.0,162.0,43.0,29.0,24.0,45.0,121.0,314.0,0.0
1998,29,2053,UTA,Utah Jazz,Chris Morris,1966-01-20,32.0,NBA,SF,54.0,1.0,538.0,85.0,207.0,0.41,19.0,62.0,0.31,66.0,145.0,0.46,0.46,44.0,61.0,0.72,35.0,79.0,114.0,24.0,25.0,17.0,33.0,61.0,233.0,0.0
1999,24,2053,PHO,Phoenix Suns,Chris Morris,1966-01-20,33.0,NBA,SF,44.0,2.0,535.0,64.0,149.0,0.43,16.0,56.0,0.29,48.0,93.0,0.52,0.48,40.0,46.0,0.87,54.0,67.0,121.0,23.0,16.0,11.0,21.0,54.0,184.0,0.0
