Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1980,12,1505,IND,Indiana Pacers,Mickey Johnson,"August 31, 1952",27.0,NBA,PF,82.0,,2647.0,588.0,1271.0,0.46,5.0,32.0,0.16,583.0,1239.0,0.47,0.46,385.0,482.0,0.8,258.0,423.0,681.0,344.0,153.0,112.0,286.0,291.0,1566.0,2.0
1981,17,1505,MIL,Milwaukee Bucks,Mickey Johnson,"August 31, 1952",28.0,NBA,PF,82.0,,2118.0,379.0,846.0,0.45,3.0,18.0,0.17,376.0,828.0,0.45,0.45,262.0,332.0,0.79,183.0,362.0,545.0,286.0,94.0,71.0,230.0,256.0,1023.0,1.0
1982,17,1505,MIL,Milwaukee Bucks,Mickey Johnson,"August 31, 1952",29.0,NBA,PF,76.0,71.0,1934.0,372.0,757.0,0.49,1.0,7.0,0.14,371.0,750.0,0.5,0.49,233.0,291.0,0.8,133.0,321.0,454.0,215.0,72.0,45.0,191.0,240.0,978.0,0.0
1983,31,1505,TOT,Total After Trade,Mickey Johnson,"August 31, 1952",30.0,NBA,PF,78.0,16.0,2053.0,391.0,921.0,0.42,3.0,36.0,0.08,388.0,885.0,0.44,0.43,312.0,380.0,0.82,163.0,331.0,494.0,255.0,82.0,46.0,238.0,288.0,1097.0,1.0
1983,17,1505,MIL,Milwaukee Bucks,Mickey Johnson,"August 31, 1952",30.0,NBA,PF,6.0,0.0,153.0,30.0,66.0,0.46,0.0,2.0,0.0,30.0,64.0,0.47,0.46,7.0,9.0,0.78,9.0,16.0,25.0,11.0,1.0,2.0,12.0,22.0,67.0,0.0
1983,3,1505,NJN,New Jersey Nets,Mickey Johnson,"August 31, 1952",30.0,NBA,PF,42.0,7.0,1001.0,199.0,496.0,0.4,2.0,17.0,0.12,197.0,479.0,0.41,0.4,164.0,201.0,0.82,66.0,158.0,224.0,144.0,56.0,21.0,121.0,135.0,564.0,0.0
1983,10,1505,GSW,Golden State Warriors,Mickey Johnson,"August 31, 1952",30.0,NBA,PF,30.0,9.0,899.0,162.0,359.0,0.45,1.0,17.0,0.06,161.0,342.0,0.47,0.45,141.0,170.0,0.83,88.0,157.0,245.0,100.0,25.0,23.0,105.0,131.0,466.0,1.0
1984,10,1505,GSW,Golden State Warriors,Mickey Johnson,"August 31, 1952",31.0,NBA,PF,78.0,25.0,2122.0,359.0,852.0,0.42,5.0,29.0,0.17,354.0,823.0,0.43,0.42,339.0,432.0,0.78,198.0,320.0,518.0,219.0,101.0,30.0,216.0,290.0,1062.0,0.0
1985,10,1505,GSW,Golden State Warriors,Mickey Johnson,"August 31, 1952",32.0,NBA,PF,66.0,9.0,1565.0,304.0,714.0,0.43,7.0,30.0,0.23,297.0,684.0,0.43,0.43,260.0,316.0,0.82,149.0,247.0,396.0,149.0,70.0,35.0,142.0,221.0,875.0,0.0
1986,3,1505,NJN,New Jersey Nets,Mickey Johnson,"August 31, 1952",33.0,NBA,PF,79.0,4.0,1574.0,214.0,507.0,0.42,5.0,24.0,0.21,209.0,483.0,0.43,0.43,183.0,233.0,0.78,98.0,234.0,332.0,217.0,67.0,25.0,165.0,248.0,616.0,0.0
