Player ID,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
208,940.0,21495.0,12.15,0.55,0.47,0.1,1.14,8.57,4.88,11.26,1.31,0.29,10.2,19.49,20.5,13.6,34.2,0.07,-0.51,-1.0,-1.52,0.27
