PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Allen Iverson,29,5,5,47.6,11.8,25.2,0.46799999999999997,2.4,5.8,0.414,9.4,19.4,0.485,0.516,5.2,5.8,0.897,0.0,2.2,2.2,10.0,2.0,0.4,4.2,2.4,31.2
Samuel Dalembert,23,5,5,38.4,5.2,9.4,0.5529999999999999,0.0,0.0,,5.2,9.4,0.5529999999999999,0.5529999999999999,1.2,3.0,0.4,3.6,9.2,12.8,0.4,0.4,1.4,1.8,3.8,11.6
Andre Iguodala,21,5,5,38.4,4.0,8.6,0.465,0.6,1.8,0.33299999999999996,3.4,6.8,0.5,0.5,1.2,2.4,0.5,1.6,3.0,4.6,3.0,2.8,1.0,1.0,2.4,9.8
Chris Webber,31,5,5,37.2,7.8,19.0,0.41100000000000003,1.0,2.8,0.35700000000000004,6.8,16.2,0.42,0.43700000000000006,2.4,3.2,0.75,2.4,3.4,5.8,2.8,1.2,0.2,2.2,4.0,19.0
Kyle Korver,23,5,5,29.4,1.6,5.6,0.28600000000000003,1.4,4.8,0.292,0.2,0.8,0.25,0.41100000000000003,0.4,0.4,1.0,0.6,2.0,2.6,1.6,0.8,0.2,1.6,3.6,5.0
Aaron McKie,32,5,0,17.0,0.6,1.4,0.429,0.2,0.6,0.33299999999999996,0.4,0.8,0.5,0.5,0.0,0.0,,0.2,2.2,2.4,1.0,0.8,0.0,0.2,1.8,1.4
Marc Jackson,30,5,0,13.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,1.4,2.2,0.636,0.6,1.0,1.6,0.0,0.4,0.4,1.2,1.8,3.4
Willie Green,23,5,0,12.6,1.6,3.6,0.444,0.4,1.8,0.222,1.2,1.8,0.667,0.5,1.8,2.0,0.9,0.6,1.2,1.8,0.6,0.2,0.0,0.4,1.0,5.4
Rodney Rogers,33,4,0,12.3,1.5,3.3,0.462,0.8,2.0,0.375,0.8,1.3,0.6,0.5770000000000001,1.3,1.8,0.7140000000000001,0.0,1.0,1.0,0.3,0.0,0.5,0.3,1.0,5.0
Josh Davis,24,2,0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0
John Salmons,25,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
