PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jamal Mashburn,30,4,4,40.5,8.5,19.8,0.43,1.5,3.8,0.4,7.0,16.0,0.43799999999999994,0.46799999999999997,6.3,8.8,0.7140000000000001,0.0,3.5,3.5,5.3,1.0,0.3,2.5,1.0,24.8
Baron Davis,23,5,5,38.8,7.4,16.6,0.446,2.4,7.0,0.34299999999999997,5.0,9.6,0.521,0.518,3.2,4.4,0.727,0.8,2.8,3.6,8.4,1.4,0.4,3.0,4.0,20.4
P.J. Brown,33,6,6,32.2,3.5,7.3,0.47700000000000004,0.0,0.0,,3.5,7.3,0.47700000000000004,0.47700000000000004,3.2,4.2,0.76,3.3,4.3,7.7,1.0,1.2,0.5,0.8,3.7,10.2
Jamaal Magloire,24,6,6,31.3,3.7,8.2,0.449,0.0,0.0,,3.7,8.2,0.449,0.449,4.2,5.5,0.758,2.8,5.5,8.3,0.3,0.7,1.0,1.5,2.5,11.5
David Wesley,32,6,6,30.8,4.8,12.0,0.40299999999999997,2.3,5.7,0.41200000000000003,2.5,6.3,0.395,0.5,1.2,1.2,1.0,0.2,1.0,1.2,2.2,0.8,0.2,2.5,3.8,13.2
George Lynch,32,6,3,27.2,3.0,7.0,0.429,0.8,3.0,0.278,2.2,4.0,0.542,0.488,0.2,0.7,0.25,1.7,4.5,6.2,1.7,1.0,0.8,1.3,2.3,7.0
Stacey Augmon,34,4,0,17.3,1.3,3.8,0.33299999999999996,0.0,0.0,,1.3,3.8,0.33299999999999996,0.33299999999999996,1.8,2.0,0.875,0.3,2.3,2.5,0.8,0.8,0.0,0.8,2.0,4.3
Robert Traylor,25,6,0,15.7,1.7,3.7,0.455,0.0,0.0,,1.7,3.7,0.455,0.455,0.2,0.7,0.25,1.8,3.2,5.0,0.7,0.5,0.8,1.0,2.8,3.5
Courtney Alexander,24,4,0,15.0,2.5,4.0,0.625,0.0,0.0,,2.5,4.0,0.625,0.625,0.8,1.0,0.75,2.0,2.0,4.0,1.3,0.0,1.8,1.0,2.3,5.8
Robert Pack,33,4,0,10.5,1.5,3.3,0.462,0.0,0.0,,1.5,3.3,0.462,0.462,0.8,0.8,1.0,0.0,0.3,0.3,1.0,0.0,0.0,0.3,2.3,3.8
Kenny Anderson,32,5,0,10.2,0.8,2.4,0.33299999999999996,0.0,0.0,,0.8,2.4,0.33299999999999996,0.33299999999999996,0.6,0.6,1.0,0.0,0.4,0.4,1.8,0.6,0.0,0.8,1.2,2.2
Courtney Alexander,25,5,0,7.8,1.4,3.2,0.43799999999999994,0.2,0.2,1.0,1.2,3.0,0.4,0.469,0.6,0.8,0.75,0.4,0.4,0.8,0.2,0.4,0.0,0.2,1.2,3.6
