PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Karl Malone,39,5,5,38.2,6.8,16.8,0.405,0.0,0.2,0.0,6.8,16.6,0.41,0.405,6.0,8.2,0.732,1.4,5.4,6.8,4.0,1.6,0.4,4.0,3.0,19.6
Matt Harpring,26,5,5,31.2,6.0,12.4,0.484,0.2,1.4,0.14300000000000002,5.8,11.0,0.527,0.49200000000000005,2.6,3.2,0.813,1.8,3.6,5.4,1.0,1.0,0.2,1.6,4.6,14.8
Greg Ostertag,29,5,5,30.2,3.2,7.2,0.444,0.0,0.0,,3.2,7.2,0.444,0.444,2.8,3.8,0.737,3.8,4.8,8.6,1.6,0.6,1.8,1.6,3.4,9.2
John Stockton,40,5,5,29.8,3.6,7.8,0.462,0.0,0.2,0.0,3.6,7.6,0.474,0.462,4.0,4.0,1.0,1.0,2.2,3.2,5.2,1.6,0.2,2.8,2.6,11.2
Andrei Kirilenko,21,5,0,29.0,3.6,8.6,0.419,0.2,1.4,0.14300000000000002,3.4,7.2,0.47200000000000003,0.43,4.2,4.8,0.875,1.6,3.2,4.8,1.4,0.6,2.0,1.2,1.2,11.6
Calbert Cheaney,31,5,5,24.4,2.0,5.4,0.37,0.0,0.0,,2.0,5.4,0.37,0.37,0.4,0.8,0.5,0.6,0.8,1.4,1.6,0.4,0.2,1.4,3.0,4.4
Mark Jackson,37,5,0,16.6,3.0,6.0,0.5,1.0,1.8,0.556,2.0,4.2,0.47600000000000003,0.583,0.2,0.2,1.0,0.4,0.6,1.0,3.2,0.6,0.0,0.8,2.2,7.2
Tony Massenburg,35,5,0,14.0,2.0,4.2,0.47600000000000003,0.0,0.0,,2.0,4.2,0.47600000000000003,0.47600000000000003,1.0,1.8,0.556,1.4,2.8,4.2,0.4,0.0,0.8,1.0,1.8,5.0
Scott Padgett,26,4,0,13.3,2.0,4.8,0.42100000000000004,0.5,1.8,0.28600000000000003,1.5,3.0,0.5,0.474,0.3,0.5,0.5,1.5,0.8,2.3,1.0,0.8,0.0,1.3,1.5,4.8
DeShawn Stevenson,21,4,0,9.3,1.5,3.8,0.4,0.0,0.5,0.0,1.5,3.3,0.462,0.4,1.5,1.5,1.0,0.5,1.3,1.8,1.0,0.3,0.0,0.0,0.8,4.5
Carlos Arroyo,23,3,0,9.0,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,1.0,1.3,0.75,0.7,0.0,0.7,1.7,0.0,0.0,0.0,0.7,3.0
John Amaechi,32,2,0,8.0,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,1.0,2.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.0,2.0
