Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1987,24,1327,PHO,Phoenix Suns,23.0,NBA,SG,80.0,3.0,1561.0,159.0,350.0,0.45,12.0,43.0,0.28,147.0,307.0,0.48,0.47,94.0,121.0,0.78,41.0,143.0,184.0,361.0,70.0,5.0,153.0,130.0,424.0,,0.0
1988,24,1327,PHO,Phoenix Suns,24.0,NBA,SG,82.0,49.0,2243.0,306.0,605.0,0.51,17.0,58.0,0.29,289.0,547.0,0.53,0.52,152.0,185.0,0.82,71.0,191.0,262.0,540.0,107.0,10.0,156.0,151.0,781.0,,0.0
1989,24,1327,PHO,Phoenix Suns,25.0,NBA,SG,78.0,73.0,2487.0,440.0,889.0,0.5,27.0,81.0,0.33,413.0,808.0,0.51,0.51,147.0,178.0,0.83,75.0,191.0,266.0,465.0,129.0,8.0,111.0,188.0,1054.0,,0.0
1990,24,1327,PHO,Phoenix Suns,26.0,NBA,SG,67.0,60.0,2278.0,483.0,901.0,0.54,40.0,98.0,0.41,443.0,803.0,0.55,0.56,173.0,202.0,0.86,86.0,227.0,313.0,337.0,117.0,14.0,125.0,144.0,1179.0,,1.0
1991,24,1327,PHO,Phoenix Suns,27.0,NBA,SG,80.0,77.0,2733.0,544.0,1051.0,0.52,61.0,146.0,0.42,483.0,905.0,0.53,0.55,201.0,224.0,0.9,74.0,247.0,321.0,409.0,111.0,16.0,130.0,185.0,1350.0,,0.0
1992,24,1327,PHO,Phoenix Suns,28.0,NBA,SG,81.0,81.0,3078.0,635.0,1240.0,0.51,83.0,189.0,0.44,552.0,1051.0,0.52,0.55,279.0,315.0,0.89,106.0,301.0,407.0,411.0,158.0,31.0,170.0,218.0,1632.0,,1.0
1993,23,1327,PHI,Philadelphia 76Ers,29.0,NBA,PG,79.0,78.0,2860.0,582.0,1239.0,0.47,97.0,249.0,0.39,485.0,990.0,0.49,0.51,250.0,289.0,0.86,84.0,258.0,342.0,548.0,131.0,21.0,222.0,203.0,1511.0,,0.0
1994,31,1327,TOT,Total After Trade,30.0,NBA,SG,80.0,62.0,2820.0,472.0,1004.0,0.47,70.0,208.0,0.34,402.0,796.0,0.5,0.5,260.0,296.0,0.88,60.0,219.0,279.0,419.0,127.0,13.0,171.0,186.0,1274.0,,0.0
1994,23,1327,PHI,Philadelphia 76Ers,30.0,NBA,SG,53.0,53.0,1994.0,325.0,715.0,0.46,52.0,166.0,0.31,273.0,549.0,0.5,0.49,178.0,204.0,0.87,41.0,171.0,212.0,315.0,95.0,10.0,138.0,115.0,880.0,,0.0
1994,29,1327,UTA,Utah Jazz,30.0,NBA,SG,27.0,9.0,826.0,147.0,289.0,0.51,18.0,42.0,0.43,129.0,247.0,0.52,0.54,82.0,92.0,0.89,19.0,48.0,67.0,104.0,32.0,3.0,33.0,71.0,394.0,,0.0
1995,29,1327,UTA,Utah Jazz,31.0,NBA,SG,81.0,81.0,2696.0,482.0,937.0,0.51,89.0,219.0,0.41,393.0,718.0,0.55,0.56,284.0,322.0,0.88,53.0,157.0,210.0,347.0,129.0,17.0,145.0,181.0,1337.0,,0.0
1996,29,1327,UTA,Utah Jazz,32.0,NBA,SG,82.0,59.0,2588.0,442.0,880.0,0.5,104.0,223.0,0.47,338.0,657.0,0.51,0.56,259.0,290.0,0.89,62.0,147.0,209.0,340.0,106.0,20.0,127.0,171.0,1247.0,,0.0
1997,29,1327,UTA,Utah Jazz,33.0,NBA,SG,82.0,82.0,2592.0,413.0,856.0,0.48,72.0,195.0,0.37,341.0,661.0,0.52,0.52,293.0,326.0,0.9,60.0,181.0,241.0,361.0,124.0,26.0,134.0,188.0,1191.0,,0.0
1998,29,1327,UTA,Utah Jazz,34.0,NBA,SG,80.0,80.0,2460.0,399.0,828.0,0.48,56.0,127.0,0.44,343.0,701.0,0.49,0.52,285.0,322.0,0.88,65.0,205.0,270.0,349.0,109.0,15.0,132.0,175.0,1139.0,,0.0
1999,29,1327,UTA,Utah Jazz,35.0,NBA,SG,48.0,48.0,1435.0,214.0,449.0,0.48,34.0,81.0,0.42,180.0,368.0,0.49,0.51,125.0,140.0,0.89,33.0,127.0,160.0,192.0,52.0,14.0,82.0,95.0,587.0,,0.0
