PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Greivis Vásquez,26,78,78,34.4,5.6,13.0,0.433,1.1,3.1,0.342,4.6,9.9,0.462,0.474,1.6,2.0,0.805,0.6,3.8,4.3,9.0,0.8,0.1,3.2,2.4,13.9
Ryan Anderson,24,81,22,30.9,5.8,13.8,0.423,2.6,6.9,0.382,3.2,6.9,0.46399999999999997,0.519,1.9,2.2,0.8440000000000001,2.4,4.0,6.4,1.2,0.5,0.4,1.2,2.2,16.2
Eric Gordon,24,42,40,30.1,5.6,13.9,0.402,1.3,4.1,0.324,4.3,9.8,0.436,0.45,4.5,5.3,0.8420000000000001,0.2,1.6,1.8,3.3,1.1,0.2,2.8,1.8,17.0
Anthony Davis,19,64,60,28.8,5.5,10.6,0.516,0.0,0.1,0.0,5.5,10.5,0.521,0.516,2.6,3.5,0.7509999999999999,2.6,5.6,8.2,1.0,1.2,1.8,1.4,2.5,13.5
Al-Farouq Aminu,22,76,71,27.2,3.0,6.2,0.475,0.1,0.3,0.21100000000000002,2.9,6.0,0.486,0.479,1.3,1.8,0.737,1.8,5.9,7.7,1.4,1.2,0.7,1.5,2.0,7.3
Robin Lopez,24,82,82,26.0,4.7,8.8,0.534,0.0,0.0,,4.7,8.8,0.534,0.534,2.0,2.5,0.778,2.8,2.9,5.6,0.8,0.4,1.6,1.3,2.0,11.3
Austin Rivers,20,61,26,23.2,2.4,6.4,0.37200000000000005,0.5,1.4,0.326,1.9,5.0,0.385,0.408,1.0,1.8,0.546,0.3,1.5,1.8,2.1,0.4,0.1,1.2,2.0,6.2
Roger Mason,32,69,13,17.7,1.9,4.4,0.433,1.0,2.3,0.415,1.0,2.1,0.452,0.541,0.6,0.6,0.907,0.2,1.8,1.9,1.1,0.4,0.2,0.7,1.5,5.3
Jason Smith,26,51,0,17.2,3.3,6.7,0.49,0.0,0.1,0.0,3.3,6.6,0.496,0.49,1.7,2.0,0.843,1.3,2.4,3.6,0.7,0.3,0.9,1.1,2.4,8.2
Brian Roberts,27,78,5,17.0,2.7,6.6,0.41700000000000004,0.8,2.0,0.386,2.0,4.6,0.43,0.475,0.9,1.0,0.909,0.2,1.0,1.2,2.8,0.5,0.0,0.9,1.4,7.1
Dominic McGuire,27,9,0,16.1,1.0,2.3,0.429,0.0,0.0,,1.0,2.3,0.429,0.429,0.1,0.2,0.5,0.8,2.3,3.1,1.0,0.9,0.3,0.6,1.4,2.1
Darius Miller,22,52,2,13.3,0.8,2.1,0.40700000000000003,0.4,1.1,0.39299999999999996,0.4,1.0,0.423,0.509,0.2,0.2,1.0,0.2,1.3,1.5,0.8,0.3,0.2,0.4,1.7,2.3
Xavier Henry,21,50,2,12.5,1.3,3.2,0.41,0.1,0.2,0.364,1.2,3.0,0.413,0.42200000000000004,1.2,1.8,0.63,0.4,1.4,1.8,0.3,0.3,0.1,0.6,1.4,3.9
Lou Amundson,30,18,0,11.6,1.0,2.3,0.429,0.0,0.0,,1.0,2.3,0.429,0.429,0.4,0.9,0.5,1.3,1.9,3.2,0.4,0.5,0.3,0.4,1.5,2.4
Lance Thomas,24,59,9,10.9,0.9,1.8,0.5,0.0,0.0,,0.9,1.8,0.5,0.5,0.7,1.0,0.7290000000000001,0.7,1.2,1.9,0.3,0.2,0.1,0.2,1.3,2.5
Terrel Harris,25,13,0,8.3,0.2,1.5,0.105,0.0,0.5,0.0,0.2,0.9,0.16699999999999998,0.105,0.1,0.2,0.5,0.0,1.3,1.3,0.5,0.2,0.2,1.0,1.1,0.4
Hakim Warrick,30,1,0,7.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
Henry Sims,22,2,0,2.5,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,2.0
Donald Sloan,25,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
