Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,24,PHO,Phoenix Suns,Goran Dragic,26.0,77,77.0,2581,401,906,0.44,88,276,0.32,313,630,0.5,0.49,244,326,0.75,60,178,238,569,124,26,212,214,1134
2013,24,PHO,Phoenix Suns,Luis Scola,32.0,82,67.0,2184,432,915,0.47,3,16,0.19,429,899,0.48,0.47,181,230,0.79,158,383,541,182,67,35,126,257,1048
2013,24,PHO,Phoenix Suns,Jared Dudley,27.0,79,50.0,2170,313,669,0.47,106,271,0.39,207,398,0.52,0.55,129,162,0.8,79,166,245,203,75,8,101,128,861
2013,24,PHO,Phoenix Suns,P.J. Tucker,27.0,79,45.0,1910,210,444,0.47,22,70,0.31,188,374,0.5,0.5,64,86,0.74,132,218,350,109,62,19,67,145,506
2013,24,PHO,Phoenix Suns,Marcin Gortat,28.0,61,61.0,1876,295,566,0.52,0,3,0.0,295,563,0.52,0.52,90,138,0.65,128,388,516,75,40,98,99,127,680
2013,24,PHO,Phoenix Suns,Markieff Morris,23.0,82,32.0,1837,266,653,0.41,45,134,0.34,221,519,0.43,0.44,93,127,0.73,131,265,396,108,77,64,104,209,670
2013,24,PHO,Phoenix Suns,Michael Beasley,24.0,75,20.0,1554,310,766,0.4,45,144,0.31,265,622,0.43,0.43,94,126,0.75,52,230,282,111,31,34,144,107,759
2013,24,PHO,Phoenix Suns,Shannon Brown,27.0,59,22.0,1402,240,571,0.42,39,141,0.28,201,430,0.47,0.45,98,125,0.78,44,105,149,108,59,15,74,92,617
2013,24,PHO,Phoenix Suns,Jermaine O'Neal,34.0,55,4.0,1029,179,371,0.48,0,0,,179,371,0.48,0.48,96,115,0.84,82,211,293,42,19,78,73,126,454
2013,24,PHO,Phoenix Suns,Wesley Johnson,25.0,50,21.0,953,161,396,0.41,50,155,0.32,111,241,0.46,0.47,27,35,0.77,21,102,123,34,22,18,48,56,399
2013,24,PHO,Phoenix Suns,Sebastian Telfair,27.0,46,2.0,795,94,247,0.38,43,113,0.38,51,134,0.38,0.47,44,57,0.77,12,56,68,114,28,10,53,84,275
2013,24,PHO,Phoenix Suns,Kendall Marshall,21.0,48,3.0,702,56,151,0.37,23,73,0.32,33,78,0.42,0.45,8,14,0.57,4,38,42,143,22,4,57,48,143
2013,24,PHO,Phoenix Suns,Marcus Morris,23.0,23,6.0,370,51,126,0.4,12,39,0.31,39,87,0.45,0.45,17,42,0.4,17,41,58,15,18,4,24,40,131
2013,24,PHO,Phoenix Suns,Hamed Haddadi,27.0,17,0.0,235,28,61,0.46,0,0,,28,61,0.46,0.46,13,25,0.52,33,54,87,8,5,21,27,45,69
2013,24,PHO,Phoenix Suns,Diante Garrett,24.0,19,0.0,149,16,49,0.33,3,15,0.2,13,34,0.38,0.36,5,10,0.5,5,10,15,31,10,0,16,5,40
2013,24,PHO,Phoenix Suns,Luke Zeller,25.0,16,0.0,58,9,26,0.35,1,5,0.2,8,21,0.38,0.36,0,0,,1,9,10,3,0,0,0,5,19
2013,24,PHO,Phoenix Suns,Team Totals,,82,,19805,3061,6917,0.44,480,1455,0.33,2581,5462,0.47,0.48,1203,1618,0.74,959,2454,3413,1855,659,434,1278,1688,7805
